mol_id,paff,smiles,formal_charge,n_atoms
6155,7.0362,O=C(O)[C@H](c1cc(F)ccc1C1CC1)N1CC[C@@H](OCCCCc2ccc3c(n2)NCCC3)C1,0,68
22350,7.0177,c1ccc(c(c1)C2CC2)[C@@H](C(=O)O)N3CC[C@H](C3)OCCCCc4ccc5c(n4)NCCC5,0,68
37092,6.9586,O=C(O)[C@H](c1cc(F)ccc1[C@H]1CCOC1)N1CC[C@@H](OCCCCc2ccc3c(n2)NCCC3)C1,0,72
48770,6.1871,O=C(O)CN1CCC(C(=O)NCCCc2ccc3c(n2)NCCC3)CC1,0,54
52854,6.9208,O=C(O)[C@H](c1cc(F)ccc1C1CCOCC1)N1CC[C@@H](OCCCCc2ccc3c(n2)NCCC3)C1,0,75
84044,6.7696,O=C(O)[C@H](c1cc(F)ccc1[C@@H]1CCOC1)N1CC[C@@H](OCCCCc2ccc3c(n2)NCCC3)C1,0,72
91140,7.8268,CC(C)[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,0,82
92903,7.1367,CC(C)C[C@@H]1NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCCN)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC1=O |r|,0,150
127413,7.0605,c1cc(c(cc1F)[C@@H](C(=O)O)N2CC[C@H](C2)OCCCCc3ccc4c(n3)NCCC4)[C@@H]5CCCCO5,0,75
139427,7.0362,O=C(O)[C@H](c1cc(F)ccc1[C@@H]1CCCO1)N1CC[C@@H](OCCCCc2ccc3c(n2)NCCC3)C1,0,72
