layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L4,P50052,13708,6.9914,2,-13.32382,,-109.41714415662486,-83.70494120984742,-1050812.3127127143,-987136.91601093,-63670.65192533929,-1050809.8924216668,270,0.001970709301531315,True,2.899838190231902,2.7484276141739175
L4,P50052,15042,6.7986,2,-9.11826,,-98.87632442496691,-58.11107112685755,-1046665.857593895,-987136.91601093,-59524.65389972567,-1046663.1470105287,313,0.00198752386495471,True,3.0424458529165643,2.6753004668370886
L4,P50052,16998,8.5186,2,-10.42198,,-78.79117166039632,-33.357261419975075,-1038522.1900612474,-987136.91601093,-51381.85734173626,-1038519.31319967,439,0.0016726943431422114,True,3.0154628513768946,2.7451187320462465
L4,P50052,38303,6.1871,2,-9.52102,,-81.28673062377749,-40.08127658584715,-1023538.3531704633,-987136.91601093,-36397.912233273135,-1023535.817858663,465,0.0019344370812177658,True,2.9201754509694924,2.813183737468384
L4,P50052,46537,6.7959,2,-10.5202,,-60.25888835668734,-23.86118476746525,-1029130.454234278,-987136.91601093,-41990.92515063178,-1029128.1344693674,563,0.0016536368057131767,True,2.7681144065830807,2.879506418170038
L4,P50052,60167,7.7799,2,-9.39491,,-82.82040844254406,-33.56881264656691,-1033062.6785816642,-987136.91601093,-45922.1711379092,-1033059.6424968732,503,0.001751625444740057,True,2.7998234832852016,2.592592121612663
L4,P50052,70458,6.4214,2,-9.31894,,-77.31760571528059,-44.23820084058246,-1037673.2906399444,-987136.91601093,-50533.02182030044,-1037671.1756513225,358,0.0016858670860528946,True,2.922054530434166,2.9153815084910923
L4,P50052,99833,8.4815,2,-10.8362,,-114.79202026921625,-93.71254957297745,-1063387.870949094,-987136.91601093,-76245.9770850309,-1063385.8781115932,452,0.0018896239344030619,True,3.0693319608840497,2.864379280452602
L4,P50052,110461,7.4498,2,-8.82582,,-76.32357442249844,-41.550330092698196,-1029566.8371354683,-987136.91601093,-42426.611421100926,-1029564.4282745866,375,0.001981065608561039,True,2.9053344588034697,2.8524033883026574
L4,P50052,128818,8.8729,2,-9.74403,,-68.48442089418968,-47.22142884477004,-1038331.1950085657,-987136.91601093,-51191.30923206911,-1038329.1872724218,371,0.0016799801960587502,True,3.0968413796531418,2.8781130754118647
