layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,Q14145,1372,7.699,6,-9.79888,,-100.85819037535192,-66.8110811292414,-808129.1655169256,-722630.9402952247,-85493.85159661989,-808126.6666559248,431,0.0018813236383721232,True,2.739730231235295,2.699685947158094
L2,Q14145,15758,8.0,6,-10.59499,,-102.3371672091479,-61.58767633245164,-798859.6516839354,-722630.9402952247,-76224.2736291241,-798855.2236309936,359,0.001900580246001482,True,2.7595464439768387,2.8365161322938195
L2,Q14145,16948,7.699,6,-10.28604,,-100.74034533026195,-53.26499267325156,-813528.2167588203,-722630.9402952247,-90892.90794875943,-813524.9982858903,211,0.0019993705209344625,True,2.6583263254231677,2.803622233519487
L2,Q14145,41332,7.699,6,-9.88532,,-114.4528218783156,-58.94458287631279,-816228.6158953048,-722630.9402952247,-93592.71245598147,-816225.5578916082,649,0.001998857595026493,True,2.777249521743668,2.8058088593345274
L2,Q14145,62918,8.0,6,-9.98049,,-103.8957839954161,-61.927464289773766,-780792.2119119714,-722630.9402952247,-58156.76626913933,-780789.4187495515,941,0.0019568989519029856,True,2.87251860235758,2.777701077901539
L2,Q14145,64270,7.0605,6,-11.20416,,-129.1460904227641,-87.49366132646323,-807629.6697982346,-722630.9402952247,-84993.12919848242,-807626.1299524632,461,0.0019987905398011208,True,2.859161444780772,3.005194810121236
L2,Q14145,77634,8.0,6,-9.86229,,-91.99762284253565,-17.071460981307933,-780791.9104400204,-722630.9402952247,-58156.98075028878,-780787.6717915718,686,0.001978221582248807,True,2.7421978547036425,2.910505675903547
L2,Q14145,83648,8.0,6,-10.88,,-98.85227997074558,-56.86572388461662,-817518.6851860142,-722630.9402952247,-94883.45825021631,-817515.9403241567,683,0.0019215586362406611,True,2.897843284538808,2.809594022712192
L2,Q14145,122553,7.699,6,-10.13918,,-91.97601068556678,-57.30441239384095,-782236.6755378672,-722630.9402952247,-59601.746785327465,-782233.5657514585,361,0.0015899573918431997,True,2.7922390273525446,2.8707423458558514
L2,Q14145,143441,8.0,6,-10.00789,,-97.9683922439574,-63.83099407461225,-816228.3727844927,-722630.9402952247,-93593.18417769435,-816225.8442968116,392,0.0018624786753207445,True,2.8926857874832503,2.571687113612656
