mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
2221,0,L3,Q00959,7.2441,CCc1ccccc1-c1ccc(C(=O)NC[C@@H](N)C(=O)O)s1,0,-5.12617,5.12617,-280987.03204845544,-244125.77709530608,-36861.474181148384,5.055517757367742
24323,1,L3,Q00959,6.0,NCC(=O)O,0,-4.57748,4.57748,-251870.38284288626,-244125.77709530608,-7745.04798412316,10.198216951859472
43699,2,L3,Q00959,7.7447,N[C@H](CNC(=O)c1cc(Br)c(-c2ccccc2Br)s1)C(=O)O,0,-6.68177,6.68177,-418906.26673049905,-244125.77709530608,-174781.01189243054,12.043538007071536
68311,3,L3,Q00959,6.9914,N[C@H](CNC(=O)c1ccc(-c2cccc3ccccc23)s1)C(=O)O,0,-6.84333,6.84333,-283028.78111187,-244125.77709530608,-38904.51485495309,34.84076093748023
88721,4,L3,Q00959,6.7375,c1cc(cc(c1)Cl)C(COc2cnc(cn2)C(=O)NC3(CC3)c4cnccn4)(F)F,0,-5.63136,5.63136,-294650.1853249273,-244125.77709530608,-50524.922310264505,11.854981262714935
89763,5,L3,Q00959,7.3565,Cc1nc(C(=O)NCc2cccnc2)cnc1OCC(F)(F)c1cc(Cl)ccn1,0,-5.86018,5.86018,-293615.3534680338,-244125.77709530608,-49489.80702474653,5.318961912592408
103070,6,L3,Q00959,6.8239,N[C@H](CNC(=O)c1ccc(-c2ccccc2C(F)(F)F)s1)C(=O)O,0,-5.71975,5.71975,-288023.6751792615,-244125.77709530608,-43898.16387096068,6.129193947992912
132547,7,L3,Q00959,6.5376,COc1cccc(F)c1-c1ccc(C(=O)NC[C@@H](N)C(=O)O)s1,0,-6.49638,6.49638,-284666.05873248307,-244125.77709530608,-40541.231035574936,21.893647166198527
132866,8,L3,Q00959,6.2676,CCc1ccccc1-c1ccc(o1)C(=O)NC[C@@H](N)C(O)=O |r|,0,-5.58895,5.58895,-272197.6056319601,-244125.77709530608,-28072.433296972715,13.946104255605972
139001,9,L3,Q00959,7.6021,Cc1c(ncc(n1)C(=O)NCc2cccnc2)OCS(=O)(=O)c3cccc(c3)Cl,0,-5.94647,5.94647,-301636.99763971026,-244125.77709530608,-57511.13882685303,-1.8844514968367985
