mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
2037,0,L4,Q13094,7.4685,CCCn1cnnc1-c1cccc(n1)N1Cc2c(cc(nc2CNC)N2CCC[C@H]2C)C1=O |r|,0,-6.28596,6.28596,-214717.66145233132,-175348.4567622766,-39369.80189739271,13.771928382322995
10005,1,L4,Q13094,7.3279,CNCc1nc(cc2C(=O)N(Cc12)c1cccc(n1)-c1nnc2CC[C@H](C)n12)N(C)C(C)C |r|,0,-6.28603,6.28603,-214718.62155429344,-175348.4567622766,-39370.00762455266,-3.624367825350185
14800,2,L4,Q13094,7.1805,Cc1nc(Nc2ccc(N3CCOCC3)cc2)c(C(N)=O)nc1-c1cncc2c1ncn2C,0,-6.82736,6.82736,-215630.7495381672,-175348.4567622766,-40282.56532750187,6.285189467659113
21300,3,L4,Q13094,7.0862,Cc1c(cn(n1)CC(F)(F)F)Nc2c(nc(c(n2)C3CC3)c4cncc5c4ncn5C)C(=O)N,0,-6.56604,6.56604,-221085.88965026464,-175348.4567622766,-45738.01042957805,13.318425460340759
32544,4,L4,Q13094,7.4949,Cn1cnc2c(-c3nc(C(N)=O)c(Nc4ccc(N5CCOCC5)cc4)nc3C(F)F)cncc21,0,-7.07516,7.07516,-221034.58735082854,-175348.4567622766,-45686.099701336,-0.7122761207978774
34941,5,L4,Q13094,7.0605,CCCn1cnnc1-c1cccc(n1)N1Cc2c(cc(nc2CNC)N(C)C(C)C)C1=O,0,-6.00498,6.00498,-213680.6334920138,-175348.4567622766,-38331.86424212041,-7.206135633365127
55190,6,L4,Q13094,6.284,COc1ccc2c(c1CN)CN(c1cccc(-c3nncn3[C@@H](C)CC(F)(F)F)n1)C2=O,0,-6.92719,6.92719,-218680.67745531563,-175348.4567622766,-43332.3634807939,3.2927638506470602
118817,7,L4,Q13094,7.284,CNCc1nc(cc2C(=O)N(Cc12)c1cccc(n1)-c1nnc2CC[C@H](CF)n12)N(C)C(C)C |r|,0,-5.89028,5.89028,-217420.06732420655,-175348.4567622766,-42071.691764079646,1.8725660566957476
128356,8,L4,Q13094,6.7033,Cc1nn(C2(C#N)CC2)cc1Nc1nc(C2CC2)c(-c2cncc3c2ncn3C)nc1C(N)=O,0,-6.87402,6.87402,-216527.0496982776,-175348.4567622766,-41178.455086879,-3.1788762716733876
144515,9,L4,Q13094,6.9172,CCCn1cnnc1-c1cccc(n1)N1Cc2c(cc(nc2CNC)N(C)C)C1=O,0,-6.1415,6.1415,-211540.37594305235,-175348.4567622766,-36191.45620435018,-10.676490006549614
