system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
eg5,0,0,7.8170607166905555,0,-4,,-52.63984171381593,-33.5764520800852,-665448.2850536725,-633921.2991929809,-31524.70318110829,-665447.1228248054,203,0.0018617832101881504,True,2.2897593270920504,2.5965133648303986
eg5,1,1,7.76846108198865,1,-4,,-284.5098762283245,-149.9463183047806,-678114.3928131503,-633921.2991929809,-44180.756104238855,-678110.2926311789,1000,0.01919916830956936,False,3.11406840112028,2.794217234213491
eg5,2,2,8.272124175801654,1,-4,,-215.15346573222786,-156.0686799498604,-739568.5724379731,-633921.2991929809,-105637.94330767625,-739565.6950930669,1000,0.03413380682468414,False,2.8149300800796895,2.673046006146357
eg5,3,3,6.180229075143763,0,-4,,-45.605656356000495,-39.24624509092565,-668930.3888823864,-633921.2991929809,-35007.11204096928,-668929.9596869159,246,0.001994931139051914,True,3.0931130872583865,3.1085985091481123
eg5,4,4,7.51419011448835,0,-4,,-56.34824690699449,-41.97257418637624,-662749.0237108691,-633921.2991929809,-28825.281026635555,-662747.9931829005,216,0.001978870015591383,True,2.8470586979509163,2.716870277972028
eg5,5,5,7.2808230727299215,1,-4,,-193.57399384815741,-155.8717482086509,-671954.3654163998,-633921.2991929809,-38024.67206057119,-671952.0961944407,397,0.00199407571926713,True,2.8960839393796443,2.778723830185195
eg5,6,6,8.574995477178579,1,-4,,-193.0196581619961,-158.0395831343468,-732841.0572469005,-633921.2991929809,-98911.3879293424,-732838.7938555289,325,0.00170917809009552,True,2.8301321599879388,2.713954724283604
eg5,7,7,8.204768480093946,1,-4,,-244.933274856056,-165.22842175129716,-688894.028678962,-633921.2991929809,-54962.10817391802,-688886.973060411,441,0.0017011597519740462,True,3.091532900391604,2.6313673816671748
eg5,8,8,6.963139055761074,0,-4,,-46.575478345792,-37.06310491561147,-669430.2810405762,-633921.2991929809,-35506.96214369721,-669429.4232420364,185,0.0019750886131078005,True,3.1085283625684554,3.1045441266084195
eg5,9,9,7.231034841006102,1,-4,,-207.78337740577237,-185.9820448711844,-682266.7726049351,-633921.2991929809,-48336.4630719167,-682265.5615948002,526,0.0019462878117337823,True,2.402466408362981,2.745297729096966
eg5,10,10,8.007273296456882,0,-4,,-74.61051235221949,-52.641777135449544,-678012.6913557013,-633921.2991929809,-44088.156744685264,-678011.2984952416,354,0.0016418544109910727,True,3.0883393168455857,2.6866352944863245
eg5,11,11,8.449292252839834,1,-4,,-220.1505452977802,-170.0758783356481,-687824.198126331,-633921.2991929809,-53893.352302154926,-687821.4221482124,921,0.0019138914067298174,True,3.091532900391604,2.7945467850056964
eg5,12,12,8.351790240782796,1,-4,,-193.8099634970914,-156.1649133901704,-673091.1791840004,-633921.2991929809,-39161.47559555931,-673088.7207069936,391,0.0019227192969992757,True,3.0893166027851007,2.7783358814947383
eg5,13,13,8.449292252839834,1,-4,,-194.87675879402696,-157.6865523887264,-664363.3747244213,-633921.2991929809,-30433.62487535779,-664360.9696297937,420,0.001999883446842432,True,3.083432265221746,2.758288067419826
eg5,14,14,8.449292252839834,1,-4,,-204.5674951267829,-165.89882607680104,-671301.4769800785,-633921.2991929809,-37371.306900914475,-671299.0947545108,383,0.0019527326803654432,True,2.8674740109231687,2.723436847540547
eg5,15,15,8.752163554216759,1,-4,,-197.98111409482826,-158.5988923962268,-694928.1780585287,-633921.2991929809,-60998.29359187831,-694925.8080999227,380,0.001979330088943243,True,2.443106992563016,2.676725149151977
eg5,16,16,8.14642165063763,1,-4,,-216.7085253767396,-171.60741652264215,-678557.2638294358,-633921.2991929809,-44626.56726537042,-678555.1123782893,671,0.0019769107457250357,True,3.089476659429606,2.7550258134902066
