mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
2221,0,L3,Q62645,7.0915,CCc1ccccc1-c1ccc(C(=O)NC[C@@H](N)C(=O)O)s1,0,-6.14287,6.14287,-236940.7990698676,-200079.16417245416,-36861.80647120169,3.9565855507037644
24323,1,L3,Q62645,6.8861,NCC(=O)O,0,-4.70787,4.70787,-207824.05484975682,-200079.16417245416,-7745.087143301894,4.530613572228575
38593,2,L3,Q62645,6.0,Cc1sc2ncn(CC(=O)N3CC(C)(F)C3)c(=O)c2c1-c1ccc(Cl)c(Cl)c1,0,-4.80071,4.80071,-267231.0558027911,-200079.16417245416,-67151.59126804779,-6.926518935251367
43699,3,L3,Q62645,7.7959,N[C@H](CNC(=O)c1cc(Br)c(-c2ccccc2Br)s1)C(=O)O,0,-7.21281,7.21281,-374860.15864378854,-200079.16417245416,-174781.16286670422,3.88328948059305
53381,4,L3,Q62645,6.7696,N[C@H](CO)C(=O)O,0,-6.07116,6.07116,-210942.28260487915,-200079.16417245416,-10863.472481243665,8.16455971739713
68311,5,L3,Q62645,6.5186,N[C@H](CNC(=O)c1ccc(-c2cccc3ccccc23)s1)C(=O)O,0,-5.59919,5.59919,-238983.72146297834,-200079.16417245416,-38904.45356528493,-2.391960841109171
69000,6,L3,Q62645,6.0088,N[C@H](CNC(=O)c1ccc(-c2ccccc2F)s1)C(=O)O,0,-5.03722,5.03722,-237501.72891685844,-200079.16417245416,-37423.09800174013,12.29720629931503
103070,7,L3,Q62645,6.699,N[C@H](CNC(=O)c1ccc(-c2ccccc2C(F)(F)F)s1)C(=O)O,0,-6.83331,6.83331,-243977.1346759928,-200079.16417245416,-43898.2993554773,7.5835058605485095
108874,8,L3,Q62645,6.9208,Cc1cc(C(=O)NC[C@@H](N)C(=O)O)sc1-c1ccccc1Br,0,-4.40548,4.40548,-305901.18629289826,-200079.16417245416,-105821.74803103277,-6.320651980017556
134390,9,L3,Q62645,7.5086,CCc1ccccc1-c1cccc2[nH]c(C(=O)NC[C@@H](N)C(=O)O)cc12,0,-7.15414,7.15414,-231795.10410481037,-200079.16417245416,-31715.667383591666,-6.285123820940696
