mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
4124,0,L3,Q15878,6.1101,CCN(C(c1ccc(OC)cc1)C(F)(F)F)S(=O)(=O)C1CCOCC1,0,-6.28615,6.28615,-312397.8896526829,-266761.97857715806,-45636.943809516175,23.81541160415062
12360,1,L3,Q15878,6.7799,CCN([C@@H](C)c1ccc(F)cc1)S(=O)(=O)c1ccc2[nH]nnc2c1,0,-7.21927,7.21927,-307255.4504222221,-266761.97857715806,-40495.07139887172,36.88658709004065
19284,2,L3,Q15878,6.6904,CCN([C@H](c1ccc(F)cc1)C(F)(F)F)S(=O)(=O)c1csc(C#N)c1,0,-6.46097,6.46097,-322147.7024579276,-266761.97857715806,-55386.38069413716,15.146476080443174
45224,3,L3,Q15878,6.6108,CCN(C(c1ccc(F)cc1)C(F)(F)F)S(=O)(=O)c1cnc2cc[nH]c2c1,0,-7.51278,7.51278,-314925.65728491143,-266761.97857715806,-48165.2544432174,36.33732303683431
57801,4,L3,Q15878,6.5406,C[C@@H](c1ccc(Cl)cc1)N(C)S(=O)(=O)c1ccn2nncc2c1,0,-7.18201,7.18201,-315989.53025342483,-266761.97857715806,-49229.9489614444,55.282709502470446
67332,5,L3,Q15878,6.8013,CCN([C@@H](C)c1ccc(F)cc1)S(=O)(=O)c1cnc2nsnc2c1,0,-6.86704,6.86704,-317022.3218176439,-266761.97857715806,-50261.633227975035,29.747818195995894
76146,6,L3,Q15878,6.3298,CCN(C(c1ccc(F)cc1)C(F)(F)F)S(=O)(=O)c1ccc2cn[nH]c2c1,0,-8.20543,8.20543,-314925.3870203607,-266761.97857715806,-48165.168748248776,40.59359871350115
84015,7,L3,Q15878,6.719,CCN(C(C)c1ccc(F)cc1)S(=O)(=O)c1cnnc(C)c1,0,-6.92379,6.92379,-304742.3911051748,-266761.97857715806,-37982.24856113717,42.339929592640814
107192,8,L3,Q15878,7.5901,C[C@@H](c1ccc(Cl)cc1)N(C)S(=O)(=O)c1cncc(C#N)c1,0,-6.01066,6.01066,-314485.0708273651,-266761.97857715806,-47723.62663828692,12.323281876417147
123336,9,L3,Q15878,7.2299,CN(C(c1ccc(C(F)(F)F)cc1)C(F)(F)F)S(=O)(=O)c1cncnc1,0,-6.68456,6.68456,-317185.52236313786,-266761.97857715806,-50424.19194120649,14.94681460680405
