layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,Q92793,6919,6.7696,-1,-8.14199,,-61.73895024064187,-50.459947170136964,-573841.4347711934,-530154.4835260218,-43684.273990897585,-573839.7184025515,462,0.0018616162706166506,True,2.9097278308638446,2.824321608066961
L1,Q92793,25339,6.5229,-1,-8.39248,,-53.11514395803802,-31.66279990454317,-569689.142570894,-530154.4835260218,-39532.35575423274,-569686.6280030431,750,0.001941509312018752,True,2.9372550832642252,2.9865483784233167
L1,Q92793,32149,6.301,-1,-7.71573,,-57.74785641568391,-36.92717157581935,-579094.5653572492,-530154.4835260218,-48937.577647162056,-579091.7623325554,416,0.0018600517651066184,True,2.9002805287847635,2.9425680413924176
L1,Q92793,37452,8.2218,-1,-8.00214,,-45.00479571368566,-19.22821911602935,-570125.9483923713,-530154.4835260218,-39969.513273696764,-570123.3868363637,813,0.0018349892925471067,True,2.7306718475357417,2.8563682226369065
L1,Q92793,46896,8.585,-1,-7.65749,,-49.65077529277028,-33.03987448663406,-583514.6776288218,-530154.4835260218,-53358.0410414045,-583512.955394452,874,0.0019448896637186408,True,2.8007651101064877,2.849620359930909
L1,Q92793,62803,6.4815,-1,-7.59336,,-64.88538299647678,-38.29647653977926,-582738.7083334633,-530154.4835260218,-52581.41111092944,-582734.3323259535,969,0.001958434469997883,True,3.0001136300147553,2.897677144596118
L1,Q92793,73412,6.1871,-1,-7.86378,,-44.16844451416741,-29.516070241517678,-570757.3272999772,-530154.4835260218,-40600.92844892325,-570754.9014323185,380,0.001976483501493931,True,2.969891492540216,3.0715761937780997
L1,Q92793,95108,8.585,-1,-8.32419,,-40.43672522306663,-19.95663653666433,-583514.2849571987,-530154.4835260218,-53358.047928809065,-583512.4798658239,439,0.0018437393009662628,True,2.9151770024412382,2.9552048850864145
L1,Q92793,111632,6.9208,-1,-7.52574,,-52.589008870816585,-38.78371693334866,-576540.0619469305,-530154.4835260218,-46383.29794564601,-576537.1159565233,529,0.0019750383216887712,True,3.029101725312856,3.050501782966182
L1,Q92793,136992,7.9586,-1,-8.95812,,-53.65486763274648,-37.5796606816793,-579533.3506859915,-530154.4835260218,-49376.54046469653,-579530.0400806192,613,0.001745681744068861,True,3.0587328642518194,2.9356487534812863
