mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,gas_bound_ev,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet2_score_rank
107,L4:O75747:107,0,47,0,7.0,CC(Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,-7.71835,7.71835,11.082184513923314,-46626.92670531581,-46627.68322400627,-46627.692518358206,17.445735446138553,0.21433284732703278,28.742252807388898,161,109,5,0.0018534604460000992,True,,3.0
31150,L4:O75747:31150,0,52,1,7.0,CNc4ncc(C(F)(F)F)c(N[C@@H](C)c2cc1cccc(Cl)c1c(=O)n2c3ccccc3)n4,-7.40832,7.40832,4.915578984516994,-54362.451239318274,-54363.013484639436,-54363.02418733771,12.965685121192369,0.24681008544661912,18.12807419115598,143,162,8,0.0018250521970912814,True,,1.0
31847,L4:O75747:31847,0,64,2,6.0,Cc1ccccc1-n1c(Cn2nc(-c3cnn(CCO)c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,-8.33365,8.33365,40.91605186193657,-45505.29808388117,-45506.2854709949,-45506.41038061995,22.76968776354277,2.8804843828943847,66.56622400837372,455,89,10,0.0018676440231502056,True,,10.0
46977,L4:O75747:46977,0,55,3,7.0,Cc1cccc2cc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(C3CC3)c(=O)c12,-9.90476,9.90476,18.26084806066228,-42046.79834114515,-42047.48229010277,-42047.615291508366,15.772237650972167,3.0670852752157716,37.10017098685022,461,142,7,0.0017097938107326627,True,,7.0
51496,L4:O75747:51496,0,60,4,7.0,Cc1cccnc1-n1c(Cn2nc(-c3ccc(Cl)c(O)c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,-9.71034,9.71034,42.39174023321639,-56474.31314596047,-56474.95523683893,-56475.14149057068,14.806967414253895,4.2951130896564145,61.4938207371267,555,78,8,0.0019598915241658688,True,,9.0
79072,L4:O75747:79072,0,61,5,7.0,Cc1cccc2cc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(C3CCCC3)c(=O)c12,-10.31406,10.31406,23.970380337891456,-44188.63384739398,-44189.222320221255,-44189.38387506572,13.57050578033013,3.7255432181202375,41.26642933634182,599,85,7,0.0019569469150155783,True,,8.0
83896,L4:O75747:83896,0,54,6,7.0,Cc1cccc2cc([C@H](C)Nc3ncnc4[nH]nc(C(N)=O)c34)n(-c3ccccc3)c(=O)c12,-7.90709,7.90709,2.302385369408352,-39782.66249373832,-39783.64520258397,-39783.86479766909,22.661804338715555,5.063982963864592,30.0281726719885,993,138,8,0.0018178210593760014,True,,4.0
119464,L4:O75747:119464,0,64,7,7.0,Cc1ccccc1-n1c(Cn2nc(-c3ccc4cc[nH]c4c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,-9.89723,9.89723,18.576855421291995,-45063.88602668386,-45064.618994319935,-45064.65129329603,16.902635230004325,0.7448320831667636,36.22432273446308,248,300,7,0.0019367053173482418,True,,6.0
124841,L4:O75747:124841,0,47,8,7.0,C[C@H](Nc1ncnc2ccsc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,-7.3598,7.3598,13.732977341075165,-55519.46789710582,-55520.009134002285,-55520.02140302987,12.481219338696915,0.2829304973917098,26.49712717716379,230,100,5,0.0018028063932433724,True,,2.0
143865,L4:O75747:143865,0,47,9,7.0,[2H]c1nc2c(N[C@@H](C)c3cc4cccc(Cl)c4c(=O)n3-c3ccccc3)ncnc2[nH]1,-7.24095,7.24095,11.666225190753767,-46626.85458092401,-46627.664952985564,-46627.76111550606,18.687623686075266,2.217560403377332,32.57140928020637,431,79,5,0.001906836754642427,True,,5.0
