mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
22959,0,L3,Q16665,6.0975,O=C(O)CNC(=O)c1ncc(-c2cc(-c3ccccc3F)no2)cc1O,0,-6.63987,6.63987,-310160.16418382665,-274893.5355161034,-35268.61519495687,45.810406287157484
27688,1,L3,Q16665,6.3116,O=C(O)CNC(=O)c1ncc(-c2cc(-c3cccc4ccccc34)no2)cc1O,0,-7.16359,7.16359,-311641.80186073005,-274893.5355161034,-36750.27935427831,46.42110535523639
30911,2,L3,Q16665,6.2733,O=C(O)CNC(=O)c1ncc(-c2cc(-c3cccc(F)c3)no2)cc1O,0,-6.90853,6.90853,-310160.9014278069,-274893.5355161034,-35268.85351614202,34.30497330761699
61553,3,L3,Q16665,6.6326,O=C(O)CNC(=O)c1ncc(-c2cc(-c3cccc(Br)c3)no2)cc1O,0,-6.9473,6.9473,-377489.0436073536,-274893.5355161034,-102596.93599913243,32.92833801586417
93926,4,L3,Q16665,6.3605,O=C(O)CNC(=O)c1ncc(-c2cc(-c3ccccc3Cl)no2)cc1O,0,-6.66325,6.66325,-319965.4846577503,-274893.5355161034,-45074.61145784933,61.39447012611249
100430,5,L3,Q16665,6.3605,O=C(O)CNC(=O)c1ncc(-c2cc(-c3ccc(Br)cc3)no2)cc1O,0,-6.41967,6.41967,-377489.3316090537,-274893.5355161034,-102596.87354586241,24.846654414321975
102927,6,L3,Q16665,6.0424,O=C(O)CNC(=O)c1ncc(-c2cc(C3CC3)no2)cc1O,0,-5.96799,5.96799,-304343.6109115359,-274893.5355161034,-29451.231828447857,26.667978862769296
117443,7,L3,Q16665,6.5452,O=C(O)CNC(=O)c1ncc(-c2cc(-c3cc(Cl)cc(Cl)c3)no2)cc1O,0,-6.62142,6.62142,-332474.9925575033,-274893.5355161034,-57583.24483828378,41.22757555215139
123239,8,L3,Q16665,6.3478,Cc1ccccc1-c1cc(-c2cnc(C(=O)NCC(=O)O)c(O)c2)on1,0,-6.89823,6.89823,-308528.4952434038,-274893.5355161034,-33637.07779407245,48.84378010423515
126029,9,L3,Q16665,6.1605,O=C(O)CNC(=O)c1ncc(-c2cc(-c3ccccc3Br)no2)cc1O,0,-6.58145,6.58145,-377488.7347096784,-274893.5355161034,-102596.68921074992,34.36061233029874
