layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,P50053,167,8.2596,-4,-8.30219,,-85.32748751464277,-32.082414143439145,-597142.5512938149,-551761.122481889,-45377.72866186265,-597139.5692866669,328,0.0015219594351947308,True,2.9694383841134657,2.7820613402564147
L1,P50053,19531,7.5686,-4,-8.62125,,-86.01516493877908,-38.742527560968966,-607617.9305498308,-551761.122481889,-55853.078097363024,-607614.2549732652,883,0.001993227284401655,True,2.838755149826948,2.772020581362587
L1,P50053,24618,7.8125,-4,-8.85392,,-73.5857434134659,-46.61912413740396,-588960.998074841,-551761.122481889,-37196.68461310392,-588958.6126089795,431,0.0018529427470639348,True,3.033031372026346,2.8672288185279475
L1,P50053,54615,8.4949,-4,-8.73047,,-98.46347095996904,-53.933828208143936,-606985.7170309012,-551761.122481889,-55220.324768793536,-606982.3820592259,429,0.001894748886115849,True,2.820501536616389,2.8890566403490405
L1,P50053,64410,9.3565,-4,-8.68113,,-62.047352164786545,-42.71527768515568,-588926.6742855355,-551761.122481889,-37162.86117579929,-588923.2779825915,423,0.0006878509884700179,True,3.010043583843494,2.982993221669105
L1,P50053,75542,7.8996,-4,-8.83955,,-60.67174334653863,-24.261408391867892,-589995.8375455121,-551761.122481889,-38232.08408782014,-589991.565005264,439,0.0018013928784057498,True,2.83389578845511,2.8238339799824366
L1,P50053,97821,7.7447,-4,-7.18899,,-56.3745113079477,-28.967814921636627,-592461.578584879,-551761.122481889,-40698.01147280514,-592458.893507278,572,0.0019962512888014317,True,3.1185924927603725,2.7762630618944066
L1,P50053,107700,8.1308,-4,-8.67447,,-83.49979764536323,-55.28080478369675,-605479.6589884466,-551761.122481889,-53714.91561262834,-605477.5838697747,710,0.0019301827996969223,True,2.971873294376586,2.579614058063055
L1,P50053,132156,8.0,-4,-8.02126,,-67.67164275022222,-47.64477001066982,-597142.0293529956,-551761.122481889,-45377.97235093616,-597140.1029383384,674,0.0019156353082507849,True,3.0762203328716122,2.9900352930022707
L1,P50053,139579,7.699,-4,-8.39228,,-102.74336751499946,-28.50826394691079,-599729.4106653839,-551761.122481889,-47963.83280939586,-599725.4105010215,379,0.001623752061277628,True,2.8755000446415133,2.578644632195258
