mol_id,paff,smiles,formal_charge,n_atoms
1856,6.9547,Cc1ccc(N2CCN(C[C@H](O)COc3ccc4c(c3)CCC(=O)N4)CC2)cc1,0,58
6980,7.2218,Cl.c1ccc(CN2CCCC3(CC2)C[C@H](c2ccccc2)CCO3)cc1,0,54
15517,6.5817,Oc1ccccc1CN1CCC2(CC1)CC(CCc1ccccc1)CCO2,0,58
23218,6.6073,c1ccc(C2CCOC3(CCN(Cc4ccc5ccccc5c4)CC3)C2)cc1,0,57
28425,6.5452,O=C(OC1CCOC2(CCN(Cc3ccccc3)CC2)C1)C1CCCCC1,0,60
63129,6.3635,c1ccc(CN2CCC3(CC2)CC(C2CCCO2)CCO3)cc1,0,52
82186,7.6778,c1cc2c(cc1C1CCOC3(CCN(CC4CCCC4)CC3)C1)CCO2,0,59
89442,6.8069,C1=C(c2ccco2)CC2(CCN(Cc3ccccc3)CC2)OC1,0,46
110926,6.1778,Clc1ccc(CN2CCC3(CC2)CC(c2ccc4[nH]ccc4c2)CCO3)cc1,0,55
142921,6.8477,C1=C(c2ccco2)CCOC12CCN(Cc1ccccc1)CC2,0,46
