system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A,eint_rank,pre_eint_rank,experimental_rank
cdk8,6,9,8.752163554216759,0,-1,,-74.34706159421842,-12.010941262927382,-748419.5746385632,-712664.0934436944,-35752.25720113976,-748416.7035486314,548,0.0019354551332071,True,2.4879192606691625,2.803974014265627,1.0,1.0,1.5
cdk8,29,16,8.449292252839834,0,-1,,-69.45516767620609,-0.273384762107918,-745243.6912969027,-712664.0934436944,-32576.585992077067,-745240.3126889191,704,0.0018483423627912,True,2.490141417802937,2.6834531780209443,2.0,13.0,6.0
cdk8,15,21,6.205204295273051,0,-1,,-68.02404413650191,2.1319564541963767,-746842.3847271565,-712664.0934436944,-34175.3414817212,-746838.7725856161,669,0.0019412233959883,True,2.4874219517840968,2.911236731432908,3.0,19.0,30.0
cdk8,20,26,6.608802901684713,0,-1,,-65.50718292197227,6.132711848431754,-745766.9432459883,-712664.0934436944,-33100.00914198512,-745763.7081701759,574,0.0005905654979869,True,2.4893308648220933,2.96856841290817,4.0,25.0,28.0
cdk8,8,11,6.785970978722894,0,-1,,-64.4292234142222,2.3981558437154176,-757144.7786215482,-712664.0934436944,-44477.89126229344,-757141.5092353956,398,0.0013767465716227,True,2.5045668413890256,2.936273774369004,5.0,21.0,27.0
cdk8,17,23,8.449292252839834,0,-1,,-63.637096350769205,-3.63176897828924,-748418.8182248786,-712664.0934436944,-35751.965215504424,-748415.8631194511,428,0.0006473261164501,True,2.485643197657481,3.066700414516017,6.0,6.0,6.0
cdk8,11,15,8.449292252839834,0,-1,,-63.48559270179974,-4.010843027492407,-747349.0909815843,-712664.0934436944,-34682.244542030094,-747346.3507880417,373,0.0019828218501061,True,2.4940854643642782,2.9978753466491583,7.0,5.0,6.0
cdk8,12,18,8.204768480093946,0,-1,,-63.27201648596948,-4.88193326957516,-747878.3901435601,-712664.0934436944,-35211.552965547235,-747875.4548026018,395,0.0017363892402499,True,2.4872115084743265,3.0580924343093203,8.0,3.0,14.0
cdk8,2,5,8.574995477178579,0,-1,,-63.00924049607827,-1.5576256125831105,-748419.1405436642,-712664.0934436944,-35752.31476069675,-748416.3862678404,397,0.0019451209809631,True,2.4954904357187595,2.975757568415262,9.0,9.0,3.0
cdk8,19,25,8.449292252839834,0,-1,,-62.91892804600637,-5.202990346076514,-746373.1711279337,-712664.0934436944,-33706.34926128468,-746370.5568302952,426,0.0016311979852616,True,2.494145473829092,3.007060364357947,10.0,2.0,6.0
cdk8,5,8,8.351790240782796,0,-1,,-62.52542753138738,0.8389797939640001,-751772.5188158953,-712664.0934436944,-39105.71401304367,-751769.682143288,349,0.0012628213735297,True,2.4918462621436506,3.019910467807473,11.0,14.0,9.0
cdk8,3,6,7.15136947519968,0,-1,,-62.24184203545608,10.33226028451289,-744730.0585554797,-712664.0934436944,-32063.26605005911,-744726.6195407384,414,0.0018544344929978,True,2.48053205732293,2.998281238551152,12.0,30.0,24.0
cdk8,7,10,8.272124175801654,0,-1,,-62.01752450647171,-3.1810342288685782,-747442.4171924479,-712664.0934436944,-34775.634414356005,-747439.5275285086,407,0.0019482255447655,True,2.483875602904537,3.038181001857759,13.0,7.0,11.0
cdk8,25,32,8.272124175801654,0,-1,,-61.58394453860162,-1.0969149910236082,-748417.963158967,-712664.0934436944,-35751.19918268197,-748414.6791204839,400,0.0018242585938423,True,2.485958557807684,2.93584921771059,14.0,10.0,11.0
cdk8,9,12,7.489214894359062,0,-1,,-60.99922862192656,3.0310175580472114,-745303.9349254218,-712664.0934436944,-32637.1963048188,-745300.9398474767,392,0.0019384624902158,True,2.4648844535976924,2.892094789120728,15.0,24.0,22.0
cdk8,14,20,8.14642165063763,0,-1,,-59.61250659743259,-1.9184488738844965,-745303.0077547104,-712664.0934436944,-32636.32926806577,-745300.3062132766,439,0.0015077359275892,True,2.495698095429138,3.017314807382879,16.0,8.0,16.0
cdk8,22,28,8.204768480093946,0,-1,,-59.50794728519792,2.26849450424476,-750702.3446265069,-712664.0934436944,-38035.67067398321,-750698.947190275,342,0.0017806455725803,True,2.481956406857785,3.0550521682005773,17.0,20.0,14.0
cdk8,1,3,7.5406804462332175,0,-1,,-59.39776988609915,7.720202392750809,-744729.9711388649,-712664.0934436944,-32063.301964085396,-744726.4866686157,776,0.0009771928889676,True,2.451559604731817,3.0430796691135686,18.0,26.0,21.0
cdk8,4,7,7.583693674932127,0,-1,,-58.88271846436056,0.9369867899817914,-743198.2673792606,-712664.0934436944,-30531.620539224685,-743195.4963101235,365,0.0009378790273331,True,2.475421405738005,2.8914112334059223,19.0,15.0,20.0
cdk8,23,29,7.180317406081034,0,-1,,-58.09248794876225,10.258237311422906,-755039.7427972857,-712664.0934436944,-42373.13022488818,-755036.6864905804,712,0.0018942285096272,True,2.4847561402442064,3.0471299408002865,20.0,29.0,23.0
cdk8,10,13,7.843551048435423,0,-1,,-57.893318186156726,-4.767886728491232,-748452.2944794443,-712664.0934436944,-35785.69054386514,-748449.4595667563,499,0.0019670347683131,True,2.501940182293641,2.9847212594357515,21.0,4.0,19.0
cdk8,13,19,7.871750862367691,0,-1,,-56.548114745332704,0.947417417858361,-743198.2063946276,-712664.0934436944,-30531.660792590672,-743195.6028828014,403,0.0012903783936053,True,2.492079752289797,2.992665649883492,22.0,16.0,18.0
cdk8,16,22,8.272124175801654,0,-1,,-56.29322809746919,1.6159788036357183,-744345.0937125778,-712664.0934436944,-31678.55916347209,-744342.4032130487,321,0.0014835116453468,True,2.4802445477962336,2.993735943353579,23.0,17.0,11.0
cdk8,30,31,8.204768480093946,0,-1,,-56.25767528930789,21.20301905605611,-746312.0742703897,-712664.0934436944,-33645.541262999686,-746307.4081866741,532,0.0017716656439006,True,2.471880545507646,3.1124556419281832,24.0,31.0,14.0
cdk8,31,14,8.449292252839834,0,-1,,-54.80689205032755,-0.826845948354575,-746313.30170166,-712664.0934436944,-33646.83160618559,-746310.7848832386,474,0.0019024279899895,True,2.499506793529902,3.1075282535257207,25.0,11.0,6.0
cdk8,18,24,7.001158778618507,0,-1,,-54.67308053165755,2.673942368171239,-742129.0635943073,-712664.0934436944,-29462.59930144948,-742126.508851162,621,0.0019996159244328,True,2.4949681807587387,3.016585022901271,26.0,23.0,25.0
cdk8,0,0,8.752163554216759,0,-1,,-53.85420923767496,2.4743180335553765,-749666.7003859617,-712664.0934436944,-37000.27160272403,-749664.1266152934,324,0.0019318019039928,True,2.476962384599757,3.088455707194353,27.0,22.0,1.5
cdk8,21,27,5.63631589112044,0,-1,,-50.98465522727563,8.4092943579539,-742238.551501888,-712664.0934436944,-29572.24715428955,-742235.8714338038,397,0.0019605320412665,True,2.50006860040338,3.0884255086883985,28.0,28.0,32.0
cdk8,26,17,8.04891893940587,0,-1,,-49.9138026300332,2.085095473738399,-741092.4059875285,-712664.0934436944,-28426.14807649374,-741090.0997209442,597,0.0019815503619611,True,2.4994816544057987,3.144949896678173,29.0,18.0,17.0
cdk8,27,4,6.8109461988521804,0,-1,,-43.90814953403505,7.919359492512424,-737077.9047664895,-712664.0934436944,-24411.90728522165,-737075.566087169,339,0.0019283727742731,True,2.4935744709369403,3.1624080852534977,30.0,27.0,26.0
cdk8,24,30,6.112873379436056,0,-1,,-43.64505857499798,-0.8055400797900147,-732931.8335375095,-712664.0934436944,-20265.84746494545,-732929.791781308,451,0.0018577148439362,True,2.4860277106437136,3.010888517235642,31.0,12.0,31.0
cdk8,28,1,6.5929120586764425,0,-1,,-41.57638458595002,176.59011582224676,-741092.0634240016,-712664.0934436944,-28426.16705763197,-741082.1292766554,505,0.0019532598089426,True,2.0082048078875685,3.121567893892263,32.0,32.0,29.0
