system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
cdk8,0,0,8.752163554216759,0,-1,,-53.85420923767496,2.4743180335553765,-749666.7003859617,-712664.0934436944,-37000.27160272403,-749664.1266152934,324,0.0019318019039928913,True,2.476962384599757,3.088455707194353
cdk8,1,3,7.5406804462332175,0,-1,,-59.39776988609915,7.720202392750809,-744729.9711388649,-712664.0934436944,-32063.301964085393,-744726.4866686157,776,0.0009771928889676929,True,2.451559604731817,3.0430796691135686
cdk8,2,5,8.574995477178579,0,-1,,-63.00924049607827,-1.5576256125831103,-748419.1405436642,-712664.0934436944,-35752.31476069675,-748416.3862678404,397,0.001945120980963111,True,2.4954904357187595,2.975757568415262
cdk8,3,6,7.1513694751996795,0,-1,,-62.24184203545608,10.33226028451289,-744730.0585554797,-712664.0934436944,-32063.26605005911,-744726.6195407384,414,0.0018544344929978251,True,2.48053205732293,2.998281238551152
cdk8,4,7,7.583693674932127,0,-1,,-58.88271846436056,0.9369867899817914,-743198.2673792606,-712664.0934436944,-30531.620539224685,-743195.4963101235,365,0.0009378790273331106,True,2.475421405738005,2.8914112334059223
cdk8,5,8,8.351790240782796,0,-1,,-62.52542753138738,0.8389797939640001,-751772.5188158953,-712664.0934436944,-39105.71401304367,-751769.682143288,349,0.0012628213735297322,True,2.4918462621436506,3.019910467807473
cdk8,6,9,8.752163554216759,0,-1,,-74.34706159421842,-12.010941262927382,-748419.5746385632,-712664.0934436944,-35752.25720113976,-748416.7035486314,548,0.0019354551332071424,True,2.4879192606691625,2.803974014265627
cdk8,7,10,8.272124175801654,0,-1,,-62.01752450647171,-3.1810342288685782,-747442.4171924479,-712664.0934436944,-34775.634414356005,-747439.5275285086,407,0.0019482255447655916,True,2.483875602904537,3.038181001857759
cdk8,8,11,6.785970978722894,0,-1,,-64.4292234142222,2.3981558437154176,-757144.7786215482,-712664.0934436944,-44477.891262293444,-757141.5092353956,398,0.001376746571622789,True,2.5045668413890256,2.936273774369004
cdk8,9,12,7.489214894359062,0,-1,,-60.99922862192656,3.0310175580472114,-745303.9349254218,-712664.0934436944,-32637.1963048188,-745300.9398474767,392,0.0019384624902158976,True,2.4648844535976924,2.892094789120728
cdk8,10,13,7.843551048435423,0,-1,,-57.893318186156726,-4.767886728491232,-748452.2944794443,-712664.0934436944,-35785.69054386514,-748449.4595667563,499,0.0019670347683131695,True,2.501940182293641,2.9847212594357515
cdk8,11,15,8.449292252839834,0,-1,,-63.48559270179974,-4.010843027492407,-747349.0909815843,-712664.0934436944,-34682.244542030094,-747346.3507880417,373,0.00198282185010612,True,2.4940854643642782,2.9978753466491583
