mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
30567,0,L3,P05622,7.8239,CC(C)c1cnn2c3nc(nc12)NCC1(CCCCc2ccccc2CN3)CCCNC1,0,-9.66494,9.66494,-447807.1054074549,-410857.08809956245,-36950.83813331648,18.928683951617536
35180,1,L3,P05622,6.0,Cc1c(C(=O)Oc2ccc(CN[C@@H](CO)C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,0,-10.21268,10.21268,-459789.4290551383,-410857.08809956245,-48933.91463463191,36.28990114186344
65602,2,L3,P05622,6.7258,CCN(CC)C(=O)CCOc1cccc(-c2cccc(COc3cc(OCc4ccc5nonc5c4)c(CN[C@H](CO)C(=O)O)cc3Cl)c2Cl)c1,0,-8.74168,8.74168,-497264.81605350267,-410857.08809956245,-86410.73239352931,69.28402284835227
82843,3,L3,P05622,6.8447,CC[C@H](CO)Nc3nc(NCc1ccccc1)c2ncn(C(C)C)c2n3,0,-7.94965,7.94965,-441991.1262220109,-410857.08809956245,-31135.26063264895,28.19175495254235
98621,4,L3,P05622,6.5272,COc1ccc2c(c1)CNc1nc(nc3c(C(C)C)cnn13)NCC1(CCCCCO2)CCNCC1,0,-8.00335,8.00335,-454043.5100901665,-410857.08809956245,-43187.61903318473,27.604457686373948
113810,5,L3,P05622,8.0,CNCC1(COc2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2OC)CC1,0,-7.70281,7.70281,-456992.5337860872,-410857.08809956245,-46137.51010394309,47.606596618325185
114084,6,L3,P05622,7.0362,CC(C)c1cnn2c3nc(nc12)N(CC1CCNCC1)CCCCCOc1ccc(C(F)(F)F)cc1CN3,0,-9.64623,9.64623,-460102.95563042245,-410857.08809956245,-49246.78645079318,21.190797071469127
123867,7,L3,P05622,8.1739,COc1cc2nccc(N[C@H](C)c3cccc(C(F)F)c3F)c2cc1O[C@H]1CCOC1,0,-7.36829,7.36829,-452377.6251013695,-410857.08809956245,-41523.67316749711,72.32169889993206
133204,8,L3,P05622,7.6198,Cc1c(C(=O)Oc2ccc(CN[C@H](CO)C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,0,-9.87538,9.87538,-459790.76930996677,-410857.08809956245,-48934.184829400714,11.613729954750447
141441,9,L3,P05622,6.1273,C[C@@H]1COCCN1c1cc(C2(S(=O)(=O)N(C)C)CC2)nc(-c2cccc3[nH]ccc23)n1,0,-8.41561,8.41561,-458557.73707683483,-410857.08809956245,-47704.240562741245,82.82392849234165
