mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
16609,0,L3,P56528,6.0,Cc1cc(C(=O)N[C@H]2CC[C@H](NCC(F)F)CC2)nc(-c2cn[nH]c2)n1,0,-6.50108,6.50108,-261644.15095588946,-227212.81913039234,-34430.74811807548,-13.460612915977412
20833,1,L3,P56528,9.0,Cc1cc(C(=O)N[C@@H]2CCCOC2)nc(-n2ccnc2)c1,0,-6.37199,6.37199,-253133.08260126587,-227212.81913039234,-25919.992628962507,-6.245762843622136
36530,2,L3,P56528,7.3979,Cc1cc(C(=O)N[C@H]2CC[C@H](NC(C)(C)C(F)(F)F)CC2)nc(-n2ccnc2)n1,0,-6.71224,6.71224,-266488.11466836865,-227212.81913039234,-39274.72988051003,-13.04437105703993
36737,3,L3,P56528,8.2596,CS(=O)(=O)N1CCC(NC(=O)c2cc(C(F)(F)F)cc(-n3ccnc3)n2)CC1,0,-6.94269,6.94269,-276703.40652880864,-227212.81913039234,-49489.58479887906,-23.120494583516898
39146,4,L3,P56528,7.3979,Cc1cc(C(=O)N[C@H]2CC[C@H](NCC(F)(F)F)CC2)nc(-c2cncn2C)n1,0,-6.73515,6.73515,-265417.45606419956,-227212.81913039234,-38204.02121878075,-14.198725818106446
40236,5,L3,P56528,7.2596,Cc1cc(C(=O)N[C@H]2CCCN(C)C2=O)nc(-n2ccnc2)c1,0,-6.63123,6.63123,-255679.60470743777,-227212.81913039234,-28465.90478562017,-20.31153279111709
61898,6,L3,P56528,7.3979,Cc1cc(C(=O)N[C@H]2CC[C@H](NCC(F)(F)F)CC2)nc(-n2ccnc2)n1,0,-6.86236,6.86236,-264346.2930387969,-227212.81913039234,-37133.45099748165,-0.5283384343096779
81023,7,L3,P56528,7.2596,Cc1cc(C(=O)N[C@@H]2CCCNC2=O)nc(-n2ccnc2)c1,0,-6.74648,6.74648,-254608.94506239283,-227212.81913039234,-27395.336994462024,-18.193331841158834
112975,8,L3,P56528,8.2596,Cc1cc(C(=O)NC2CCC(F)(F)CC2)nc(-n2ccnc2)c1,0,-6.61939,6.61939,-257560.99763445207,-227212.81913039234,-30347.398622463606,-17.98449684966123
146465,9,L3,P56528,8.2596,Cc1cc(C(=O)N[C@H]2CCS(=O)(=O)C2)nc(-n2ccnc2)c1,0,-6.56635,6.56635,-264948.6185242075,-227212.81913039234,-37735.07548899722,-16.693641678918848
