layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,P08922,1812,8.8539,-2,-10.84173,,-59.8144196816668,-48.27395758438635,-517959.95857776195,-476415.4512092189,-41541.91356981283,-517957.76717643026,450,0.0018519192235544324,True,2.7964349347895854,2.9042645859728515
L1,P08922,1814,6.0,-2,-7.82838,,-79.26666836126596,-54.52423355890024,-513643.74848647305,-476415.4512092189,-37224.85994918445,-513641.27271483134,359,0.0014561384450644255,True,2.8148708871553954,2.6059434740931895
L1,P08922,16940,8.7212,-2,-7.85232,,-68.36529464201827,-49.848755979273754,-543438.3791142495,-476415.4512092189,-67019.96330526723,-543435.2686924578,909,0.0019173846812918782,True,3.0190760632275717,2.730822027325523
L1,P08922,38653,8.699,-2,-9.5219,,-37.05610830135264,-29.870625052546973,-512321.2155074905,-476415.4512092189,-35904.157393328445,-512319.9569344293,407,0.0019648794550448656,True,3.105255689038763,2.998820980171687
L1,P08922,44625,6.067,-2,-8.48171,,-53.154098044798005,-35.22493530409776,-513068.68608632864,-476415.4512092189,-36650.92989726127,-513066.36340627656,716,0.001971965190023184,True,3.054261145290569,2.825387168426237
L1,P08922,52639,6.0,-2,-8.79407,,-117.46829586656744,-50.63094659026368,-522271.47929189645,-476415.4512092189,-45850.934175250506,-522268.35016118607,565,0.0019050209084525704,True,2.9768615675753973,2.4999371127103043
L1,P08922,62123,6.0,-2,-7.07653,,-54.04133511917736,-45.2185062443035,-511985.4562278382,-476415.4512092189,-35567.66156452982,-511983.94948671473,317,0.0019967674743384123,True,2.970515425917078,2.77892668466888
L1,P08922,62474,9.6091,-2,-10.42418,,-78.89609575379517,-24.26262218408551,-516891.0567461784,-476415.4512092189,-40472.184278439,-516887.57708025485,565,0.0019404345657676458,True,2.9280273184617363,2.727440879210106
L1,P08922,70772,6.699,-2,-7.05744,,-49.73802383177134,-30.586136481933796,-542464.8273745629,-476415.4512092189,-66047.21932049375,-542462.2590537941,1000,0.0053812614642083645,False,2.861297901239307,2.922031044745711
L1,P08922,100526,7.9208,-2,-8.91311,,-56.378996379556575,-24.76833750273451,-527562.768382953,-476415.4512092189,-51144.87234905808,-527559.7885385256,990,0.0016672133933752775,True,3.0453483901246052,2.7318446779867482
