system,mol_id,source_index,paff,formal_charge,pocket_charge,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
tnks2,0,0,6.26874109866682,0,-1,,-54.3181682235419,-47.61474850284674,-526793.0901689964,-507091.48809792736,-19699.246612359937,-526792.6611737866,359.0,0.0019796499982476,True,2.807078179516922,2.829021280443908
tnks2,1,1,7.285315270298037,0,-1,,-54.07325746811953,-31.240161781391468,-529908.1268795273,-507091.48809792736,-22814.29394322645,-529906.7189352509,288.0,0.0019736178219318,True,2.732586046799727,2.884739777410832
tnks2,2,2,8.06193967019358,0,-1,,-52.28713607766699,-32.32126680721991,-531070.0402463402,-507091.48809792736,-23976.28476359348,-531068.8347489428,185.0,0.0019728410989046,True,2.790670632869213,2.910229732196678
tnks2,3,3,8.445225852675451,0,-1,,-49.58916151408585,-32.239157884418034,-533769.5114521026,-507091.48809792736,-26675.87296460605,-533768.4478338865,183.0,0.0018262098310515,True,2.7569917700359494,2.894017597345252
tnks2,4,4,7.52424075107071,0,-1,,-65.79826297071551,-45.64038365427415,-534746.8715939748,-507091.48809792736,-27652.530213313014,-534745.6274054255,529.0,0.0015825160080567,True,2.702263542458269,2.800345414290498
tnks2,5,5,7.399279351108584,0,-1,,-66.85913218984223,-43.11631779146806,-537446.2391852755,-507091.48809792736,-30351.851800970355,-537444.8618177316,392.0,0.0019700850825756,True,2.7115920290186124,2.790643473508583
tnks2,6,6,7.922252252304658,0,-1,,-69.0182237506423,-48.388228892690414,-544552.2886822671,-507091.48809792736,-37457.807670890405,-544551.1164399581,383.0,0.0019989972934126,True,2.728031165535776,2.8013169966994638
tnks2,7,7,7.4102766702601635,0,-1,,-60.4474373989234,-28.264319711558795,-544551.8944971159,-507091.48809792736,-37457.78515021199,-544550.2058800214,524.0,0.0019833270926028,True,2.791429354904853,2.7646153310304764
tnks2,8,8,8.855474309837364,0,-1,,-62.38487278981841,-45.47110166424238,-533116.635028824,-507091.48809792736,-26022.44166676985,-533115.5761714255,386.0,0.0019985260441899,True,2.8030883437077665,2.793621228421044
tnks2,9,9,7.679170177828881,0,-1,,-64.34666182480561,-42.85967127005014,-534746.6705721971,-507091.48809792736,-27652.392138918724,-534745.4050361576,396.0,0.0019705342128872,True,2.709860937151824,2.789427312389875
