layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,Q06187,9210,8.2596,1,-10.63622,,-64.25160774435514,-45.60084583858998,-695100.9026728722,-646372.8546113443,-48725.261848111964,-695099.1445947265,659,0.0019705600570887327,True,3.0782703747369164,3.111701393226977
L2,Q06187,21421,9.0,1,-10.04717,,-79.1961389833271,-51.37981245369542,-690081.0178272986,-646372.8546113443,-43704.7289463279,-690075.3565044975,555,0.0019664179999381304,True,2.929408623013703,2.995883708717253
L2,Q06187,89453,9.0,1,-10.186,,-59.76604905823206,-43.08058177169816,-703456.4628759475,-646372.8546113443,-57081.016563421705,-703454.6067455932,356,0.0019950582645833492,True,2.799004154371857,2.801229571160967
L2,Q06187,108091,9.0,1,-10.58025,,-40.15753883026664,-11.088269022039727,-692674.7459471241,-646372.8546113443,-46300.14994007987,-692672.6426329385,359,0.0019726085010915995,True,2.878678525781188,2.939816564646482
L2,Q06187,114484,8.301,1,-11.20516,,-67.73930737808176,-37.28903856774486,-693563.0156645093,-646372.8546113443,-47187.22359877857,-693559.8792313362,550,0.0019242140697315335,True,3.039961606881586,3.213895939726477
L2,Q06187,118980,6.0,1,-10.94813,,-60.597352727143964,-31.772120639629694,-693700.8160735475,-646372.8546113443,-47325.33371228274,-693698.580164325,408,0.0019789249636232853,True,2.8982231626006048,2.920962153546051
L2,Q06187,133412,7.3851,1,-11.44346,,-64.97026899909498,-29.200987303309063,-699259.8383606907,-646372.8546113443,-52884.166371828964,-699257.6695650935,522,0.0019903844222426414,True,3.0086166570703337,3.016762324753418
L2,Q06187,133702,8.301,1,-10.01742,,-61.21276409532774,-30.00593978709092,-695101.575969389,-646372.8546113443,-48726.06692136161,-695098.708444039,600,0.00074927625246346,True,3.086937203227203,3.096770521381754
L2,Q06187,140872,8.2596,1,-11.36658,,-60.77240025458056,-10.89834190979784,-699251.7082836326,-646372.8546113443,-52876.218331588694,-699248.5889302859,1000,0.006712934467941523,False,2.8097699162610206,2.835786688721623
L2,Q06187,146414,7.5607,1,-12.34466,,-69.39473420563263,-38.46487903720946,-702731.6391814272,-646372.8546113443,-56355.77532959498,-702728.94767338,706,0.0019987483974546194,True,3.0761913236516083,3.0647386087745394
