mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
10104,0,L1,Q15059,6.3706,CCCc1nc(CC)[nH]c1-c1cc2c(=O)n(C)cc(-c3cc(C(C)(C)O)c(F)cc3Oc3c(C)cc(F)cc3C)c2o1,0,-8.03618,8.03618,-262680.5292735162,-209759.5564823927,-52919.82124160506,-26.55536274921472
18952,1,L1,Q15059,6.3645,CCc1nc(C(C)C)c(-c2cc3c(=O)n(C)cc(-c4cc(C(C)(C)O)ccc4Oc4c(C)cc(F)cc4C)c3o2)[nH]1,0,-9.10995,9.10995,-259977.63043720854,-209759.5564823927,-50217.80633909563,-6.17136511590712
25231,2,L1,Q15059,8.0,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2cc(-c3[nH]c(C4CC4)nc3C)oc12,0,-8.97813,8.97813,-258870.93923626564,-209759.5564823927,-49111.929034972636,12.59754142888002
48671,3,L1,Q15059,6.8633,CCc1nc(C(C)C)[nH]c1-c1cc2c(=O)n(C)cc(-c3cc(C(C)(C)O)c(F)cc3Oc3c(C)cc(F)cc3C)c2o1,0,-8.20062,8.20062,-262680.49896903883,-209759.5564823927,-52919.78797035195,-26.62377822292009
53300,4,L1,Q15059,6.8239,CCc1nc(C2CCCC2)[nH]c1-c1cc2c(=O)n(C)cc(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)c2o1,0,-8.24653,8.24653,-262086.32185205288,-209759.5564823927,-52325.78164554343,-22.685217046062984
57289,5,L1,Q15059,8.0,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2cc(-c3cnc(C4CCCC4)[nH]3)oc12,0,-9.52717,9.52717,-259944.07145205775,-209759.5564823927,-50184.73411031429,5.053503423814438
57291,6,L1,Q15059,8.0555,Cc1cc(F)cc(C)c1Oc1ccc(CO)cc1-c1cn(C)c(=O)c2cc(-c3cnc(C4CCCC4)[nH]3)oc12,0,-8.37665,8.37665,-257802.9237794608,-209759.5564823927,-48043.76960948137,9.277544649295542
110525,7,L1,Q15059,7.9208,CCc1nc(C)c(-c2cc3c(=O)n(C)cc(-c4cc(C(C)(C)O)c(F)cc4Oc4c(C)cc(F)cc4C)c3o2)[nH]1,0,-9.36683,9.36683,-260537.92367317004,-209759.5564823927,-50778.696001529104,7.582556068647039
128831,8,L1,Q15059,6.9136,CCc1nc(C(C)C)[nH]c1-c1cc2c(=O)n(C)cc(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)c2o1,0,-8.94937,8.94937,-259977.47931697802,-209759.5564823927,-50217.59438742264,-7.574171504379184
139243,9,L1,Q15059,7.3979,CCc1nc(C2CC2)[nH]c1-c1cc2c(=O)n(C)cc(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)c2o1,0,-9.16769,9.16769,-259941.8191667262,-209759.5564823927,-50182.43349214257,3.9389216511660723
