layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L3,P40879,14931,7.0605,1,-10.226,,-40.973101102051146,-19.042727470176207,-672419.0275614378,-630363.8205220955,-42053.43027751496,-672417.5635629742,279,0.0019851059187203646,True,3.146867869382686,3.111853338688622
L3,P40879,35122,6.4949,1,-10.14824,,-56.932126361028885,-27.221120565797246,-668089.6237541192,-630363.8205220955,-37723.33442136138,-668087.9073680672,351,0.0019235785584896803,True,2.8694572114404173,2.7411674330580724
L3,P40879,53728,6.6737,1,-9.73912,,-62.44536614989934,-25.881968751424242,-679525.1869602412,-630363.8205220955,-49158.65855077849,-679523.2015760011,361,0.0014101164415478706,True,2.800928428237693,2.73649015941784
L3,P40879,81480,6.0814,1,-9.01234,,-43.138454156818504,-30.984232679096078,-668089.1861517963,-630363.8205220955,-37723.494969277825,-668087.6991331652,384,0.0019055868033319712,True,3.1938057196191876,3.0562470647189497
L3,P40879,105680,6.0458,1,-10.44589,,-43.209420131937165,-13.508272237069326,-670788.790775913,-630363.8205220955,-40423.096516018675,-670787.001807959,534,0.0019237234955653548,True,3.161661663577579,3.189505039210222
L3,P40879,109901,7.6021,1,-10.30368,,-41.398769859216884,-16.77060261661317,-682224.4049479897,-630363.8205220955,-51858.78920532254,-682222.8593452685,374,0.0017685609636828303,True,3.132910216844556,3.126749962176428
L3,P40879,111688,6.2518,1,-9.43718,,-46.50122260327326,-18.459520770045803,-731675.6604906181,-630363.8205220955,-101309.8234846582,-731673.9708029906,816,0.0015658182092010975,True,3.0457935591433376,3.1862073533341833
L3,P40879,116771,6.5622,1,-9.96594,,-57.63380732506788,-28.949349729242734,-669719.4943436064,-630363.8205220955,-39353.17458308217,-669717.977760208,331,0.001962428679689765,True,2.9177105990628798,2.771719706177856
L3,P40879,121141,6.8539,1,-9.49679,,-56.67865055183167,-29.900514965754535,-731676.3658661614,-630363.8205220955,-101310.08752515506,-731674.8864703582,419,0.001366944401524961,True,2.8074250792624333,2.7283263878770385
L3,P40879,145984,7.1079,1,-9.40868,,-58.01734723823022,-30.327885178296405,-733306.2198171883,-630363.8205220955,-102939.88342479932,-733304.8514481283,289,0.001981000415980816,True,2.8216165095180634,2.7720566630884136
