mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
5828,0,L4,P43341,8.1549,CN(C)CC1CN(c2ccc(S(=O)(=O)N3CCN(c4cc(C(F)(F)F)cc(Cl)n4)CC3)cc2)C(=O)O1,0,-9.56637,9.56637,-405497.9079939924,-335099.2920713075,-70402.10617277831,80.48707921993383
40675,1,L4,P43341,8.0458,N[C@@H]1CC(=O)N(c2ccc(S(=O)(=O)N3CCN(c4cc(C(F)(F)[C@H]5CC[C@H](C(=O)NNC(=O)C6CCNCC6)CC5)cc(Cl)n4)CC3)cc2)C1,0,-10.23265,10.23265,-421010.29989621823,-335099.2920713075,-85913.52138600728,57.964095891878316
62829,2,L4,P43341,7.4815,O=C1CC2NCCC2N1c1ccc(S(=O)(=O)N2CCN(c3cc(C(F)(F)F)cc(Cl)n3)CC2)cc1,0,-8.48898,8.48898,-403419.2172197246,-335099.2920713075,-68321.05583264164,26.074197640646876
71794,3,L4,P43341,7.6021,NCCN(CCN)C(=O)[C@H]1CC[C@H](C(F)(F)c2cc(Cl)nc(N3CCN(S(=O)(=O)c4ccc(N5C[C@H](N)CC5=O)cc4)CC3)c2)CC1,0,-9.79868,9.79868,-416888.99547088577,-335099.2920713075,-81790.35621166893,15.054204440705744
115767,4,L4,P43341,7.4318,N[C@@H]1CC(=O)N(c2ccc(S(=O)(=O)N3CCN(c4cc(C(F)(F)C5CNC5)cc(Cl)n4)CC3)cc2)C1,0,-10.57686,10.57686,-403290.8955073808,-335099.2920713075,-68194.73671584176,72.25514796759595
120455,5,L4,P43341,8.5229,NCCN1CCN(C(=O)[C@H]2CC[C@H](C(F)(F)c3cc(Cl)nc(N4CCN(S(=O)(=O)c5ccc(N6C[C@H](N)CC6=O)cc5)CC4)c3)CC2)CC1,0,-9.53012,9.53012,-418995.17935881106,-335099.2920713075,-83897.92132401768,46.90599632267239
129151,6,L4,P43341,8.0969,NCC1CN(c2ccc(S(=O)(=O)N3CCN(c4cc(C(F)(F)c5ccccc5)cc(Cl)n4)CC3)cc2)C(=O)O1,0,-9.42146,9.42146,-406948.6448614217,-335099.2920713075,-71850.60479403513,28.8718963018127
131205,7,L4,P43341,6.8827,NC1CC(=O)N(c2ccc(S(=O)(=O)N3CCN(c4cc(C(F)(F)F)cc(Cl)n4)CC3)cc2)C1,0,-10.1357,10.1357,-401309.2540610902,-335099.2920713075,-66213.4334063142,80.0527669648653
132318,8,L4,P43341,8.3979,O=C1CC(N2C[C@@H](O)[C@@H](O)C2)CN1c1ccc(S(=O)(=O)N2CCN(c3cc(C(F)(F)F)cc(Cl)n3)CC2)cc1,0,-9.58128,9.58128,-409654.3444944622,-335099.2920713075,-74558.07591629344,69.7234081414289
138164,9,L4,P43341,6.9586,NCC1CN(c2ccc(S(=O)(=O)N3CCN(c4cc(C(F)(F)F)cc(Cl)n4)CC3)cc2F)C(=O)O1,0,-10.68914,10.68914,-406059.7381406213,-335099.2920713075,-70963.05333050773,60.12487146955694
