mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
474,0,L4,P24863,7.8539,Cc1c(Br)c(Br)c2CCCn3c(nc1c23)N1CCNCC1,0,-5.856,5.856,-295347.77369273396,-133432.1410704882,-161916.5195764037,20.453648782588647
2823,1,L4,P24863,8.1024,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCOCC1,0,-6.0031,6.0031,-299536.44503610703,-133432.1410704882,-166104.75583436113,10.420340744900187
12108,2,L4,P24863,7.3098,Brc1cc2c(nc(N3CCNCC3)n2C2CCOCC2)c(C2CC2)c1Br,0,-6.37896,6.37896,-301640.94546349946,-133432.1410704882,-168209.81317632055,23.263095754471475
25945,3,L4,P24863,7.4437,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCCC1,0,-5.90989,5.90989,-297488.06417554076,-133432.1410704882,-164056.95287286388,23.74700986754906
41173,4,L4,P24863,7.9586,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2[C@H]1CC[C@H](O)CC1,0,-6.06255,6.06255,-300607.1767011766,-133432.1410704882,-167175.89152206434,19.737324012191472
52297,5,L4,P24863,7.699,N[C@@H]1CCN(c2nc3c(C(F)F)c(Br)c(Br)cc3n2C2CCOCC2)C1,0,-6.37785,6.37785,-304940.87625212315,-133432.1410704882,-171509.05385089372,7.348687683837856
69432,6,L4,P24863,7.041,Clc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCOCC1,0,-5.86887,5.86887,-310974.0080046872,-133432.1410704882,-177542.2230429228,8.21206225786886
99633,7,L4,P24863,7.4559,NC1CCN(c2nc3c(C(F)F)c(Br)c(Br)cc3n2C2CCOCC2)CC1,0,-6.43795,6.43795,-306011.46778661176,-133432.1410704882,-172579.8597071754,12.291065644444545
108418,8,L4,P24863,6.7799,Brc1cc2nc(N3CCNCC3)n(C3CCOCC3)c2cc1Br,0,-5.50289,5.50289,-298465.7261828484,-133432.1410704882,-165034.4281262419,19.440361940950115
134993,9,L4,P24863,6.0,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CC2(COC2)C1,0,-6.20018,6.20018,-300571.44037776865,-133432.1410704882,-167139.57894568882,6.448614891335397
