mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
9611,0,L2,P56817,9.2411,[2H]C([2H])([2H])OC[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3cnc(OCC#C)cn3)cnc1F)N=C(N)S2,0,-7.19692,7.19692,-376980.5328027665,-326206.3216252938,-50775.09853728362,20.463003363535915
13349,1,L2,P56817,8.5884,COC[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3cnc(OCC4CC4(F)F)cn3)cc(F)c1F)N=C(N)S2,0,-6.58714,6.58714,-385752.40329631546,-326206.3216252938,-59548.04945472401,45.37817018864976
17219,2,L2,P56817,8.8182,C[C@]1(c2cc(Cc3nccc4cc(Cl)cnc34)cc(F)c2F)N=C(N)S[C@@]2(CO)C[C@H]21,0,-8.52076,8.52076,-386152.4398196664,-326206.3216252938,-59947.558555289805,33.215511825294186
37944,3,L2,P56817,8.8097,C#CCOc1cnc2c(Nc3cnc(F)c([C@@]4(C)N=C(N)S[C@@]5([C@H](OC)C(F)(F)F)C[C@H]54)c3)nccc2n1,0,-7.76043,7.76043,-387693.4553253763,-326206.3216252938,-61486.86185669188,-6.268857511478992
46757,4,L2,P56817,6.1586,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc(F)cc1,0,-7.11613,7.11613,-363128.0682183791,-326206.3216252938,-36922.664812888135,21.174651682481194
66568,5,L2,P56817,8.7959,C#CCOc1cnc2c(Nc3cnc(F)c([C@@]4(C)N=C(N)S[C@@]5([C@@H](OC)C(F)(F)F)C[C@H]54)c3)nccc2n1,0,-7.80559,7.80559,-387692.8239948863,-326206.3216252938,-61486.82908546219,7.534246940195122
67242,6,L2,P56817,8.7959,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cnc2F)N=C(N)S[C@@]2(C(F)F)C[C@@H]12,0,-7.10476,7.10476,-386146.8623006357,-326206.3216252938,-59941.25440291881,16.45894892509358
84180,7,L2,P56817,7.4559,COc1cnc2c(Nc3cc(F)c(F)c([C@@]4(C)N=C(N)S[C@H]5C[C@H]54)c3)ncnc2c1,0,-8.12731,8.12731,-374516.6981595072,-326206.3216252938,-48312.058171662626,38.779480832316686
97357,8,L2,P56817,8.109,COC[C@]12C[C@H]1[C@@](C)(c1cc(Nc3nccc4nc(OCc5nc(C)no5)cnc34)cc(F)c1F)N=C(N)S2,0,-8.66879,8.66879,-386881.47716636665,-326206.3216252938,-60675.93263765535,17.920272910176703
107160,9,L2,P56817,7.9788,C#CCOc1cnc2c(Nc3ccc(F)c([C@@]4(CF)N=C(N)S[C@@]5(CO)C[C@H]54)c3)nccc2c1,0,-8.05621,8.05621,-379272.52711096284,-326206.3216252938,-53067.14040393666,21.559727428581876
