mol_id,paff,smiles,formal_charge,n_atoms
112,8.6021,CC1(C)Cc2cc(-c3ccc4c(c3)OCCO4)ccc2C1NC(=O)O[C@@H]1CN2CCC1CC2,0,65
24305,8.7212,COc1cc(OC)cc(-c2ccc3c(c2)CC(C)(C)C3NC(=O)O[C@H]2CN3CCC2CC3)c1,0,67
30752,6.9031,Cn1c2c(c3c(-c4cn[nH]c4)cc(Cl)c(Cl)c31)CN(C(=O)CO)CC2,0,41
47527,8.585,CCOc1ccc(-c2cc3c(cc2OC)C(NC(=O)O[C@H]2CN4CCC2CC4)C(C)(C)C3)cc1F,0,70
84736,9.0,CC1(C)Cc2cc(-c3cccc4ccncc34)ccc2C1NC(=O)O[C@H]1CN2CCC1CC2,0,64
84780,8.699,CCOc1ccc(-c2ccc3c(c2)CC(C)(C)C3NC(=O)O[C@H]2CN3CCC2CC3)cc1,0,66
100492,8.7959,CCc1cccc(-c2ccc3c(c2)CC(CC)(CC)C3NC(=O)O[C@H]2CN3CCC2CC3)c1,0,71
113723,8.6383,CC1(C)Cc2cc(-c3cccc(F)c3F)ccc2C1NC(=O)O[C@H]1CN2CCC1CC2,0,59
118056,7.4855,C[C@H]1CN(C(=O)CO)Cc2c1[nH]c1c(F)c(Cl)cc(-c3ccn(C)n3)c21,0,44
142820,7.7721,Cc1ccc(-c2ccc3c(c2)C(NC(=O)O[C@H]2CN4CCC2CC4)C(C)(C)C3)cc1,0,62
