mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
474,0,L1,P49759,8.2757,Cc1c(Br)c(Br)c2CCCn3c(nc1c23)N1CCNCC1,0,-7.81364,7.81364,-386312.6074100569,-224396.61276317545,-161916.49943611346,11.640716228579404
1812,1,L1,P49759,9.0,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC,0,-10.6521,10.6521,-265987.2224477874,-224396.61276317545,-41589.17532181334,-33.07719192412062
1813,2,L1,P49759,6.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(nn3-c3ccc4ncccc4c3)C(C)(C)C)c(F)c2)ccn1,0,-8.39625,8.39625,-275283.326353564,-224396.61276317545,-50887.991091509466,29.459875702888052
1814,3,L1,P49759,6.0,O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,0,-7.68443,7.68443,-261664.27065791405,-224396.61276317545,-37267.35535974146,-6.9766227720542755
4296,4,L1,P49759,7.585,NC(=O)c1c(O)cc(O)c2c1oc1cc(O)ccc12,0,-8.61601,8.61601,-249765.8450441192,-224396.61276317545,-25370.266335163844,23.845856802010896
60031,5,L1,P49759,7.4559,O=C1NC(Nc2ccccc2)=NC1=Cc1ccc2c(c1)OCO2,0,-8.05404,8.05404,-252866.99680517562,-224396.61276317545,-28469.464709824137,-21.200303617533358
94228,6,L1,P49759,6.8239,CCOC(=O)c1c(C(C=N)C#N)c2ccc(Cl)c(Cl)c2n1C,0,-5.94075,5.94075,-273790.11952962156,-224396.61276317545,-49394.320135422226,18.756734177668783
114565,7,L1,P49759,7.585,CCN\1c2cc(ccc2S/C1=C\C(=O)C)OC,0,-6.29348,6.29348,-254555.14947485947,-224396.61276317545,-30158.567756614644,0.7159131075406843
135630,8,L1,P49759,9.1739,CN1CCN(CC1)C(=O)C(C)(C)c1ccc(cc1)C(=O)Nc1cn2cc(ccc2n1)-c1ccncc1,0,-8.05932,8.05932,-266984.61749332794,-224396.61276317545,-42587.97514544663,-0.6822395245099034
142923,9,L1,P49759,6.6216,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,0,-9.50539,9.50539,-270084.69798649906,-224396.61276317545,-45688.57415077697,11.274934923990134
