layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L3,Q62645,2221,7.0915,-1,-5.838,,-148.01415608680813,-13.400460664583754,-426633.56968917703,-389801.3581206443,-36825.793067238934,-426630.4837608726,422,0.0019446990918368101,True,2.7736626896753633,2.5688148841661786
L3,Q62645,24323,6.8861,-1,-4.82132,,-49.16877615112576,-30.844675882824834,-397539.5721599033,-389801.3581206443,-7736.081879324549,-397538.9934434864,358,0.001650569960474968,True,2.8938374327829277,2.963166445553322
L3,Q62645,38593,6.0,-1,-5.90623,,-38.798869886050056,-24.256029175440236,-456909.6662096477,-389801.3581206443,-67106.62561076523,-456908.3758311905,448,0.001989862183108926,True,3.1575948004784173,3.3073200410259638
L3,Q62645,43699,7.7959,-1,-5.80545,,-53.71916014105383,-25.281280014352703,-564604.4067161467,-389801.3581206443,-174800.7191122423,-564603.1188440371,534,0.0016634513158351183,True,2.7584582422787816,2.6968426560038794
L3,Q62645,53381,6.7696,-1,-6.17152,,-59.464735166689856,-15.114979077391766,-400655.08445175295,-389801.3581206443,-10851.147696134178,-400653.6604968506,139,0.0017972977366298437,True,2.8053761844819123,2.942718236026874
L3,Q62645,68311,6.5186,-1,-6.52061,,-161.93103019886954,-38.970108375105895,-428674.33790614246,-389801.3581206443,-38865.95779142465,-428671.6996532704,323,0.0018270242726430297,True,2.8484124460447564,2.5564714190895708
L3,Q62645,69000,6.0088,-1,-6.66977,,-85.72759889604133,-36.19106766471965,-427194.63117620524,-389801.3581206443,-37389.55555502602,-427192.3591878664,333,0.0007978141657076776,True,2.7435720436330744,2.8223876352058
L3,Q62645,103070,6.699,-1,-6.1782,,-95.3888867054536,-19.039580386136482,-433663.8405244031,-389801.3581206443,-43858.34595013219,-433660.6076159477,486,0.0017303189961239696,True,2.798490956764288,2.7890337943076995
L3,Q62645,108874,6.9208,-1,-5.85714,,-47.86569489985016,-25.84835657906303,-495618.44711773,-389801.3581206443,-105815.01334410245,-495617.2771024723,409,0.001943119685165584,True,2.7850483132310933,2.5858029879332753
L3,Q62645,134390,7.5086,-1,-6.5295,,-59.10608334209161,0.5191682610446985,-421483.8083092251,-389801.3581206443,-31679.887106221413,-421480.1455954826,702,0.0018649756675586104,True,2.8467097530745487,2.7369439084238127
