mol_id,paff,smiles,formal_charge,n_atoms
2221,7.0915,CCc1ccccc1-c1ccc(C(=O)NC[C@@H](N)C(=O)O)s1,0,40
24323,6.8861,NCC(=O)O,0,10
38593,6.0,Cc1sc2ncn(CC(=O)N3CC(C)(F)C3)c(=O)c2c1-c1ccc(Cl)c(Cl)c1,0,44
43699,7.7959,N[C@H](CNC(=O)c1cc(Br)c(-c2ccccc2Br)s1)C(=O)O,0,34
53381,6.7696,N[C@H](CO)C(=O)O,0,14
68311,6.5186,N[C@H](CNC(=O)c1ccc(-c2cccc3ccccc23)s1)C(=O)O,0,40
69000,6.0088,N[C@H](CNC(=O)c1ccc(-c2ccccc2F)s1)C(=O)O,0,34
103070,6.699,N[C@H](CNC(=O)c1ccc(-c2ccccc2C(F)(F)F)s1)C(=O)O,0,37
108874,6.9208,Cc1cc(C(=O)NC[C@@H](N)C(=O)O)sc1-c1ccccc1Br,0,37
134390,7.5086,CCc1ccccc1-c1cccc2[nH]c(C(=O)NC[C@@H](N)C(=O)O)cc12,0,47
