mol_id,ligand_pdb,pose_index,label,ligunity_rank,ligunity_score,formal_charge,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol,error
1001,4j28,1,1,1,0.72509765625,1,-464334.6844527851,-443058.8352470052,-21276.52011550867,15.471545890272472,
1002,4j28,2,1,1,0.72509765625,1,-464334.7171802949,-443058.8352470052,-21276.670886947744,18.193703567553825,
1003,4j28,3,1,1,0.72509765625,1,-464335.93757171783,-443058.8352470052,-21276.516997649294,-13.497962740239926,
1004,4j28,4,1,1,0.72509765625,1,-464332.6650153231,-443058.8352470052,-21276.787115707033,68.19805091959753,
1005,4j28,5,1,1,0.72509765625,1,-464325.55303254526,-443058.8352470052,-21276.764903440107,231.69204289444616,
1006,4j28,6,1,1,0.72509765625,1,-464336.692794932,-443058.8352470052,-21276.736936225527,-25.84191973618039,
1007,4j28,7,1,1,0.72509765625,1,-464334.45239026705,-443058.8352470052,-21276.422525539023,18.572556525175226,
1008,4j28,8,1,1,0.72509765625,1,-464337.4118417929,-443058.8352470052,-21276.419301523798,-49.748364497071165,
1009,4j28,9,1,1,0.72509765625,1,-464323.5639177391,-443058.8352470052,-21276.733086123102,276.8283952621346,
1010,4j28,10,1,1,0.72509765625,1,-464337.1604934018,-443058.8352470052,-21276.73336274826,-36.70970901315054,
1011,4j28,11,1,1,0.72509765625,1,-464334.57029583905,-443058.8352470052,-21276.76927269898,23.849768909946,
1012,4j28,12,1,1,0.72509765625,1,-464333.9538870881,-443058.8352470052,-21276.732740356558,37.22203656436991,
1013,4j28,13,1,1,0.72509765625,1,-464329.4513979982,-443058.8352470052,-21276.732641293638,141.04961713382855,
1014,4j28,14,1,1,0.72509765625,1,-464337.8582839649,-443058.8352470052,-21276.74109776222,-52.622768009986984,
1015,4j28,15,1,1,0.72509765625,1,-464335.2290990487,-443058.8352470052,-21276.734406365973,7.853369242555095,
1016,4j28,16,1,1,0.72509765625,1,-464336.3877886217,-443058.8352470052,-21276.522216810816,-23.759854462305697,
1017,4j28,17,1,1,0.72509765625,1,-464335.9196804891,-443058.8352470052,-21276.733550979723,-8.091542770296119,
1018,4j28,18,1,1,0.72509765625,1,-464332.97946224915,-443058.8352470052,-21276.668761982553,58.21743081673349,
1019,4j28,19,1,1,0.72509765625,1,-464334.94065306924,-443058.8352470052,-21276.735833599192,14.538004328661716,
1020,4j28,20,1,1,0.72509765625,1,-464335.82291084336,-443058.8352470052,-21276.672350360983,-7.271301521605129,
1021,4j28,21,1,1,0.72509765625,1,-464332.38309308694,-443058.8352470052,-21276.54089440309,69.02133397418613,
1022,4j28,22,1,1,0.72509765625,1,-464331.1402215493,-443058.8352470052,-21276.594892933004,98.92786819689786,
1023,4j28,23,1,1,0.72509765625,1,-464336.8083215042,-443058.8352470052,-21276.73322726689,-28.591556398589898,
1024,4j28,24,1,1,0.72509765625,1,-464326.1429221909,-443058.8352470052,-21276.669714047544,215.89374496633297,
1025,4j28,25,1,1,0.72509765625,1,-464334.92801739083,-443058.8352470052,-21276.762541248434,15.445283017612333,
1026,4j28,26,1,1,0.72509765625,1,-464336.617730422,-443058.8352470052,-21276.537087394827,-28.719514532408404,
1027,4j28,27,1,1,0.72509765625,1,-464322.1367396996,-443058.8352470052,-21276.768561853987,310.55799249388593,
1028,4j28,28,1,1,0.72509765625,1,-464339.05519364617,-443058.8352470052,-21276.585033549898,-83.82308719637138,
1029,4j28,29,1,1,0.72509765625,1,-464316.7243719825,-443058.8352470052,-21276.535907282465,430.00501523571876,
1030,4j28,30,1,1,0.72509765625,1,-464311.0442049782,-443058.8352470052,-21276.540122165316,561.089975631663,
