layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,P31153,17983,7.7696,4,-7.73435,,-55.53714028535261,-18.582300915487114,-1047324.7145464937,-1004825.7450126486,-42496.56121550446,-1047320.7743258665,505,0.0018619155744090676,True,2.8164719628125434,2.6868288449895408
L2,P31153,23451,6.9066,4,-10.90777,,-66.0300417258738,-55.29871739608965,-1045448.3342413385,-1004825.7450126486,-40619.72589507741,-1045447.3276048475,240,0.0019205595599487424,True,2.5904484944860156,2.6439417845670485
L2,P31153,23669,7.7959,4,-6.59331,,-47.701881660880616,-22.780404476186945,-1041986.3162590518,-1004825.7450126486,-37158.50269703428,-1041984.2927178933,800,0.001238661934621632,True,3.0887649132805275,3.020813582912017
L2,P31153,34605,6.0,4,-9.19149,,-56.031820324342746,-12.47056449989989,-1055056.4145705686,-1004825.7450126486,-50228.239788222556,-1055053.5498113427,447,0.0018648590194061399,True,2.4515467243168274,2.686266094431048
L2,P31153,41758,8.0022,4,-6.65069,,-40.2013124510055,-22.144707044813863,-1046776.8948037891,-1004825.7450126486,-41949.406497236676,-1046775.0194917724,432,0.0019390946254134178,True,2.896993517620707,2.9832371955694224
L2,P31153,87187,9.1079,4,-10.35707,,-81.05083113538309,-33.33171295305663,-1045147.905782912,-1004825.7450126486,-40318.64607357317,-1045145.3907923383,387,0.0015558034647256136,True,2.3876266683951464,2.601098785676654
L2,P31153,92789,7.0506,4,-8.81308,,-59.40632069168924,-45.29541751066939,-1056093.5287533945,-1004825.7450126486,-51265.20763886276,-1056090.7974117612,313,0.0018553112167865038,True,2.8131249713101796,2.780585359249393
L2,P31153,116220,7.8861,4,-9.89299,,-68.37216433907562,-30.56249551285454,-1067165.8441547276,-1004825.7450126486,-62337.13424441737,-1067163.2334142015,567,0.0019732292275875807,True,2.643455820587838,2.642841367217537
L2,P31153,116245,7.7696,4,-9.95266,,-68.21442082563433,-44.788172643229856,-1053388.2946840092,-1004825.7450126486,-48559.59161410505,-1053385.2631838173,257,0.0019517814507707953,True,2.425237022179516,2.7385097445423834
L2,P31153,135356,7.757,4,-9.05678,,-67.48981481673528,-41.51251726996586,-1042053.2357002009,-1004825.7450126486,-37224.564052187285,-1042050.7013332524,665,0.0017062753904610872,True,2.725473147012892,2.71627276828964
