mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,gas_bound_ev,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet2_score_rank
32975,L3:P51684:32975,0,65,0,7.3468,CC(C)c1ccc([C@](O)(c2cccc(-c3noc(C(C)(C)O)n3)c2)C2(C)CN(C)C2)cc1,-9.77271,9.77271,68.74219766689819,-38136.311370497366,-38136.6116220281,-38136.82496399745,6.923964785632976,4.919782688621865,80.58594514115303,475,146,14,0.001983020221814513,True,,5.0
47306,L3:P51684:47306,0,64,1,8.5086,Cc1cn(nc1[C@@H](C2(CCCC2)C)NC3=C(C(=O)C3=O)Nc4ccnc(c4O)C(=O)N(C)C)C,-8.10608,8.10608,18.45614743587941,-42533.24842146642,-42534.16054332969,-42534.37578135942,21.034029855331518,4.9635068794786,44.45368417068953,475,244,14,0.0018903221935033798,True,,1.0
76144,L3:P51684:76144,0,54,2,7.0969,C[C@@H]1CCC[C@H](C)[C@@H]1Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O,-7.9131,7.9131,75.13111052551791,-35335.76329762451,-35336.81206739754,-35337.13361373129,24.185205514381494,7.415034609141915,106.73135064904132,516,224,11,0.0018414822407066822,True,,10.0
84621,L3:P51684:84621,0,51,3,8.0605,C[C@H]1CCCC[C@H]1Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O,-8.19998,8.19998,66.09095950989474,-34265.42583595011,-34266.39802103796,-34266.81736389766,22.419120718547852,9.670276073519643,98.18035630196225,529,212,10,0.001685107359662652,True,,9.0
87993,L3:P51684:87993,0,48,4,6.301,CN(C)C(=O)c1nccc(Nc2c(NC3CCCCC3)c(=O)c2=O)c1O,-8.16752,8.16752,57.34692526516546,-33194.57334773615,-33195.42802745043,-33196.106662809085,19.709382430948086,15.64970314787355,92.7060108439871,388,290,9,0.0017672809772193432,True,,8.0
107869,L3:P51684:107869,0,52,5,6.8539,C[C@H]1OCCC[C@@]1(C)Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O,-7.67999,7.67999,51.77452874596233,-36313.16570244399,-36314.17454175452,-36314.624469748174,23.264387173775486,10.37558601806593,85.41450193780375,429,160,11,0.0018209898844361305,True,,6.0
108629,L3:P51684:108629,0,57,6,6.5686,CC[C@H](c1cc(co1)C(C)C)NC2=C(C(=O)C2=O)Nc3ccnc(c3O)C(=O)N(C)C,-8.09111,8.09111,58.98736723295689,-39458.75460813468,-39459.835826869356,-39460.076624396155,24.933496346325462,5.552922884259806,89.47378646354215,526,265,15,0.0019890544936060905,True,,7.0
114389,L3:P51684:114389,0,52,7,7.3768,C[C@@H]1OCCC[C@]1(C)Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O,-8.24303,8.24303,42.59370465700693,-36313.350829106246,-36314.30455851702,-36314.47252382629,21.99352269458067,3.8733720483609817,68.46059939994858,433,300,11,0.0018958692671731114,True,,2.0
127076,L3:P51684:127076,0,51,8,7.9208,C[C@@H]1CCCC[C@@H]1Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O,-8.29311,8.29311,48.48473901117745,-34265.54304398391,-34266.39234266881,-34266.55609156199,19.585292945651506,3.776139183412218,71.84617114024117,321,200,10,0.001655918313190341,True,,3.0
135852,L3:P51684:135852,0,54,9,6.9586,C[C@H]1CCCC[C@@]1(C)Nc1c(Nc2ccnc(C(=O)N(C)C)c2O)c(=O)c1=O,-8.10837,8.10837,51.16439391240893,-35335.868614799896,-35336.75876673734,-35337.12657799848,20.527391329882352,8.481929180277035,80.17371442256832,386,217,11,0.0019729873165488243,True,,4.0
