mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
1874,0,L1,Q06124,6.0269,O=C(COc1ccc(-c2oc3cc(O)c(C(=O)O)cc3c2C#Cc2cccc(O)c2)cc1)NC1CC1,0,-8.88849,8.88849,-367039.21429562144,-321815.3142195114,-45224.17917199605,6.436104028905046
26663,1,L1,Q06124,7.6383,CC1(CCN(CC1)c2cnc(c(n2)N)Sc3cccc(c3Cl)Cl)CN,0,-8.1355,8.1355,-383139.30574863136,-321815.3142195114,-61323.47507688025,-11.909671576060603
32578,2,L1,Q06124,8.0088,Cc1nc2c(-c3cccc(Cl)c3F)n[nH]c2nc1N1CCC2(CC1)CO[C@@H](C)[C@H]2N,0,-9.49966,9.49966,-370233.6865629671,-321815.3142195114,-48419.752222049225,31.820756307019256
39617,3,L1,Q06124,7.585,CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,0,-8.76813,8.76813,-374385.8731566944,-321815.3142195114,-52570.0316265265,-12.160072615814485
53896,4,L1,Q06124,7.1367,CC1(N)CCN(CC1)c1cnc(c(N)n1)-c1cccc(Cl)c1Cl,0,-9.56398,9.56398,-371231.5604441196,-321815.3142195114,-49416.96023526241,16.465476842732865
82531,5,L1,Q06124,7.1487,OS(=O)(=O)c1ccc(N\N=C2\C(=O)N(N=C2c2ccc(cc2)[N+]([O-])=O)c2ccc(cc2)[N+]([O-])=O)cc1 |c:14|,0,-8.93781,8.93781,-379996.3546446411,-321815.3142195114,-58181.70869759328,15.410729110340904
95742,6,L1,Q06124,8.0315,CC1(N)CCN(c2cnc(Sc3ccnc(N)c3Cl)cn2)CC1,0,-7.32483,7.32483,-369998.21292866155,-321815.3142195114,-48182.82387474217,-1.725722444520341
118200,7,L1,Q06124,6.0,OC(=O)c1cccc(N\N=C2/C(=O)Nc3ccc(cc23)S(=O)(=O)NCc2ccc(F)cc2)c1,0,-9.90259,9.90259,-374682.1028882322,-321815.3142195114,-52866.50588249863,-6.521205202301189
125082,8,L1,Q06124,6.0209,NCC1CCCC12CCN(c1nc3nc(Sc4cccnc4C(F)(F)F)cnc3[nH]1)CC2,0,-7.27555,7.27555,-373427.648085383,-321815.3142195114,-51612.975398901675,14.794103125095823
129145,9,L1,Q06124,6.1675,c1cc(cc(c1)Cl)C#Cc2c3cc(c(cc3oc2c4ccc(cc4)OCC(=O)NC5CC5)O)C(=O)O,0,-8.7994,8.7994,-377498.8601278697,-321815.3142195114,-55683.94702465283,9.249961495688362
