mol_id,ligand_pdb,pose_index,label,ligunity_rank,ligunity_score,formal_charge,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol,error,aimnet_interaction_rank
16061,3gbb,61,0,16,0.2158203125,-1,-664339.9014743536,-638893.3284401357,-25432.782063037757,-318.0273505310693,,1
17051,1vso,51,0,17,0.2158203125,0,-677193.6151625476,-638893.3284401357,-38289.511216297426,-248.4890741512096,,2
9037,3arv,37,0,9,0.357421875,0,-669573.1071923162,-638893.3284401357,-30671.967483830394,-180.1321274057512,,3
20033,3f3c,33,0,20,0.2083740234375,0,-656702.7636822417,-638893.3284401357,-17802.60811459863,-157.4373004287968,,4
4081,1h22,81,1,4,0.58251953125,2,-678720.6808902449,-638893.3284401357,-39820.95342184596,-147.56509733402024,,5
18019,4mme,19,0,18,0.2083740234375,0,-673283.984962551,-638893.3284401357,-34384.706863464395,-137.20239481427217,,6
19058,3f3e,58,0,19,0.2083740234375,0,-650918.0372885794,-638893.3284401357,-12019.40549892849,-122.29814515791463,,7
6037,3arp,37,0,6,0.357421875,0,-676596.433649896,-638893.3284401357,-37697.81239776405,-122.05514419688184,,8
15030,4dld,30,0,15,0.2158203125,-1,-679339.2769723003,-638893.3284401357,-40440.72247132105,-120.51582604748543,,9
7087,3ary,87,0,7,0.357421875,0,-668853.5849964791,-638893.3284401357,-29955.49049573229,-109.90796868620198,,10
5081,1gpk,81,1,5,0.58251953125,1,-659795.7874813711,-638893.3284401357,-20898.690432987387,-86.90617075785796,,11
13047,3b65,47,0,13,0.283447265625,0,-676523.5298628464,-638893.3284401357,-37626.5529775311,-84.13514457085459,,12
1100,1gpn,100,1,1,0.58251953125,1,-660866.8646646121,-638893.3284401357,-21970.587560252305,-67.99781237643894,,13
8081,3aru,81,0,8,0.357421875,0,-664789.8236004626,-638893.3284401357,-25893.695903475134,-64.55239652133707,,14
10008,3arq,8,0,10,0.357421875,1,-686251.7359218387,-638893.3284401357,-47355.808978837376,-59.92289962015976,,15
2033,1e66,33,1,2,0.58251953125,0,-673387.7318371226,-638893.3284401357,-34494.12952494828,-6.315639245868332,,16
11085,1z95,85,0,11,0.283447265625,0,-690684.5496477945,-638893.3284401357,-51791.03027934303,-4.402911557093943,,17
12093,3b68,93,0,12,0.283447265625,0,-683816.2012245281,-638893.3284401357,-44924.269030268755,32.19819481401137,,18
14050,3b5r,50,0,14,0.283447265625,0,-690307.4203957936,-638893.3284401357,-51416.03565229976,44.82270937710807,,19
3086,1h23,86,1,3,0.58251953125,2,-680854.5705342902,-638893.3284401357,-41963.53076970903,52.77811209475377,,20
