mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
107,0,L4,O75747,7.0,CC(Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,0,-7.71835,7.71835,-298519.5258338356,-251894.31702948094,-46625.68937335914,11.082184513923314
31150,1,L4,O75747,7.0,CNc4ncc(C(F)(F)F)c(N[C@@H](C)c2cc1cccc(Cl)c1c(=O)n2c3ccccc3)n4,0,-7.40832,7.40832,-306255.3857432964,-251894.31702948094,-54361.28187349497,4.915578984516994
31847,2,L4,O75747,6.0,Cc1ccccc1-n1c(Cn2nc(-c3cnn(CCO)c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,0,-8.33365,8.33365,-297396.7747379992,-251894.31702948094,-45504.23199645636,40.91605186193657
46977,3,L4,O75747,7.0,Cc1cccc2cc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(C3CC3)c(=O)c12,0,-9.90476,9.90476,-293937.69010933733,-251894.31702948094,-42044.16494517524,18.26084806066228
51496,4,L4,O75747,7.0,Cc1cccnc1-n1c(Cn2nc(-c3ccc(Cl)c(O)c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,0,-9.71034,9.71034,-308365.71672004537,-251894.31702948094,-56473.237970406895,42.39174023321639
79072,5,L4,O75747,7.0,Cc1cccc2cc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(C3CCCC3)c(=O)c12,0,-10.31406,10.31406,-296080.96580965735,-251894.31702948094,-44187.688234248104,23.970380337891456
83896,6,L4,O75747,7.0,Cc1cccc2cc([C@H](C)Nc3ncnc4[nH]nc(C(N)=O)c34)n(-c3ccccc3)c(=O)c12,0,-7.90709,7.90709,-291675.8353609819,-251894.31702948094,-39781.6181723801,2.3023853694083516
119464,7,L4,O75747,7.0,Cc1ccccc1-n1c(Cn2nc(-c3ccc4cc[nH]c4c3)c3c(N)ncnc32)cc2cccc(C)c2c1=O,0,-9.89723,9.89723,-296956.27382410393,-251894.31702948094,-45062.76236331797,18.576855421291995
124841,8,L4,O75747,7.0,C[C@H](Nc1ncnc2ccsc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,0,-7.3598,7.3598,-307412.2301882442,-251894.31702948094,-55518.50867702423,13.732977341075165
143865,9,L4,O75747,7.0,[2H]c1nc2c(N[C@@H](C)c3cc4cccc(Cl)c4c(=O)n3-c3ccccc3)ncnc2[nH]1,0,-7.24095,7.24095,-298519.7995135393,-251894.31702948094,-46625.98837946364,11.666225190753767
