mol_id,name,formal_charge,n_atoms,source_index,label,paff,smina_affinity_kcal_mol,aimnet_interaction_kcal_mol,gas_bound_ev,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet2_score_rank
8929,B4RNM9:8929,0,34,1.0,1.0,8.0,-8.35427,-51.32471299942431,-36469.45749369175,-36471.26469833183,-36473.100805333364,41.67512904222479,42.341633331102386,32.69204937390287,528,55,6,0.0019333262462168932,True,,33.0
29176,B4RNM9:29176,0,35,5.0,1.0,8.0,-8.1104,-29.66335347641832,-39077.6337114455,-39079.93336464682,-39086.649844582185,53.03126264288346,154.88570680283516,178.2536159693003,940,202,7,0.0019127537962049246,True,,59.0
79974,B4RNM9:79974,0,35,9.0,1.0,8.0,-8.27082,-37.87685684241811,-39076.15190418379,-39078.029283570846,-39086.62188611186,43.29339715144296,198.15012188658324,203.5666621956081,907,28,7,0.001809184905141592,True,,60.0
66263,B4RNM9:66263,0,35,13.0,1.0,8.0,-8.36007,-38.58196309000376,-40098.24568622746,-40100.19295048121,-40100.347795721216,44.90498046231638,3.5708160635783335,9.893833435890954,305,51,5,0.0019916684832423925,True,,8.0
110589,B4RNM9:110589,0,39,17.0,1.0,8.0,-8.4887,-15.987607526984474,-43686.49937652801,-43689.03526396299,-43689.33636168658,58.478953487515035,6.943478456535827,49.43482441706639,621,149,6,0.0019788446370512247,True,,41.0
25560,B4RNM9:25560,0,36,21.0,1.0,8.0,-8.49918,-25.46704820666965,-40114.81986783978,-40117.16372514273,-40119.71072398804,54.05063344279854,58.735188696836374,87.31877393296527,571,62,6,0.0016310494393110275,True,,49.0
122178,B4RNM9:122178,0,42,25.0,1.0,8.0,-8.52338,-37.7036166188097,-47812.737763877405,-47814.29949312583,-47815.09214006223,36.01433203175703,18.27887258971244,16.58958800265977,799,118,7,0.0019895839504897594,True,,14.0
50514,B4RNM9:50514,0,34,29.0,1.0,8.0,-8.85267,-41.02134216143551,-38043.22752221025,-38044.79110602245,-38047.273581078654,36.05709928849886,57.247234771907216,52.282991898970565,989,41,6,0.0019069428090006113,True,,42.0
20531,B4RNM9:20531,0,42,33.0,1.0,8.0,-9.1976,-67.37480621310941,-48361.747570520965,-48365.76151856553,-48366.716806004966,92.56384087131173,22.029451689098327,47.21848634730064,944,144,7,0.0017085071885958314,True,,40.0
128703,B4RNM9:128703,0,44,37.0,1.0,8.0,-9.09287,-58.51424916902962,-51444.146868122225,-51447.04939046295,-51447.485074439974,66.9337552676714,10.047111191247025,18.46661728988881,423,83,8,0.0019957430195063353,True,,16.0
12842,B4RNM9:12842,0,39,41.0,1.0,8.0,-8.68793,-43.62977835752317,-45823.2041912278,-45825.32584700726,-45826.30675716165,48.92654458237965,22.62032553278007,27.917091757636545,770,111,8,0.0019376999698579311,True,,29.0
41583,B4RNM9:41583,0,34,45.0,1.0,8.0,-8.46436,-32.40126536124014,-38044.15035124219,-38046.20738446503,-38049.65665860086,47.436313024429715,79.54215119030656,94.57719885349613,1000,60,7,0.00599968945607543,False,,50.0
62599,B4RNM9:62599,0,33,49.0,1.0,8.0,-8.18193,-35.85159523175244,-37008.377857281535,-37009.773258736015,-37011.75083915884,32.17872198394501,45.604087929488024,41.93121468168059,1000,148,6,0.008257219567894936,False,,36.0
27919,B4RNM9:27919,0,34,53.0,1.0,8.0,-8.10232,-46.55167062355453,-38043.590188504226,-38045.3666942791,-38046.946359846756,40.96719639291198,36.427953379247086,30.843479148604537,223,43,7,0.0019825121853500605,True,,31.0
124923,B4RNM9:124923,0,37,57.0,1.0,8.0,-8.59679,-70.42042595101303,-39567.71681814993,-39570.05275283493,-39572.747330951555,53.86793353258638,62.138447541855186,45.58595512342853,546,94,7,0.00195872294716537,True,,39.0
24700,B4RNM9:24700,0,30,61.0,0.0,,-7.67327,-23.300996864505585,-35137.91417663517,-35137.719304056074,-35139.065105930524,-4.49386843106171,31.034928496280205,3.2400632007129104,518,35,10,0.0019489042460918427,True,,7.0
67081,B4RNM9:67081,0,30,65.0,0.0,,-7.71674,-37.824392705001685,-57989.708858882994,-57990.97446885238,-57991.37233056044,29.18565923391031,9.174908948798668,0.5361754777072942,719,119,7,0.0018816334195435047,True,,4.0
10570,B4RNM9:10570,0,27,69.0,0.0,,-7.3174,-17.892883210182994,-29896.736676681154,-29897.8330774275,-29898.622384246937,25.283601852602402,18.2018476627053,25.59256630512471,695,129,7,0.001381338806822896,True,,27.0
55324,B4RNM9:55324,0,31,73.0,0.0,,-7.92625,-32.39953735012554,-45973.714453268505,-45975.708935510775,-45976.06738456915,45.99385314517469,8.266031655482964,21.86034745053211,418,260,7,0.001969766104593873,True,,21.0
75118,B4RNM9:75118,0,34,77.0,0.0,,-8.50545,-23.92567319326262,-37599.00637881897,-37602.04435539911,-37602.321779105434,70.05740423463774,6.397542648949309,52.52927369032443,864,292,7,0.001903826603665948,True,,43.0
113218,B4RNM9:113218,0,28,81.0,0.0,,-6.30782,-26.49158320257211,-57738.88338679981,-57740.98099116842,-57742.53142108639,48.37190587203726,35.75376328129008,57.63408595075523,1000,83,8,0.043573155999183655,False,,44.0
22794,B4RNM9:22794,0,38,85.0,0.0,,-7.85829,-32.10724136358115,-58064.169086186535,-58066.012855351706,-58068.72895144043,42.5183270220387,62.63466376664091,73.04574942509845,1000,245,8,0.004726464860141277,False,,47.0
67029,B4RNM9:67029,0,43,89.0,0.0,,-7.24458,-35.993197947377034,-56844.20814913294,-56846.561304301045,-56850.53039692197,54.26504730702421,91.52945022893587,109.80129958858305,1000,34,12,0.004349564202129841,False,,51.0
50284,B4RNM9:50284,0,44,93.0,0.0,,-9.76281,-27.112876713809374,-51114.04756481861,-51115.17600663095,-51126.72208326645,26.02248638752746,266.2588525090022,265.1684621827203,908,40,7,0.0016171700553968549,True,,63.0
27083,B4RNM9:27083,0,34,97.0,0.0,,-7.86415,-20.77918278410906,-117303.42130651603,-117304.7551992838,-117305.46514486021,30.760297972046928,16.37173392196163,26.3528491098995,1000,27,7,0.00207539857365191,False,,28.0
59447,B4RNM9:59447,0,29,101.0,0.0,,-8.43923,-26.985654456249307,-107738.58253772322,-107739.76762774211,-107745.49254610277,27.32882506414257,132.0197536824311,132.36292429032434,566,43,4,0.0018301953095942736,True,,55.0
109965,B4RNM9:109965,0,37,105.0,0.0,,-8.04339,-38.132618618812415,-52638.3509730483,-52640.183124123025,-52641.027540793584,42.250407491648744,19.47271102040801,23.59049989324434,567,229,11,0.001989792799577117,True,,24.0
40137,B4RNM9:40137,0,30,109.0,0.0,,-7.06686,-34.32442984383257,-67601.85393771948,-67602.84051109922,-67603.41943182074,22.750922611775543,13.35022898892226,1.7767217568652338,576,129,7,0.0018527242355048656,True,,5.0
123481,B4RNM9:123481,0,23,113.0,0.0,,-6.5334,-26.31216983874207,-32516.52303430128,-32517.734388461726,-32518.231208664136,27.9344905567589,11.456946040897375,13.079266758914205,661,69,11,0.001834067632444203,True,,12.0
35053,B4RNM9:35053,0,34,117.0,0.0,,-7.63298,-38.17720473189211,-53590.70678110095,-53592.34830741155,-53593.29392471333,37.854496000875066,21.806453017215688,21.483744286198643,851,264,8,0.0019730490166693926,True,,20.0
65283,B4RNM9:65283,0,42,121.0,0.0,,-8.1683,-56.95889991730194,-45655.822212168416,-45658.0268516724,-45664.48663889675,50.84019473096395,148.9662322626676,142.8475270763296,933,61,9,0.0014538357499986887,True,,56.0
104237,B4RNM9:104237,0,26,125.0,0.0,,-8.76455,-20.8634853546193,-41917.259831615695,-41918.46308936164,-41919.11417535707,27.747782802968008,15.014399739430408,21.898697187779113,1000,90,6,0.024616524577140808,False,,22.0
145581,B4RNM9:145581,0,34,129.0,0.0,,-7.27428,-27.13427634852708,-53116.89772238501,-53118.92836491542,-53124.87519259887,46.82772919936129,137.1371042347006,156.8305570855348,1000,126,7,0.003959270194172859,False,,57.0
93388,B4RNM9:93388,0,28,133.0,0.0,,-6.58922,-15.79125266074475,-33403.0491092294,-33405.1849102859,-33407.45304713614,49.25274241997868,52.30447832147254,85.76596808070647,691,23,8,0.0019518907647579908,True,,48.0
86499,B4RNM9:86499,0,31,137.0,0.0,,-7.82436,-6.58288902935921,-124912.38023772585,-124914.1598111348,-124914.51734958097,41.03793771507383,8.24503243925395,42.70008112496858,1000,88,8,0.008861186914145947,False,,37.0
134853,B4RNM9:134853,0,36,141.0,0.0,,-7.93322,-23.45822014386555,-79748.61222230716,-79750.45419871432,-79750.68721671922,42.476985040153885,5.3735228474607615,24.392287743749097,688,135,8,0.0018953668186441064,True,,25.0
9195,B4RNM9:9195,0,40,145.0,0.0,,-8.0129,-24.527149379373657,-54634.33110267739,-54636.16763284589,-54636.29353778521,42.3513917931704,2.9034368752838575,20.7276792890806,326,300,10,0.0017686061328276992,True,,18.0
70897,B4RNM9:70897,0,41,149.0,0.0,,-7.40048,-46.31093091028946,-58494.189770040015,-58497.23919367165,-58497.55625460775,70.32137951318914,7.311598882081618,31.322047484981304,683,300,8,0.0019018301973119378,True,,32.0
99755,B4RNM9:99755,0,34,153.0,0.0,,-7.1245,-40.3512372956336,-178554.11217601088,-178557.04717424867,-178561.4804722708,67.68266724533511,102.23428108687945,129.56571103658095,708,238,7,0.0019484024960547686,True,,53.0
55554,B4RNM9:55554,0,38,157.0,0.0,,-7.01734,-66.2174963038942,-47380.10177164634,-47382.085935450494,-47383.96652533486,45.755904309484976,43.367432978151314,22.905840983742095,482,81,11,0.0011701927287504077,True,,23.0
142603,B4RNM9:142603,0,34,161.0,0.0,,-7.59333,-55.74991304990738,-53249.68448591786,-53252.318142482734,-53252.56582371992,60.73356318370983,5.711665016791747,10.695315150594203,602,259,9,0.0018383866408839822,True,,10.0
43002,B4RNM9:43002,0,32,165.0,0.0,,-8.28303,-39.389874266446704,-48128.52010080405,-48129.5294288256,-48130.02559256122,23.27565711760422,11.441807557189167,-4.672409591653318,777,152,5,0.0019738380797207355,True,,3.0
39406,B4RNM9:39406,0,34,169.0,0.0,,-8.22315,-50.73917752143426,-38499.89771489455,-38501.65056685894,-38512.71476804329,40.42172656479312,255.14654061934039,244.82908966269923,1000,63,5,0.09745591878890991,False,,62.0
37105,B4RNM9:37105,0,50,173.0,0.0,,-7.46455,-60.40987422781771,-62949.641699828826,-62952.032840846645,-62961.18140952801,55.14102181116732,210.97100565840103,205.70215324175064,1000,33,18,0.01793428510427475,False,,61.0
59001,B4RNM9:59001,0,20,177.0,0.0,,-6.66088,-50.48550004315696,-22081.6916885297,-22083.17826688828,-22084.36686853831,34.28131134202087,27.409805202033308,11.205616500897218,157,70,1,0.001835147850215435,True,,11.0
82954,B4RNM9:82954,0,78,181.0,0.0,,-9.12761,-42.90276194261571,-99291.50581095438,-99299.01199656834,-99300.29010804204,173.09675237635565,29.47395077214131,159.66794120588125,764,300,17,0.0019010265823453665,True,,58.0
56045,B4RNM9:56045,0,19,185.0,0.0,,-6.46773,-24.745179650357912,-31303.003825625492,-31303.99924631941,-31304.175924096704,22.954946523690378,4.074286333887946,2.2840532072204116,161,78,2,0.0019403385231271386,True,,6.0
27333,B4RNM9:27333,0,24,189.0,0.0,,-6.7659,-40.40529568525726,-42089.311450665715,-42090.51412742275,-42091.96459616345,27.734384880381175,33.44860377178749,20.777692966911406,684,103,4,0.0007342725875787437,True,,19.0
144881,B4RNM9:144881,0,41,193.0,0.0,,-8.19771,-38.880892904385306,-50242.27328034156,-50244.844993975574,-50249.66198162704,59.305125263908984,111.08237413612706,131.50660649565074,1000,40,9,0.005036419723182917,False,,54.0
55571,B4RNM9:55571,0,42,197.0,0.0,,-8.76772,-47.79131326464085,-50275.22347667297,-50278.32222904586,-50278.402625619,71.45892731029438,1.853989020296603,25.52160306595014,334,280,6,0.0019155615009367466,True,,26.0
12320,B4RNM9:12320,0,53,201.0,0.0,,-7.47717,-64.55658400189415,-59536.52806538482,-59541.30380759886,-59541.876784177744,110.13123175362439,13.213153803215196,58.78780155494543,617,275,17,0.0018426431342959404,True,,45.0
22829,B4RNM9:22829,0,47,205.0,0.0,,-7.61774,-37.81211029423869,-55671.49595653465,-55673.13884921725,-55674.36443392964,37.88600528761243,28.26265488051756,28.336549873891293,1000,111,15,0.08939871937036514,False,,30.0
90866,B4RNM9:90866,0,34,209.0,0.0,,-9.15655,-40.51386110094579,-37953.611449579956,-37955.207536703616,-37960.2237496817,36.8066434570024,115.67661930975682,111.96940166581342,694,184,4,0.0019844432827085257,True,,52.0
101552,B4RNM9:101552,0,26,213.0,0.0,,-8.01861,-38.58616025895061,-41240.555400992365,-41242.37761188147,-41244.10010981024,42.02118136570179,39.721745874570196,43.156766981321375,342,85,5,0.0019930570852011442,True,,38.0
42233,B4RNM9:42233,0,39,217.0,0.0,,-7.96399,-40.69782534199796,-41196.9811698141,-41198.49831502078,-41199.636184036055,34.986199604611585,26.23988285179372,20.528257114407342,957,126,12,0.0019100020872429013,True,,17.0
52399,B4RNM9:52399,0,32,221.0,0.0,,-7.30765,-15.65530102808075,-58740.839999500866,-58741.62809393306,-58741.976175606345,18.173889348678852,8.026954075738386,10.545542396336488,298,219,7,0.0018805981380864978,True,,9.0
142222,B4RNM9:142222,0,28,225.0,0.0,,-6.9497,-41.37038139692584,-42202.31370943524,-42203.464722828045,-42203.78670495788,26.542999398399797,7.4250843056296905,-7.402297692896356,425,140,5,0.0018447734182700515,True,,2.0
104129,B4RNM9:104129,0,43,229.0,0.0,,-8.93249,-48.64754363376965,-51341.8147515213,-51344.39444900907,-51344.65197039344,59.48923730533898,5.938584201592165,16.780277873161495,936,300,7,0.001992533216252923,True,,15.0
24714,B4RNM9:24714,0,36,233.0,0.0,,-8.73421,-19.31630099749346,-49926.119090323984,-49928.60641747867,-49928.677150000745,57.35912682111261,1.6311307084198545,39.67395653203901,213,300,5,0.0018541819881647825,True,,35.0
119287,B4RNM9:119287,0,33,237.0,0.0,,-7.52998,-41.3079508566298,-43077.58044516227,-43080.59356275926,-43081.04638785911,69.48414246477287,10.442394873955832,38.618586482098905,303,267,7,0.001959541579708457,True,,34.0
69932,B4RNM9:69932,0,38,241.0,0.0,,-7.61957,-20.119228117367253,-48931.35647058774,-48934.91242706405,-48935.2343521411,82.0023044055416,7.423768637162909,69.30684492533724,542,40,9,0.0019501287024468184,True,,46.0
120769,B4RNM9:120769,1,26,245.0,0.0,,-8.22879,-64.60546830109752,-44261.10420671041,-44263.251753064455,-44263.53988167495,49.52359541583321,6.644403603727606,-8.437469281536696,460,139,4,0.0019207547884434462,True,,1.0
137158,B4RNM9:137158,0,46,249.0,0.0,,-8.04069,-71.84780098153401,-51389.05261532881,-51392.362250862665,-51392.813524515805,76.3220085304172,10.406617662925097,14.880825211808283,685,300,13,0.0019099210621789098,True,,13.0
