mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,gas_bound_ev,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet2_score_rank
5257,L4:Q08828:5257,0,45,0,7.1549,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2cccc(C(F)(F)F)c2)n1,-9.31902,9.31902,14.055411213571348,-36632.20713878284,-36632.8446713808,-36633.16951709774,14.701850968850856,7.4911201930506275,36.24838237547283,374,159,8,0.0017749423859640956,True,,4.0
8454,L4:Q08828:8454,0,54,1,6.7959,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2cccc(C(C)(C)C)c2)n1,-9.91535,9.91535,49.16582018434151,-31736.811502751883,-31737.15009839414,-31737.411158560368,7.808201003509765,6.0201904499529135,62.99421163780419,744,53,11,0.001991137396544218,True,,9.0
58941,L4:Q08828:58941,0,45,2,6.5686,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2ccc(C(F)(F)F)cc2)n1,-9.84781,9.84781,31.95087793594555,-36632.35860068212,-36632.79525514362,-36632.897882993464,10.069491094800155,2.3666544401413963,44.3870234708871,412,300,8,0.0019426883663982153,True,,5.0
60610,L4:Q08828:60610,0,51,3,6.9586,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCC2CCC(C)CC2)n1,-9.47349,9.47349,57.73985604241395,-28624.05805717962,-28624.319152424447,-28624.407380210818,6.020999381673752,2.0345810876011976,65.7954365116889,413,155,8,0.001961714355275035,True,,10.0
64492,L4:Q08828:64492,0,48,4,6.699,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2ccc3ccccc3c2)n1,-10.50835,10.50835,43.033422585414726,-31638.446240982656,-31639.00564466584,-31639.23646439184,12.900155392656988,5.322829331734818,61.25640730980653,583,175,7,0.001845511724241078,True,,8.0
67558,L4:Q08828:67558,0,48,5,6.6021,CCc1cc(=O)[nH]c(-n2nc(C)cc2NC(C)c2cccc(C(F)(F)F)c2)n1,-9.42347,9.42347,6.968210010078797,-37702.707561493204,-37703.250017247396,-37703.675136873695,12.509326865536945,9.803491476012647,29.281028351628386,577,184,9,0.0017480275128036737,True,,1.0
74153,L4:Q08828:74153,0,48,6,6.8239,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCCC2CCCC2)n1,-8.59696,8.59696,19.12474287397602,-27552.886079009764,-27553.29240788471,-27553.35309357616,9.370166455648235,1.3994452902980021,29.894354619922257,171,236,8,0.0019716022070497274,True,,2.0
81371,L4:Q08828:81371,0,51,7,6.7696,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2cccc(C(C)C)c2)n1,-9.64588,9.64588,41.35519140973283,-30666.345576468106,-30666.664960704373,-30666.849159875852,7.365175456782473,4.247733804254684,52.96810067076999,661,113,10,0.0016557191265746951,True,,7.0
84111,L4:Q08828:84111,0,49,8,7.1549,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2ccc(C3CC3)cc2)n1,-9.68811,9.68811,33.62393920817813,-30632.591721426466,-30633.088155781494,-30633.19101031008,11.448048188869643,2.371881776100916,47.443869173148684,221,226,8,0.001659172703512013,True,,6.0
97025,L4:Q08828:97025,0,48,9,6.3768,CCc1cc(=O)[nH]c(-n2nc(C)cc2N[C@@H](C)c2cccc(C)c2)n1,-8.50965,8.50965,16.95626555805348,-29595.908051261125,-29596.38218261102,-29596.600989902156,10.933728672277208,5.045816002883753,32.93581023321444,543,119,9,0.0016454822616651654,True,,3.0
