layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,P31645,2227,7.301,-2,-7.36637,,-54.374695812441345,-40.129566867728215,-672863.5261102755,-646169.7198509672,-26691.448349331033,-672862.2669206442,626,0.0019168078433722258,True,2.8233448752195174,2.993152530097214
L2,P31645,24100,6.5229,-2,-7.44552,,-52.56859906110749,-28.116881134061323,-682721.29576032,-646169.7198509672,-36549.29631914333,-682719.4676828643,739,0.001224259496666491,True,3.07265023064636,3.1823088085427904
L2,P31645,33467,7.301,-2,-7.76673,,-56.76782676831501,-40.70048082926741,-673298.6225682488,-646169.7198509672,-27126.441031324037,-673297.3707778167,452,0.0018590737599879503,True,2.8596292731524,2.779743225348705
L2,P31645,67792,6.0458,-2,-8.03607,,-54.08964721956659,-34.35584313628176,-674968.3843664875,-646169.7198509672,-28796.318966419898,-674965.2503316221,634,0.001946601434610784,True,2.87459406210115,3.1248484430405012
L2,P31645,76063,7.0,-2,-7.97834,,-50.373488248829716,-33.54423308356072,-680962.5822950286,-646169.7198509672,-34790.67804286599,-680961.2686709948,1000,0.019254807382822037,False,2.842401275532288,3.0712246588639203
L2,P31645,78423,6.0969,-2,-7.48672,,-66.61046760687411,-36.72451423089801,-678176.3811201309,-646169.7198509672,-32003.772765902813,-678172.680624133,750,0.0014074764912948012,True,3.1628117736221797,2.9851040415433894
L2,P31645,96347,7.301,-2,-9.22423,,-59.15070258482672,-33.65882450789431,-678177.2816719705,-646169.7198509672,-32004.996803770464,-678175.0319230485,1000,0.002936420263722539,False,2.7650714513252312,2.9520615252743783
L2,P31645,103500,7.3188,-2,-10.62083,,-80.95930311001509,-52.909964778628954,-692323.8850324648,-646169.7198509672,-46150.65445383817,-692321.3153623344,295,0.0017568952171131968,True,2.8376270601070863,3.139039525404987
L2,P31645,103879,6.0969,-2,-8.05964,,-60.814759349772984,-33.345074648210066,-676038.5257139872,-646169.7198509672,-29866.168685456127,-676036.8043849888,975,0.0014522377168759704,True,3.192118775923889,2.9489699972973127
L2,P31645,122886,8.8539,-2,-7.09238,,-49.572946388473625,-37.83851523020022,-671794.2207691256,-646169.7198509672,-25622.351231743683,-671792.9630592114,1000,0.015507975593209267,False,3.163027096734286,3.1908654936935394
