mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
4906,0,L2,O14757,7.5528,N#Cc1cnc(Nc2cn(-c3ccc(OCCN)cc3)cn2)cn1,0,-6.31363,6.31363,-265421.16410211875,-236089.0044582202,-29330.689649175092,-33.89888363090479
10681,1,L2,O14757,7.2596,Cn1cc(-c2ccc(F)c(-c3cnc(N)c(C(=O)NC4CCC5(CC5)NC4)n3)c2)cn1,0,-8.37262,8.37262,-274511.5945621948,-236089.0044582202,-38422.512748798435,-1.7838527391003063
55958,2,L2,O14757,9.2218,COc1cncc(OC[C@@H](F)CN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,0,-6.30462,6.30462,-272748.29294804845,-236089.0044582202,-36658.3235060817,-22.253053842696648
60774,3,L2,O14757,9.4949,COc1ccnc(OCC2(CN)CC2)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,0,-6.61757,6.61757,-272152.1919870526,-236089.0044582202,-36062.617232664306,-13.151342062129759
60923,4,L2,O14757,7.8539,CN1CC2(CCN(c3nc(Nc4cn(C(F)F)cn4)cnc3C#N)C2)C1,0,-6.89433,6.89433,-270348.4710615533,-236089.0044582202,-34258.893214339114,-13.222664320727281
64281,5,L2,O14757,7.3979,N#Cc1cnc(Nc2cn(-c3ccc(N4CCN(CCF)CC4)cc3)cn2)cn1,0,-6.28539,6.28539,-271830.06194492127,-236089.0044582202,-35739.91294212904,-26.393824847260863
72416,6,L2,O14757,6.2596,Nc3ncc(c2nccc(c1cnn(CC(F)(F)F)c1)n2)nc3C(=O)N[C@H]4CCCNC4,0,-7.42794,7.42794,-279754.102397724,-236089.0044582202,-43665.0113741881,-1.9962436028736055
111705,7,L2,O14757,6.3335,Cc1cc(N2CCN(C)CC2)ccc1-n1cnc(Nc2cnc(C#N)cn2)c1,0,-7.25027,7.25027,-269129.30978805985,-236089.0044582202,-33038.44430611587,-42.91622659599645
124280,8,L2,O14757,9.2218,N#Cc1cnc(Nc2cc(-c3c(OCC4(F)CNC4)cnc4cccnc34)[nH]n2)cn1,0,-7.54191,7.54191,-275285.64986416325,-236089.0044582202,-39196.63474150956,-0.2459276783749884
126650,9,L2,O14757,7.3768,N#Cc1ncc(Nc2ncc3c(n2)CCC(=O)N3)cc1N[C@@H]1CCNC1,0,-7.09079,7.09079,-268000.51051657426,-236089.0044582202,-31910.352905113254,-26.59234546535117
