layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L3,Q15878,4124,6.1101,2,-6.61787,,-40.62204719273433,-23.555551644414376,-615200.991088516,-569602.40132033,-45596.828229497,-615199.3053063109,512,0.001827044179663062,True,2.882443159580935,2.8697700873873693
L3,Q15878,12360,6.7799,2,-7.77259,,-32.68998963334218,-19.49788926439197,-610061.497126102,-569602.40132033,-40457.678233653874,-610060.2316603675,252,0.0009460972505621612,True,2.889963619663846,2.9014819154859532
L3,Q15878,19284,6.6904,2,-7.73375,,-38.70869618975365,-16.93777330496442,-624946.7946932525,-569602.40132033,-55342.71480498592,-624945.2314665739,540,0.001721358043141663,True,2.741706604705604,2.6679850874696616
L3,Q15878,45224,6.6108,2,-8.34757,,-55.30773190217275,-21.055245549906992,-617725.7019556662,-569602.40132033,-48120.90226508462,-617723.7645694105,506,0.0017101134872063994,True,2.8012629489445664,2.63269681324408
L3,Q15878,57801,6.5406,2,-7.8386,,-50.36275956387137,-29.917898781698693,-618798.0663878213,-569602.40132033,-49193.48113153572,-618796.2072110582,359,0.0018337946385145187,True,2.6965448667223053,2.751403594075727
L3,Q15878,67332,6.8013,2,-7.33791,,-37.698873129512656,-30.76774359456422,-619826.3307285653,-569602.40132033,-50222.29463037117,-619825.2477893336,477,0.0012076704297214746,True,3.063905734711678,2.916541884529643
L3,Q15878,76146,6.3298,2,-7.81575,,-39.360773528812715,-21.634655958813795,-617725.0851988393,-569602.40132033,-48120.97703382299,-617723.3465089805,688,0.0014011923922225833,True,2.701921564727586,3.0060049993298987
L3,Q15878,84015,6.719,2,-7.65931,,-44.13805738682958,-32.05770565078739,-607552.3230954411,-569602.40132033,-37948.00776778956,-607551.2046271793,396,0.0012721745297312737,True,2.856584118991747,3.000142553655106
L3,Q15878,107192,7.5901,2,-6.79453,,-46.43811353239893,-37.420907502685,-617292.705031276,-569602.40132033,-47688.28996374999,-617291.6652569602,303,0.001826685736887157,True,2.896271306522148,3.1413120985226524
L3,Q15878,123336,7.2299,2,-7.72921,,-28.11292843613214,-16.868426453036502,-619981.882110249,-569602.40132033,-50378.26169795979,-619980.4375675815,493,0.0019904552027583122,True,2.8822183962780787,2.891288404036365
