mol_id,paff,smiles,formal_charge,n_atoms
11473,7.1232,CC1(C)CC(CCN1)n1cc(cn1)C(=O)Nc1cc(Cl)cc(NS(C)(=O)=O)c1,0,52
21889,6.8477,CS(=O)(=O)Nc1cc(F)cc(NC(=O)c2cnn(c2)-c2ccccc2OCc2ccccc2)c1,0,55
22694,7.1624,Cc1cc(F)cc(C#N)c1-c1cc(C(=O)Nc2cc(Cl)cc(NS(C)(=O)=O)c2)cn1C,0,49
29796,7.2147,CC(C)(C)OC(=O)n1cccc1Cc1csc(c1)C(=O)Nc1cc(Br)cc(NS(C)(=O)=O)c1,0,57
38600,6.4522,CS(=O)(=O)Nc1cc(Cl)cc(NC(=O)c2cccc(c2)-c2ccncc2)c1,0,43
42196,7.7305,Cc1cc(cn1-c1ncc(cc1C)N1CC(F)(F)C1)C(=O)Nc1cc(Cl)cc(NS(C)(=O)=O)c1,0,56
46584,7.6253,Cc1sc(cc1-c1ncc(F)cc1F)C(=O)Nc1cc(Cl)cc(NS(C)(=O)=O)c1,0,43
64036,6.7852,CS(=O)(=O)Nc1cc(Cl)cc(NC(=O)c2cc3c(F)c(F)ccc3s2)c1,0,37
115743,7.4168,CS(=O)(=O)Nc1cc(Br)cc(NC(=O)c2cc(cs2)-c2ncccc2OCc2ccccc2)c1,0,54
134241,7.7825,CS(=O)(=O)Nc1cc(Cl)cc(NC(=O)c2cnn(c2)-c2ccc(cn2)N2CCn3ccnc3C2)c1,0,56
