layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,P51532,13433,7.1427,-1,-9.38365,,-45.27741186275432,-34.72473293569954,-448868.8217099983,-425557.66233933513,-23309.195956255353,-448867.82956577936,177,0.0019271663622930646,True,2.878403940068669,2.8772987482468597
L1,P51532,20704,8.4815,-1,-9.325,,-55.024481159722875,-44.34721570883094,-461781.0478617983,-425557.66233933513,-36220.99943512632,-461779.37778446544,291,0.0018070876831188798,True,2.821615695873786,2.9568782323996396
L1,P51532,31548,6.5935,-1,-8.62895,,-46.99439398017277,-33.579980175296704,-449839.2074662577,-425557.66233933513,-24279.50725712321,-449837.9410143072,355,0.00198128423653543,True,2.8422041524681947,2.879416011309347
L1,P51532,35235,8.5528,-1,-8.97341,,-60.868809847843934,-51.94754864788223,-465965.2406780213,-425557.66233933513,-40404.93881727083,-465963.2160412053,310,0.0019989069551229477,True,2.7766789237107408,2.982110688521986
L1,P51532,35615,6.6904,-1,-7.96209,,-55.78809797093586,-44.11146111574042,-468476.40338699997,-425557.66233933513,-42916.32184676897,-468474.9345065554,485,0.0019850158132612705,True,2.881969400844985,2.7778463932304507
L1,P51532,57296,7.5229,-1,-7.37202,,-34.052129449155586,-20.79751558892339,-472779.9473456546,-425557.66233933513,-47220.808366228375,-472778.82752589544,287,0.0017788214609026909,True,3.2483379676019966,2.8397063634653685
L1,P51532,78268,7.8928,-1,-8.97989,,-53.667606918068614,-39.60334872633148,-449773.3616481167,-425557.66233933513,-24213.37206108079,-449772.26367199636,550,0.001998183550313115,True,2.880254405424545,2.6984514782800995
L1,P51532,93381,6.279,-1,-7.76801,,-54.23487490649841,-37.370360361897596,-479402.8122025865,-425557.66233933513,-53842.79801648238,-479400.9350750167,990,0.0017953143687918782,True,2.930707588380794,2.795341854637239
L1,P51532,130236,6.4908,-1,-7.87823,,-56.886801260321974,-46.02068811656368,-468476.44596473384,-425557.66233933513,-42916.31678021887,-468474.8470370262,418,0.0019759105052798986,True,2.9697115846728503,2.7834773040418472
L1,P51532,143316,6.4815,-1,-7.97893,,-58.605129941099996,-42.3753665477646,-467870.17191821465,-425557.66233933513,-42309.968219915645,-467868.7770301637,459,0.0014921488473191857,True,2.8612077894288794,2.717338375455412
