mol_id,paff,smiles,formal_charge,n_atoms
6098,6.2596,O=C1NC(=O)C(c2ccncc2Sc2ccc(OCc3cccc(CO)c3)cc2)N1,0,49
37405,6.0,Cc1cc(COc2ccc(Sc3cnn(C)c3C3NC(=O)NC3=O)cc2)ccn1,0,48
39528,6.0,Cc1cc(COc2ccc(Sc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,0,47
45129,6.0,O=C1NC(=O)C(c2cnccc2Sc2ccc(OCc3cccc(CO)c3)cc2)N1,0,49
92266,6.2596,O=C1NC(=O)C(c2ccncc2Sc2ccc(OCc3ccccc3CO)cc2)N1,0,49
100282,6.2596,CCC1(c2cnccc2Sc2ccc(OCc3cccc(C)c3)cc2)NC(=O)NC1=O,0,54
106630,6.0,O=C1NC(=O)C(c2cnccc2Sc2ccc(OCc3cccc(O)c3)cc2)N1,0,46
116620,6.0,NC(=O)c1cccc(COc2ccc(Sc3ccncc3C3NC(=O)NC3=O)cc2)c1,0,49
126317,6.2596,Cc1cc(COc2ccc(Sc3ccsc3C3NC(=O)NC3=O)cc2)ccn1,0,45
140178,6.0,O=C1NC(=O)C(c2sccc2Sc2ccc(OCc3ccccc3CO)cc2)N1,0,47
