layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L4,P42226,11604,6.6021,0,-6.51133,,-131.4971319890422,-31.77828733043277,-539190.4748466468,-457441.14319289586,-81743.62939841184,-539186.3750159557,966,0.0019424379570409656,True,2.887570679979987,2.488398143634408
L4,P42226,24276,6.7959,0,-8.57822,,-113.94119784728385,-70.98490237049879,-541865.2308546887,-457441.14319289586,-84419.14670381193,-541861.5346832873,431,0.001748574897646904,True,2.743529607755092,2.6005471237237843
L4,P42226,26786,7.0809,0,-8.29678,,-88.75728539958561,-57.77886921598568,-538689.6827541427,-457441.14319289586,-81244.69068107053,-538686.2755131968,501,0.0016940445639193058,True,2.7947720349215093,2.608412221824575
L4,P42226,41686,6.2596,0,-7.79062,,-121.17546668100044,-75.17122087852763,-532139.7761915234,-457441.14319289586,-74693.37833305885,-532134.6439442228,502,0.0019283525180071592,True,2.8608400494053408,2.7610355687799624
L4,P42226,89566,7.0,0,-8.34156,,-79.82475919932031,-45.587536594921104,-536283.9046800962,-457441.14319289586,-78839.29995802134,-536279.7159416935,978,0.0015261335065588355,True,2.765077093114076,2.8941564847858237
L4,P42226,94248,6.2441,0,-7.58723,,-92.94734990870907,-52.88235381372892,-534511.0243934586,-457441.14319289586,-77065.85062199231,-534507.8421370263,566,0.0018670150311663747,True,2.7964666823796547,2.544229380931819
L4,P42226,115838,7.3768,0,-8.31022,,-113.88847913216554,-77.58040411387273,-537680.958897172,-457441.14319289586,-80234.87703239512,-537678.0962554694,432,0.001562702120281756,True,2.7023876466117285,2.644892732840555
L4,P42226,120290,6.3768,0,-8.08148,,-63.051478871303075,-17.830135146427047,-539908.9163632244,-457441.14319289586,-82465.03899942615,-539905.205246282,395,0.0016750824870541692,True,2.811648177084516,2.698819988894285
L4,P42226,125214,8.0,0,-7.86575,,-94.63372355057682,-42.53067460770147,-536557.4122643116,-457441.14319289586,-79112.16536476287,-536553.9881970275,325,0.0017458298243582249,True,2.711245771169409,2.536019431004425
L4,P42226,143645,6.9586,0,-6.22687,,-183.97316577897928,-40.55770015782967,-535580.8604345204,-457441.14319289586,-78131.73941008601,-535576.3914325809,569,0.0019561999943107367,True,2.718031581455588,2.6505837707713713
