layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L3,P28347,28596,7.3665,-1,-7.18263,,-162.88829306717022,-1865.4820734229177,-892833.1792554236,-837398.4952865347,-55427.62046396861,-892735.4469761879,1000,0.6055592894554138,False,2.7621616453634905,2.4894284072510726
L3,P28347,30720,6.7447,-1,-7.22929,,-47.51927893759065,-23.383197743871666,-879718.8894448866,-837398.4952865347,-42318.33352738659,-879715.8053211381,456,0.001865291385911405,True,3.072484935979821,2.833588755954575
L3,P28347,52030,7.2218,-1,-10.16104,,-63.334300255096636,-39.95724925871375,-868004.0887974331,-837398.4952865347,-30602.84707570007,-868002.3094479952,376,0.0019027155358344316,True,2.967680277328533,2.7802716286256284
L3,P28347,64839,6.4248,-1,-7.15939,,-67.94715026249203,3.6934521133913276,-925936.3891856734,-837398.4952865347,-88534.94743183187,-925930.3018289102,1000,0.004276628606021404,False,2.798784178104954,2.5532638931725486
L3,P28347,76968,6.0458,-1,-9.28079,,-58.281127528499155,-18.56085669306873,-877614.119474349,-837398.4952865347,-40213.09687892483,-877611.7134960373,364,0.0018943932373076677,True,3.090167994954777,2.69490010318009
L3,P28347,101735,6.6021,-1,-6.80953,,-39.78629232315444,-0.2483057023893711,-890135.3888708219,-837398.4952865347,-52735.168287359564,-890131.9623913892,496,0.0019640049431473017,True,2.9754273904393944,3.027556896427323
L3,P28347,107616,7.0969,-1,-8.98018,,-57.93592193710095,-32.116611723439156,-877613.8115619608,-837398.4952865347,-40212.80393606796,-877611.7211491844,378,0.0019908626563847065,True,2.890401429397297,3.064949341475429
L3,P28347,138257,7.1192,-1,-7.74772,,-55.427187502045705,-44.195989905336624,-894675.1417703922,-837398.4952865347,-57274.242933520865,-894670.6401829969,380,0.0018822229467332363,True,3.038955476242019,3.07008307923202
L3,P28347,144852,6.4949,-1,-7.11843,,-47.48918875146336,-23.13835621902628,-882359.3592496744,-837398.4952865347,-44958.80463700833,-882357.4382064062,376,0.0019861008040606976,True,2.8683945926290306,2.757369991996393
L3,P28347,145084,6.4089,-1,-6.93591,,-52.76361313504106,-44.792953763083844,-882226.3151999312,-837398.4952865347,-44825.53186657633,-882224.5899588835,538,0.001892840606160462,True,2.8637205234499667,2.845265793530467
