mol_id,paff,smiles,formal_charge,n_atoms
474,7.8539,Cc1c(Br)c(Br)c2CCCn3c(nc1c23)N1CCNCC1,0,39
2823,8.1024,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCOCC1,0,46
12108,7.3098,Brc1cc2c(nc(N3CCNCC3)n2C2CCOCC2)c(C2CC2)c1Br,0,50
25945,7.4437,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCCC1,0,45
41173,7.9586,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2[C@H]1CC[C@H](O)CC1,0,49
52297,7.699,N[C@@H]1CCN(c2nc3c(C(F)F)c(Br)c(Br)cc3n2C2CCOCC2)C1,0,46
69432,7.041,Clc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CCOCC1,0,43
99633,7.4559,NC1CCN(c2nc3c(C(F)F)c(Br)c(Br)cc3n2C2CCOCC2)CC1,0,49
108418,6.7799,Brc1cc2nc(N3CCNCC3)n(C3CCOCC3)c2cc1Br,0,43
134993,6.0,Cc1c(Br)c(Br)cc2c1nc(N1CCNCC1)n2C1CC2(COC2)C1,0,47
