mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
167,0,L1,P50053,8.2596,CSc1ccccc1Nc1nc(N2CC[C@@H](N)C2)cc(C(F)(F)F)c1C#N,0,-7.65168,7.65168,-370619.0065255324,-325200.50387056137,-45419.626559480894,25.917853706738775
19531,1,L1,P50053,7.5686,CSc1ccc(CC(C)C(=O)O)cc1Nc1nc(N2CC[C@H](N(C)C)C2)cc(C(F)(F)F)c1C#N,0,-7.83103,7.83103,-381105.7225752345,-325200.50387056137,-55905.663840309164,10.265071626276743
24618,2,L1,P50053,7.8125,C[C@H]1CCN1c1nc(N2CC[C@@H](CCC(=O)O)C2)cc(C(F)(F)F)c1C#N,0,-8.64478,8.64478,-362437.0051326216,-325200.50387056137,-37236.865539138176,8.400428979112723
54615,3,L1,P50053,8.4949,CSc1ccc(CCC(N)=O)cc1Nc1nc(N2C[C@H](N)C[C@H]2CO)cc(C(F)(F)F)c1C#N,0,-8.00036,8.00036,-380472.98848254676,-325200.50387056137,-55272.743614535655,5.972740698638221
64410,4,L1,P50053,9.3565,[2H]c1c(N2C[C@@H]3[C@H](C2)[C@H]3C([2H])([2H])C(=O)O)nc(N2CC[C@@H]2C)c(C#N)c1C(F)(F)F,0,-8.23352,8.23352,-362401.93974043336,-325200.50387056137,-37202.28704257081,19.628508733296165
75542,5,L1,P50053,7.8996,CC(C(=O)O)[C@H]1[C@@H]2CN(c3cc(C(F)(F)F)c(C#N)c(N4CC[C@@H]4C)n3)C[C@@H]21,0,-8.2142,8.2142,-363472.6283508621,-325200.50387056137,-38272.92113298859,18.371247412093037
97821,6,L1,P50053,7.7447,CNc1cc(C(F)(F)F)c(C#N)c(Nc2ccccc2SC)n1,0,-6.79042,6.79042,-365933.9434319398,-325200.50387056137,-40733.56987826049,3.005178691536047
107700,7,L1,P50053,8.1308,CN[C@H]1CCN(c2cc(C(F)(F)F)c(C#N)c(Nc3cc(CCC(=O)O)ccc3SC)n2)C1,0,-8.00273,8.00273,-378966.17656129407,-325200.50387056137,-53765.38303461376,-6.6796287851005625
132156,8,L1,P50053,8.0,CSc1ccccc1Nc1nc(N2CC[C@H](N)C2)cc(C(F)(F)F)c1C#N,0,-7.85176,7.85176,-370620.0247227261,-325200.50387056137,-45419.713369354475,4.439551862679379
139579,9,L1,P50053,7.699,CSc1ccccc1Nc1nc(N2C[C@H](O)[C@@H](O)C2)cc(C(F)(F)F)c1C#N,0,-7.83946,7.83946,-373209.04913458176,-325200.50387056137,-48008.45335420789,-2.1194906271239446
