layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,Q92793,7699,8.2596,-1,-7.89982,,-167.11053046638827,-45.75606517061493,-585683.9905457658,-530154.48349833,-55522.260448972804,-585681.4386921022,746,0.0017985772574320436,True,2.921669025461077,2.565906481164314
L2,Q92793,30981,7.2596,-1,-7.95693,,-42.32158065991761,-29.626124429087316,-584711.1884946171,-530154.48349833,-54554.86975885171,-584709.4935314083,359,0.0018699972424656153,True,3.2322087341181303,3.410061511044324
L2,Q92793,46473,7.7447,-1,-9.1216,,-45.384105032436246,-20.97563657387232,-578694.3367562181,-530154.48349833,-48537.885216826566,-578692.0267864036,377,0.0014131030766293406,True,2.9555489553879553,3.272372858960015
L2,Q92793,56089,7.2596,-1,-9.66298,,-54.46735899537624,-16.518754325857692,-573440.6238147172,-530154.48349833,-43283.77838815392,-573437.0801173283,860,0.0019567685667425394,True,2.8975405549793525,2.713752846460785
L2,Q92793,74284,6.2596,-1,-7.76606,,-61.83452420902791,-37.75215125878741,-572371.6823026327,-530154.48349833,-42214.51740554918,-572369.3527326674,501,0.00182326789945364,True,3.112005815305729,2.776745837907444
L2,Q92793,92633,8.2596,-1,-8.53567,,-66.07443149830323,-34.86801764778868,-574312.7227689798,-530154.48349833,-44155.37401211464,-574310.2967508294,681,0.0018667641561478376,True,2.939830944424154,2.9134051797601876
L2,Q92793,99659,6.2596,-1,-8.18958,,-36.319851313627225,-19.2750278768013,-571300.6454736011,-530154.48349833,-41144.58699745266,-571298.2802412591,435,0.0014639785513281822,True,2.6972861650444666,2.872183595861408
L2,Q92793,104318,8.2596,-1,-7.76029,,-48.20780576280261,-31.603306275900582,-571301.7811047022,-530154.48349833,-41145.20711805779,-571299.76907053,395,0.0016699971165508032,True,2.928245304204282,2.9512717317111825
L2,Q92793,113888,8.2596,-1,-9.14963,,-64.63536404089618,-14.589463116273066,-577770.085483516,-530154.48349833,-47612.79913052201,-577767.0349223559,616,0.0019524055533111095,True,2.7128497011901467,2.579244517134157
L2,Q92793,128208,8.2596,-1,-8.0305,,-48.69608490790003,-24.912885863858865,-589621.4556049991,-530154.48349833,-59464.860444566984,-589619.7699517859,395,0.0018200234044343233,True,2.8327833511463196,2.923870889067699
