mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank
6702,L4:O00767:6702,0,47,0,6.0655,Cn1nc(-c2nc(N3CCC(Cc4ccc(F)c(F)c4)CC3)no2)ccc1=O,-9.03447,9.03447,-77.14837072959386,32.89002984228251,-42.9018574676197,-36971.10933173605,fixed_pocket_aimnet2025_minimized_v2,-640260.1455877861,-603285.1663392964,-640258.1360716518,937,0.0019993691239506006,True,-37013.115263432155,-36971.633778499316,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-37013.59978906043,-37014.267918704536,11.17342642591594,15.407435615036627,-50.567508688641304,835,0,5,0.0012352406047284603,True,,4.0,5.0
41603,L4:O00767:41603,0,47,1,7.1549,Cn1nc(NC(=O)N2CCC(Oc3ccc(C(F)(F)F)c(F)c3)CC2)ccc1=O,-7.35567,7.35567,-59.902198833249244,4.804631088544045,-24.713380265038737,-41909.46309918635,fixed_pocket_aimnet2025_minimized_v2,-645197.4469167101,-603285.1663392964,-645195.7011120807,1000,0.005681401584297419,False,-41955.74485542241,-41909.68297221922,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-41956.291078982526,-41956.91885292557,12.596214534250388,14.476811040389448,-32.82917325860941,391,0,7,0.001949308905750513,True,,9.0,9.0
50261,L4:O00767:50261,0,46,2,6.1675,Cn1nc(NC(=O)N2CCC(Cc3cc(F)cc(F)c3)CC2)ccc1=O,-8.17504,8.17504,-72.16085311381256,36.97830190139584,-38.30631430462811,-34463.56776375924,fixed_pocket_aimnet2025_minimized_v2,-637752.5629993957,-603285.1663392964,-637750.3952220622,942,0.001773582655005157,True,-34502.98714039284,-34464.26746934267,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-34503.400217100745,-34503.92239225085,9.525775180337378,12.041645025038267,-50.593432908436924,715,0,6,0.0019234841456636786,True,,6.0,4.0
77625,L4:O00767:77625,0,47,3,7.699,Cn1nc(NC(=O)N2CCC(Oc3cccc(C(F)(F)F)c3)CC2)ccc1=O,-9.3924,9.3924,-99.45244612689108,48.93368606476077,-52.77739644352496,-39209.34408835431,fixed_pocket_aimnet2025_minimized_v2,-642499.1908606928,-603285.1663392964,-642496.7990721717,709,0.0016437923768535256,True,-39253.27703736373,-39209.71185515543,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-39253.91618012748,-39254.667819443996,14.738982274050603,17.33321440982918,-67.3802494430113,387,0,7,0.001969825942069292,True,,1.0,1.0
78807,L4:O00767:78807,0,44,4,6.3768,Cn1nc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)ccc1=O,-8.60527,8.60527,-95.57733487313227,40.872175168287605,-51.119071203010456,-42545.68546260903,fixed_pocket_aimnet2025_minimized_v2,-645835.210042881,-603285.1663392964,-645833.0685346378,701,0.00199578027240932,True,-42583.82822157677,-42545.89907807199,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42584.39231651413,-42585.334121994914,13.008338284065445,21.71855033673393,-60.8504462523329,1000,0,6,0.00538779329508543,False,,2.0,2.0
95360,L4:O00767:95360,0,49,5,7.301,Cc1cc(NC(=O)N2CCC(Cc3cc(F)cc(F)c3)CC2)nn(C)c1=O,-8.62532,8.62532,-61.35710923953169,28.12727123394132,-34.67915683930367,-35532.81033734411,fixed_pocket_aimnet2025_minimized_v2,-638821.4436495573,-603285.1663392964,-638819.4805072127,741,0.0019480970222502947,True,-35573.574188560015,-35533.61661417988,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35574.058848350454,-35574.663457972216,11.17652027901396,13.942629101483144,-36.23795985903458,652,0,7,0.0018574463902041316,True,,7.0,8.0
96016,L4:O00767:96016,0,49,6,6.5086,Cc1cc(NC(=O)N2CCC(Cc3ccc(F)c(F)c3)CC2)nn(C)c1=O,-8.28593,8.28593,-60.42253231461117,41.02086065691971,-36.06725981287037,-35532.84867963956,fixed_pocket_aimnet2025_minimized_v2,-638821.4771703167,-603285.1663392964,-638819.5790433502,1000,0.00951151829212904,False,-35573.61283573485,-35533.69066203051,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35573.99709094395,-35574.50284922133,8.861135628637115,11.663062946268283,-39.89833373970577,424,0,7,0.0018968171207234263,True,,8.0,7.0
130232,L4:O00767:130232,0,46,7,6.3565,Cn1nc(NC(=O)N2CCC(Cc3ccccc3Cl)CC2)ccc1=O,-7.19413,7.19413,-42.895478754740196,-2.8100202654269624,-17.834412203062207,-41569.05864271953,fixed_pocket_aimnet2025_minimized_v2,-644856.964402238,-603285.1663392964,-644854.9983553258,295,0.0019373716786503792,True,-41606.898971659735,-41569.93793892942,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-41607.45272130616,-41607.81079355021,12.769770207548243,8.257342110798787,-21.868366436393167,279,0,6,0.0019969341810792685,True,,10.0,10.0
131697,L4:O00767:131697,0,46,8,6.3565,Cn1nc(NC(=O)N2CCC(Cc3ccc(F)c(Cl)c3)CC2)ccc1=O,-8.81922,8.81922,-87.88820205252989,50.83113358362812,-42.379286392887856,-44268.7030044521,fixed_pocket_aimnet2025_minimized_v2,-647557.9068074058,-603285.1663392964,-647555.7070835413,355,0.0017614943208172917,True,-44308.43807067469,-44268.929274953945,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-44308.87584807655,-44309.781440845196,10.095386714701345,20.883465356504768,-56.90934998132377,693,0,6,0.0019095162861049175,True,,3.0,3.0
138397,L4:O00767:138397,0,48,9,6.1427,Cn1cc(-c2nc(N3CCC(Cc4cc(F)cc(F)c4)CC3)no2)ccc1=O,-8.9789,8.9789,-77.12018495384672,71.81176005307697,-40.795941443895664,-36535.97000999827,fixed_pocket_aimnet2025_minimized_v2,-639824.7112665722,-603285.1663392964,-639822.9054287521,563,0.0019945569802075624,True,-36577.37743822732,-36536.20067953637,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36577.87449990416,-36578.57523186496,11.462514573548743,16.15926289851638,-49.49840748178159,400,0,5,0.0015878671547397971,True,,5.0,6.0
