mol_id,ligand_pdb,pose_index,label,ligunity_rank,ligunity_score,formal_charge,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol,error
1001,3rsx,1,1,1,0.8251953125,0,-853305.1987445079,-825840.7872784227,-27472.105401488367,177.42636537228074,
1002,3rsx,2,1,1,0.8251953125,0,-853303.7259041545,-825840.7872784227,-27472.079659255567,210.797240797546,
1003,3rsx,3,1,1,0.8251953125,0,-853307.6597733236,-825840.7872784227,-27472.12044009787,121.02049122879367,
1004,3rsx,4,1,1,0.8251953125,0,-853307.6989488789,-825840.7872784227,-27472.11366817576,119.96091722726204,
1005,3rsx,5,1,1,0.8251953125,0,-853306.9274635784,-825840.7872784227,-27472.11635801417,137.81382004740064,
1006,3rsx,6,1,1,0.8251953125,0,-853305.4105760482,-825840.7872784227,-27472.11834606749,172.83992309039908,
1007,3rsx,7,1,1,0.8251953125,0,-853308.5625734067,-825840.7872784227,-27472.120478006425,100.20230092161094,
1008,3rsx,8,1,1,0.8251953125,0,-853311.0441221931,-825840.7872784227,-27472.114077719274,42.82883231092464,
1009,3rsx,9,1,1,0.8251953125,0,-853309.5349625073,-825840.7872784227,-27472.106558712545,77.45748901529603,
1010,3rsx,10,1,1,0.8251953125,0,-853312.4163845804,-825840.7872784227,-27472.116037639204,11.22890671962826,
1011,3rsx,11,1,1,0.8251953125,0,-853309.1237866319,-825840.7872784227,-27472.117562445226,87.19318206192374,
1012,3rsx,12,1,1,0.8251953125,0,-853310.2597361094,-825840.7872784227,-27471.964151533666,57.45982513786805,
1013,3rsx,13,1,1,0.8251953125,0,-853309.2237542294,-825840.7872784227,-27472.119895371023,84.94167304476083,
1014,3rsx,14,1,1,0.8251953125,0,-853308.7184364822,-825840.7872784227,-27472.114813002172,96.47737491207515,
1015,3rsx,15,1,1,0.8251953125,0,-853310.3126256204,-825840.7872784227,-27472.11344513518,59.68295627845762,
1016,3rsx,16,1,1,0.8251953125,0,-853308.7062319705,-825840.7872784227,-27472.117088111463,96.81128290657546,
1017,3rsx,17,1,1,0.8251953125,0,-853303.6687246881,-825840.7872784227,-27472.115128429952,212.9337692087879,
1018,3rsx,18,1,1,0.8251953125,0,-853308.6557031599,-825840.7872784227,-27472.11401364428,97.9056060625572,
1019,3rsx,19,1,1,0.8251953125,0,-853307.194446776,-825840.7872784227,-27472.115387948576,131.63467100661993,
1020,3rsx,20,1,1,0.8251953125,0,-853308.858504925,-825840.7872784227,-27472.118859561506,93.34063576254043,
1021,3rsx,21,1,1,0.8251953125,0,-853312.0325491152,-825840.7872784227,-27471.99441668612,17.27571701776,
1022,3rsx,22,1,1,0.8251953125,0,-853311.6610939828,-825840.7872784227,-27471.96859911305,25.24630848894061,
1023,3rsx,23,1,1,0.8251953125,0,-853311.6786983198,-825840.7872784227,-27472.117502006116,28.27412511949787,
