mol_id,ligand_pdb,pose_index,label,ligunity_rank,ligunity_score,formal_charge,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol,error
1001,3e92,1,1,1,0.77294921875,0,-767848.3893643774,-737145.8505461926,-30702.790806307174,5.810984149851364,
1002,3e92,2,1,1,0.77294921875,0,-767841.9789572079,-737145.8505461926,-30702.98427577196,158.09999714206566,
1003,3e92,3,1,1,0.77294921875,0,-767856.7206210805,-737145.8505461926,-30702.801314308042,-186.0700392850729,
1004,3e92,4,1,1,0.77294921875,0,-767853.3275922692,-737145.8505461926,-30702.75968266902,-108.78498449391998,
1005,3e92,5,1,1,0.77294921875,0,-767847.6331710821,-737145.8505461926,-30702.903885855056,25.856892126471102,
1006,3e92,6,1,1,0.77294921875,0,-767838.1737473772,-737145.8505461926,-30702.687287999972,239.00151972595614,
1007,3e92,7,1,1,0.77294921875,0,-767831.0941141112,-737145.8505461926,-30702.800899578924,404.8816865322445,
1008,3e92,8,1,1,0.77294921875,0,-767852.1534483139,-737145.8505461926,-30702.733040406103,-82.32296683267813,
1009,3e92,9,1,1,0.77294921875,0,-767843.2580306537,-737145.8505461926,-30702.83256758628,125.10538889357485,
1010,3e92,10,1,1,0.77294921875,0,-767839.1375571806,-737145.8505461926,-30702.49276186405,212.28965839420587,
1011,3e92,11,1,1,0.77294921875,0,-767837.2329950792,-737145.8505461926,-30702.821488274927,263.79051494998544,
1012,3e92,12,1,1,0.77294921875,0,-767842.2930874085,-737145.8505461926,-30702.753371371604,145.53120065610597,
1013,3e92,13,1,1,0.77294921875,0,-767844.9547855563,-737145.8505461926,-30702.204714431144,71.49865359068035,
1014,3e92,14,1,1,0.77294921875,0,-767835.701597767,-737145.8505461926,-30701.73419429242,274.03178102838376,
1015,3e92,15,1,1,0.77294921875,0,-767824.907107131,-737145.8505461926,-30702.648224009867,544.0366746642594,
1016,3e92,16,1,1,0.77294921875,0,-767831.748435155,-737145.8505461926,-30701.76555783925,365.917137094774,
1017,3e92,17,1,1,0.77294921875,0,-767838.362378434,-737145.8505461926,-30702.654074503756,233.88566279999768,
1018,3e92,18,1,1,0.77294921875,0,-767842.4954295326,-737145.8505461926,-30702.713398708696,139.94328892085753,
1019,3e92,19,1,1,0.77294921875,0,-767844.1616572153,-737145.8505461926,-30702.82225479066,104.02944663139456,
1020,3e92,20,1,1,0.77294921875,0,-767825.7324081218,-737145.8505461926,-30701.27125127492,493.2510360747247,
1021,3e92,21,1,1,0.77294921875,0,-767847.9488939054,-737145.8505461926,-30702.760423435546,15.26782887247507,
1022,3e92,22,1,1,0.77294921875,0,-767829.7693507539,-737145.8505461926,-30702.636353983267,431.63694371832173,
1023,3e92,23,1,1,0.77294921875,0,-767843.9951866878,-737145.8505461926,-30702.746974243517,106.13233753586246,
1024,3e92,24,1,1,0.77294921875,0,-767846.0737072981,-737145.8505461926,-30702.800206615324,59.42808124023544,
1025,3e92,25,1,1,0.77294921875,0,-767791.5851168789,-737145.8505461926,-30702.745854212637,1314.711430645463,
1026,3e92,26,1,1,0.77294921875,0,-767855.0178900827,-737145.8505461926,-30702.870139254923,-145.21698868781326,
1027,3e92,27,1,1,0.77294921875,0,-767847.7262764287,-737145.8505461926,-30701.133657409544,-17.112605909696992,
1028,3e92,28,1,1,0.77294921875,0,-767845.316426859,-737145.8505461926,-30702.044953300334,59.47482783361589,
1029,3e92,29,1,1,0.77294921875,0,-767845.710666538,-737145.8505461926,-30702.902463271,70.15809455354704,
