layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L4,Q99705,17978,9.3565,-2,-10.44016,,-66.20243301837952,-48.679353099514266,-753562.8403803358,-710718.0053233003,-42841.964247829084,-753558.9114810938,410,0.001973992446437478,True,3.2209597411832496,2.881519519334885
L4,Q99705,30174,8.3872,-2,-8.55206,,-55.03363858910255,-44.813821882858626,-745615.873155524,-710718.0053233003,-34895.481347783185,-745612.1988505549,459,0.0019037515157833695,True,2.755185788962597,2.7639131988684236
L4,Q99705,54330,9.1938,-2,-9.03148,,-65.58706668756713,-8.094673496474103,-752019.0538832739,-710718.0053233003,-41298.204435576845,-752013.5658756219,1000,0.03614790365099907,False,2.8700634321349985,2.900759212276367
L4,Q99705,55671,7.3872,-2,-9.52076,,-59.67904653456546,-34.47560261890477,-748348.3914249288,-710718.0053233003,-37627.79817323356,-748344.5644745388,533,0.0016353566898033023,True,2.9581566969938744,3.0662861538276283
L4,Q99705,66091,9.1871,-2,-9.40932,,-68.94998122346988,-39.51611688487809,-752434.7925753556,-710718.0053233003,-41713.79729788212,-752430.6636664679,714,0.0018747515277937055,True,3.1603276645887157,2.8966805731502947
L4,Q99705,87356,9.3279,-2,-8.83095,,-64.32172586825192,-36.312410115668115,-751364.1814051459,-710718.0053233003,-40643.38682782009,-751358.8779305347,857,0.0017263907939195633,True,2.8524093074097565,2.86964301169458
L4,Q99705,93256,7.0044,-2,-9.1873,,-64.52625838464002,-43.40209168453135,-746204.6306925395,-710718.0053233003,-35483.827245844324,-746200.9069369498,747,0.0015903632156550884,True,2.9576955376530045,2.903882448608419
L4,Q99705,106648,7.6576,-2,-9.00988,,-55.24867596250367,-43.4181769533878,-746302.3104191957,-710718.0053233003,-35581.90928655177,-746299.0031713063,556,0.0010013302089646459,True,2.8197939627952198,3.1187341896894134
L4,Q99705,121682,9.4089,-2,-8.92534,,-78.90381103761338,-50.84002297823955,-753469.9700164691,-710718.0053233003,-42748.543100081966,-753462.4336125937,706,0.0014485748251900077,True,2.8184248437356514,2.774604356380034
L4,Q99705,124879,9.3279,-2,-9.75805,,-59.79904906251517,-42.02429549492075,-748342.7741576766,-710718.0053233003,-37622.17570217925,-748339.1594894176,596,0.0018015059176832438,True,3.1507039153529828,2.89482089313787
