mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank
17978,L4:Q99705:17978,0,72,0,9.3565,CCc1cc(ccc1OCCN1CCC2(COC2)CC1)N1CC=C(Oc2ccc(cc2)C2CC2)C1=O |t:25|,-9.03536,9.03536,-262.3703711122376,59.77156283341043,-79.37163608429847,-42838.36713378741,fixed_pocket_aimnet2025_minimized_v2,-353819.1816675229,-310969.4440906716,-353811.25310436,509,0.0012855534441769123,True,-42887.77603526198,-42838.3601207284,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42889.1913817176,-42890.25843436044,32.63866463676952,24.606818507922817,-205.12488796754525,1000,0,10,0.002888911636546254,False,,1.0,1.0
30174,L4:Q99705:30174,0,51,1,8.3872,COc1cc(N2CC=C(Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCO,-8.01756,8.01756,-247.90294286208035,59.3700197168301,-67.1451268962955,-34892.36419748047,fixed_pocket_aimnet2025_minimized_v2,-345870.9827612545,-310969.4440906716,-345864.71997643413,691,0.0019163937540724874,True,-34930.250306604314,-34890.78858152675,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-34930.78438465323,-34936.45148461503,12.316132392246885,130.68642972998748,-104.90038073984599,1000,0,10,0.005029866937547922,False,,3.0,5.0
54330,L4:Q99705:54330,0,62,2,9.1938,COc1cc(N2CC=C(Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCN1CC[C@@H](F)C1,-8.76883,8.76883,-123.59143578841152,52.951722140955525,-68.65359105129018,-41295.727588410526,fixed_pocket_aimnet2025_minimized_v2,-352272.5229244377,-310969.4440906716,-352268.14878056105,1000,0.003673374652862549,False,-41344.82397157475,-41297.719401861184,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-41345.279827255414,-41346.43542840411,10.512281727857463,26.648795562652687,-86.43035849790138,1000,0,10,0.007537631783634424,False,,6.0,9.0
55671,L4:Q99705:55671,0,65,3,7.3872,"O[C@@H]1CCN(CCO[C@H]2CC[C@@H](CC2)N2CC=C(Oc3ccc(cc3)C3CC3)C2=O)C1 |r,wU:11.14,wD:8.7,1.0,t:17,(11.77,-.73,;10.44,-1.5,;9.19,-2.41,;7.95,-1.5,;8.42,-.04,;7.33,1.05,;5.85,.65,;4.76,1.74,;3.27,1.34,;2.18,2.43,;.69,2.03,;.29,.55,;1.38,-.54,;2.87,-.14,;-1.19,.15,;-2.1,-1.1,;-3.56,-.62,;-3.56,.92,;-4.9,1.69,;-6.23,.92,;-6.23,-.62,;-7.56,-1.39,;-8.9,-.62,;-8.9,.92,;-7.56,1.69,;-10.23,-1.39,;-11.77,-1.39,;-11,-2.73,;-2.1,1.39,;-1.33,2.73,;9.96,-.04,)|",-8.74739,8.74739,-242.94482524564566,61.69930195060238,-67.43113074196982,-37625.57372093388,fixed_pocket_aimnet2025_minimized_v2,-348604.27852540504,-310969.4440906716,-348597.9419021881,435,0.0015374078648164868,True,-37667.31782336021,-37624.29935000648,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-37668.975205556715,-37672.59017272108,38.220141416158214,83.36312319996142,-121.36156062952602,964,0,9,0.0014592758379876614,True,,4.0,3.0
66091,L4:Q99705:66091,0,66,4,9.1871,COc1cc(N2CC=C(Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCN1CCC[C@@H]1CO,-7.73177,7.73177,-117.05118087216378,48.47087944441816,-68.2422596015888,-41710.927752915624,fixed_pocket_aimnet2025_minimized_v2,-352688.1404938712,-310969.4440906716,-352683.3311080463,523,0.0015544240595772862,True,-41761.75070678295,-41713.62058359061,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-41762.17236787782,-41762.82559130261,9.723735846595961,15.063690031361068,-92.26375499420676,781,0,12,0.0010909822303801775,True,,8.0,7.0
87356,L4:Q99705:87356,0,63,5,9.3279,COC1CN(CCOc2ccc(cc2OC)N2CC=C(Oc3ccc(cc3)C3CC3)C2=O)C1 |t:19|,-7.54039,7.54039,-115.6726871480193,81.20969617868494,-63.47625897869291,-40639.758648030984,fixed_pocket_aimnet2025_minimized_v2,-351617.49111617537,-310969.4440906716,-351611.9553298138,610,0.001933470368385315,True,-40689.928012546734,-40643.03098304035,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-40690.20129859195,-40691.122823481535,6.302125917146169,21.250868793387035,-88.1196924374861,1000,0,12,0.006720304489135742,False,,9.0,8.0
93256,L4:Q99705:93256,0,58,6,7.0044,COc1cc(ccc1CN1CCCC1)N1CC=C(Oc2ccc(cc2)C2CC2)C1=O |t:18|,-8.68599,8.68599,-250.85800008586358,53.99900625276107,-59.7266434326415,-35481.31680827325,fixed_pocket_aimnet2025_minimized_v2,-346460.52978962666,-310969.4440906716,-346453.3508913367,1000,0.0026587187312543392,False,-35520.79469517387,-35480.20746648944,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35522.604714328314,-35525.91575974062,41.740033285382744,76.35452109990067,-132.76344570058018,1000,0,8,0.005747126881033182,False,,2.0,2.0
106648,L4:Q99705:106648,0,64,7,7.6576,"O=C1N(CC=C1Oc1ccc(cc1)C1CC1)[C@H]1CC[C@@H](CC1)OCCN1CCCC1 |r,wU:16.18,wD:19.25,c:4,(-.66,2.73,;-1.43,1.39,;-.53,.15,;-1.43,-1.1,;-2.9,-.62,;-2.9,.92,;-4.23,1.69,;-5.56,.92,;-5.56,-.62,;-6.9,-1.39,;-8.23,-.62,;-8.23,.92,;-6.9,1.69,;-9.56,-1.39,;-11.1,-1.39,;-10.33,-2.73,;.96,.55,;1.36,2.03,;2.85,2.43,;3.94,1.34,;3.54,-.14,;2.05,-.54,;5.42,1.74,;6.51,.65,;8,1.05,;9.09,-.04,;8.61,-1.5,;9.86,-2.41,;11.1,-1.5,;10.63,-.04,)|",-8.2483,8.2483,-223.80984909595068,75.714852933267,-69.01074512162567,-35579.042849450954,fixed_pocket_aimnet2025_minimized_v2,-346557.9666856359,-310969.4440906716,-346551.4795292678,651,0.0014046267606317997,True,-35619.39805636913,-35578.81728133777,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35621.31171229112,-35624.48152296731,44.12995392043111,73.09757071229862,-106.58232446322094,1000,0,8,0.012953896075487137,False,,5.0,4.0
121682,L4:Q99705:121682,0,67,8,9.4089,COc1cc(N2CC=C(Oc3ccc(C4CC4)cc3)C2=O)ccc1OCCN1CC(O)(C2CC2)C1,-8.42125,8.42125,-115.16188413864164,62.38915972620508,-71.22582973050126,-42742.52063838618,fixed_pocket_aimnet2025_minimized_v2,-353722.4968728381,-310969.4440906716,-353715.0533733629,552,0.0015239162603393197,True,-42797.47316371721,-42748.058890218046,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42798.09839330475,-42799.2351097524,14.418136808546135,26.213304010980544,-74.53044331911497,1000,0,12,0.006721727550029755,False,,10.0,10.0
124879,L4:Q99705:124879,0,64,9,9.3279,CCc1cc(ccc1OCCN1CCCC1)N1CC=C(Oc2ccc(cc2)C2CC2)C1=O |t:20|,-8.5545,8.5545,-118.87009101446458,121.3671919893935,-81.40102608812222,-37619.43679179869,fixed_pocket_aimnet2025_minimized_v2,-348596.40956433275,-310969.4440906716,-348592.41076505097,421,0.001401338609866798,True,-37665.64634095979,-37621.81077864316,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-37665.844204187444,-37666.61530443509,4.56283442517568,17.781994142964503,-96.52526244632439,1000,0,10,0.006994445808231831,False,,7.0,6.0
