mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
15824,0,L1,P06239,6.0,CN(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)ccc(Cl)c3F)c2F)c(-c2ccnc(NC3CC3)n2)s1,0,-7.82404,7.82404,-335174.543506206,-254549.86951088835,-80623.5275837189,-26.436879506825544
16292,1,L1,P06239,8.684,CC#CC(=O)N1CCC[C@H](C1)n1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc12 |r|,0,-7.7817,7.7817,-294961.9655860138,-254549.86951088835,-40412.58071566323,11.176076302201318
16940,2,L1,P06239,6.2907,CN1CCN(CC1)C2CCN(CC2)c3ccc(c(c3)OC)Nc4ncc(c(n4)Nc5ccccc5P(=O)(C)C)Cl,0,-7.27125,7.27125,-321628.8034144851,-254549.86951088835,-67077.12500237448,-41.71425315752411
18189,3,L1,P06239,7.301,Cc1ncc2c(C(N)=O)c(N)n(-c3c(C)c(O)cc(F)c3C)c2n1,0,-7.14998,7.14998,-285685.9543901398,-254549.86951088835,-31135.910429509655,-4.022906614238729
31540,4,L1,P06239,7.301,Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2cnc(NCCO)nc21,0,-7.54571,7.54571,-287609.5032930988,-254549.86951088835,-33058.95764443475,-15.592107517105804
43152,5,L1,P06239,8.8239,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)nccc2Cl)cc(n1)N1CCN(CCO)CC1,0,-7.07122,7.07122,-316135.1699509259,-254549.86951088835,-61584.563327723015,-16.998213786205856
72037,6,L1,P06239,8.585,CN(C)C\C=C\C(=O)N1CCC(CC1)n1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc12,0,-8.22696,8.22696,-298643.97967398353,-254549.86951088835,-44093.74696272758,-8.37559944903926
72174,7,L1,P06239,8.8239,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,0,-7.38257,7.38257,-315698.4552660614,-254549.86951088835,-61148.903264674824,7.32194305212817
102288,8,L1,P06239,7.1249,COc1cc(F)c(C)c(-n2c(N)c(C(N)=O)c3cc(C)c(C)nc32)c1C,0,-7.52234,7.52234,-287390.0970976352,-254549.86951088835,-32839.33758676113,-20.523887240038277
104832,9,L1,P06239,7.301,Cc1cc2c(C(N)=O)c(N)n(-c3c(C)cc(F)c(O)c3Cl)c2nc1C,0,-8.20561,8.20561,-297757.31318304274,-254549.86951088835,-43206.97669420019,-10.768767448716739
