layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,P18825,14322,9.1308,0,-10.13739,,-54.72257194953993,-36.166346157625135,-781135.3180750627,-724034.1325233827,-57098.81255636564,-781132.6404993578,374,0.0017090518958866596,True,2.86389706556177,2.7697001739317804
L2,P18825,42511,6.3979,0,-8.97473,,-60.18102080604781,-32.933176239196946,-769302.0254174856,-724034.1325233827,-45265.28319804335,-769299.9879082203,605,0.0019443945493549109,True,3.140118395725583,2.7747593708127973
L2,P18825,61015,6.1938,0,-10.45023,,-75.56689661803165,-43.460294168370396,-775335.1184411693,-724034.1325233827,-51297.70902700443,-775332.4618867594,490,0.0017859492218121886,True,2.913082749323197,2.7170226636426142
L2,P18825,66479,8.1427,0,-9.51761,,-67.21109222065446,-49.70272264128752,-781370.7600897644,-724034.1325233827,-57333.713017572445,-781368.6361449951,339,0.0019148567225784063,True,3.097161729526861,2.787049783764362
L2,P18825,93624,6.2441,0,-9.24769,,-64.44442879349168,-43.62340035002261,-773070.8614306439,-724034.1325233827,-49033.93433233327,-773069.026578116,659,0.0019103013910353184,True,3.115206638737391,2.8658294644318136
L2,P18825,126879,7.6021,0,-9.51047,,-61.96430894870481,-38.804525813876694,-772666.2299570047,-724034.1325233827,-48629.41040686947,-772663.7120645316,534,0.001869533327408135,True,2.962473559105498,2.9565351697268087
L2,P18825,129391,7.6536,0,-9.08687,,-61.328913586298164,-44.82528330619619,-771565.2067069794,-724034.1325233827,-47528.41471019497,-771562.7075232439,1000,0.00853443332016468,False,3.2561952813758865,3.0732924179106056
L2,P18825,134891,6.1938,0,-9.32591,,-73.48823410725615,-43.217325528131106,-783216.2170395904,-724034.1325233827,-59178.897764763315,-783213.6821218529,900,0.001943552982993424,True,3.01241154862145,2.9034031614966804
L2,P18825,136971,7.0706,0,-9.23156,,-56.3590861791453,-47.59046306406561,-767234.8476695643,-724034.1325233827,-43198.271184893594,-767232.943258533,402,0.0015614833682775497,True,3.028010946895647,2.978078765752283
L2,P18825,144176,6.0969,0,-9.43909,,-72.83328674656794,-40.59282916739522,-768305.0089318649,-724034.1325233827,-44267.71805824345,-768301.8709238266,1000,0.00675966776907444,False,3.0794890289670542,2.829780633907012
