mol_id,paff,smiles,formal_charge,n_atoms
14322,9.1308,FC1CN(CCC1N1CCCC2(CC2(F)F)C1)c1ncc(s1)C(=O)NCc1ncc(F)cc1F,0,58
42511,6.3979,C[C@@H]1CCCN(C1)C1CCN(CC1)c1ncc(s1)C(=O)NCc1ccncc1F |r|,0,57
61015,6.1938,C[C@@H]1CCCN(C1)C1CCN(CC1)c1ncc(s1)C(=O)NCc1ccc(cc1)C(F)(F)F |r|,0,61
66479,8.1427,C[C@@H]1CCCN(C1)C1CCN(CC1)c1ncc(s1)C(=O)NCc1cc(Cl)ccc1F |r|,0,58
93624,6.2441,CC1(C)CCCN(C1)C1CCN(CC1)c1ncc(s1)C(=O)NCc1ncc(F)cc1F,0,60
126879,7.6021,CC(NC(=O)C1(N2CCC(N3CCC[C@H](C)C3)CC2)NC=CS1)c1cc(F)ccc1F,0,63
129391,7.6536,C[C@@H]1CCCN(C1)C1CCN(CC1)c1ncc(s1)C(=O)NCc1cc(F)ccc1F |r|,0,58
134891,6.1938,Fc1cnc(CNC(=O)c2cnc(s2)N2CCC(CC2)N2CCCC(C2)OCC(F)(F)F)c(F)c1,0,61
136971,7.0706,C[C@@H]1CCCN(C1)C1CCN(CC1)c1ncc(s1)C(=O)N(C)Cc1ccccc1 |r|,0,61
144176,6.0969,Cc1ccc([C@@H](C)NC(=O)c2cnc(N3CCC(N4CCC[C@@H](C)C4)CC3)s2)cc1,0,64
