layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,P49759,474,8.2757,-4,-8.35501,,-51.36287651092682,-41.91925566820082,-688926.1907582106,-526982.7393516536,-161941.22410142582,-688925.2144806457,310,0.001915979664772749,True,3.3614703672707043,3.2890390435276906
L1,P49759,1812,9.0,-4,-11.34079,,-65.9267295941567,-23.665681432364362,-568527.506974451,-526982.7393516536,-41541.90876922296,-568524.2488815646,477,0.0015552809927612543,True,3.002300209846147,3.0070239597843353
L1,P49759,1813,6.0,-4,-9.34981,,-71.08879805966117,-45.75586370908807,-577815.9495615915,-526982.7393516536,-50830.1275078884,-577813.6010695223,460,0.0019737735856324434,True,2.8904050998160127,2.7437765620140033
L1,P49759,1814,6.0,-4,-8.61555,,-106.17953909496678,-56.59214718393308,-564211.6937508105,-526982.7393516536,-37224.35001855519,-564208.1639997474,846,0.0019022778142243624,True,3.0476401725391447,2.6528014055117737
L1,P49759,4296,7.585,-4,-9.20353,,-110.63485575199495,-39.50589152906796,-552328.2221024095,-526982.7393516536,-25340.685169338245,-552325.6452571717,469,0.0019723265431821346,True,2.9554483146870343,2.4179420476585314
L1,P49759,60031,7.4559,-4,-8.99566,,-49.35881793660688,-42.44822998400567,-555422.367055247,-526982.7393516536,-28437.48730266709,-555420.9817747102,265,0.001858425559476018,True,2.8650105844313183,2.746180202186538
L1,P49759,94228,6.8239,-4,-7.06279,,-55.03689139961278,-39.929273222377056,-576345.6363204614,-526982.7393516536,-49360.510343311995,-576344.1020220504,972,0.0017363334773108363,True,2.920007904378899,2.679326533022068
L1,P49759,114565,7.585,-4,-6.70429,,-37.48023968763919,-35.400517178060284,-557118.4620385725,-526982.7393516536,-30134.097389898096,-557117.6887767665,449,0.001972312107682228,True,2.837846906593308,2.9473985453948495
L1,P49759,135630,9.1739,-4,-9.56613,,-83.2356260486451,-29.998467785851034,-569525.2146621954,-526982.7393516536,-42538.8658721772,-569521.600644504,966,0.0014573298394680023,True,2.9521516192191055,2.7364553278497437
L1,P49759,142923,6.6216,-4,-10.71527,,-103.56775793675165,-61.325998332496276,-572623.4103355205,-526982.7393516536,-45636.179860815646,-572620.6735561598,413,0.0015425777528434992,True,3.065648708227954,2.740948366422283
