mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank
5257,L4:Q08828:5257,0,45,0,7.1549,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2cccc(C(F)(F)F)c2)n1,-9.31902,9.31902,-76.19009391245912,14.055411213571348,-38.139006337689665,-36590.23146635788,fixed_pocket_aimnet2025_minimized_v2,-370705.68316448474,-334111.90584527527,-370703.79117547965,301,0.0017758467001840472,True,-36631.576689607005,-36590.47340403486,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36632.13579978588,-36633.168476543055,12.893387022512291,23.814091752404178,-39.48261513754265,396,0,8,0.0019158795475959778,True,,9.0,9.0
8454,L4:Q08828:8454,0,54,1,6.7959,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2cccc(C(C)(C)C)c2)n1,-9.91535,9.91535,-95.19976124077084,49.16582018434151,-57.49258022356014,-31698.826514032182,fixed_pocket_aimnet2025_minimized_v2,-365815.23417575704,-334111.90584527527,-365813.2254735494,398,0.0019227429293096066,True,-31736.270903584536,-31699.200078111535,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-31736.596636328148,-31737.342249377652,7.511575514047078,17.194245391238088,-70.49394033548568,779,0,11,0.0018894332461059093,True,,1.0,1.0
58941,L4:Q08828:58941,0,45,2,6.5686,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2ccc(C(F)(F)F)cc2)n1,-9.84781,9.84781,-76.67106089109006,31.95087793594555,-34.17536985720652,-36590.38258383908,fixed_pocket_aimnet2025_minimized_v2,-370705.99819522863,-334111.90584527527,-370703.77041341533,295,0.0017889485461637378,True,-36631.71424383531,-36590.76757807656,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36632.22493455462,-36632.857990912424,11.776807759330119,14.598626418553218,-50.29562671320672,453,0,8,0.0019876034930348396,True,,8.0,8.0
60610,L4:Q08828:60610,0,51,3,6.9586,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCC2CCC(C)CC2)n1,-9.47349,9.47349,-78.12853358603027,57.73985604241395,-27.37275024412027,-28589.795096158883,fixed_pocket_aimnet2025_minimized_v2,-362705.55277165154,-334111.90584527527,-362702.8879362291,337,0.001662022084929049,True,-28623.519879689386,-28590.258952501586,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-28623.786199968035,-28624.44040926163,6.141491524067503,15.086424706207598,-56.90061735575517,382,0,8,0.0019926519598811865,True,,7.0,5.0
64492,L4:Q08828:64492,0,48,4,6.699,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2ccc3ccccc3c2)n1,-10.50835,10.50835,-91.62926870811852,43.033422585414726,-45.11696540911847,-31599.793856504093,fixed_pocket_aimnet2025_minimized_v2,-365716.7402333954,-334111.90584527527,-365713.65615857043,576,0.001994774444028735,True,-31637.91183843339,-31600.8609669603,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-31638.442607204855,-31639.40311162436,12.239818641406321,22.149758107516316,-57.23969195919588,691,0,7,0.0018794769421219826,True,,3.0,4.0
67558,L4:Q08828:67558,0,48,5,6.6021,CCc1cc(=O)[nH]c(-n2nc(C)cc2NC(C)c2cccc(C(F)(F)F)c2)n1,-9.42347,9.42347,-75.82330535157854,6.968210010078797,-36.94743870552384,-37659.49197035172,fixed_pocket_aimnet2025_minimized_v2,-371774.9391236356,-334111.90584527527,-371773.0000082105,335,0.001642850344069302,True,-37702.05903500347,-37659.7452686431,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-37702.55321274354,-37703.67270565238,11.396009411815662,25.816119770294172,-38.6111761694687,725,0,9,0.0014220556477084756,True,,10.0,10.0
74153,L4:Q08828:74153,0,48,6,6.8239,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCCC2CCCC2)n1,-8.59696,8.59696,-79.37749124534918,19.12474287397602,-35.33557299802136,-27519.508156030333,fixed_pocket_aimnet2025_minimized_v2,-361635.69655020937,-334111.90584527527,-361632.9462967765,606,0.0019788099452853203,True,-27552.348164495223,-27520.348571129285,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-27552.751021074302,-27553.6091620564,9.290093410742944,19.789201163088077,-50.298196671518156,365,0,8,0.0019489825936034322,True,,6.0,7.0
81371,L4:Q08828:81371,0,51,7,6.7696,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2cccc(C(C)C)c2)n1,-9.64588,9.64588,-89.64143840430839,41.35519140973283,-52.63306609180863,-30629.617094555244,fixed_pocket_aimnet2025_minimized_v2,-364745.8032096135,-334111.90584527527,-364743.8053255951,347,0.001965304370969534,True,-30665.86859321892,-30630.01014365887,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-30666.152311206915,-30666.93130305839,6.5426922326136285,17.963978850611813,-65.13476732108295,758,0,10,0.0019157467177137733,True,,4.0,3.0
84111,L4:Q08828:84111,0,49,8,7.1549,CCc1cc(=O)[nH]c(-n2nc(C)cc2NCc2ccc(C3CC3)cc2)n1,-9.68811,9.68811,-93.94925198143189,33.62393920817813,-43.63190136985313,-30594.062879868867,fixed_pocket_aimnet2025_minimized_v2,-364712.12319766305,-334111.90584527527,-364707.8607834634,585,0.0018628939287737012,True,-30631.9774640312,-30596.143327231424,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-30632.399660143758,-30633.18123690661,9.73607364755888,18.023588323063606,-66.1895900108094,439,0,8,0.0019095541210845113,True,,2.0,2.0
97025,L4:Q08828:97025,0,48,9,6.3768,CCc1cc(=O)[nH]c(-n2nc(C)cc2N[C@@H](C)c2cccc(C)c2)n1,-8.50965,8.50965,-80.87730833804585,16.95626555805348,-45.15179206103908,-29560.426989034713,fixed_pocket_aimnet2025_minimized_v2,-363676.30394862604,-334111.90584527527,-363674.2908013276,249,0.001743601867929101,True,-29595.375342795072,-29560.890931321206,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-29595.86276305309,-29596.621926530723,11.240178173629003,17.50672568720754,-52.13040447720931,620,0,9,0.0018177106976509094,True,,5.0,6.0
