mol_id,paff,smiles,formal_charge,n_atoms
8598,6.0,NC/C=C(F)CS(=O)(=O)c1ccc2ccccc2n1,0,32
25837,6.0,NC/C=C(F)CS(=O)(=O)c1ccc(Cl)cc1Cl,0,27
45467,6.0,Cc1cccnc1S(=O)(=O)C/C(F)=C/CN,0,29
49858,6.0,NC/C=C(F)CS(=O)(=O)c1cc(Cl)cc(Cl)c1,0,27
54489,6.0,CC(C)NS(=O)(=O)c1ccc(COc2ccccc2S(=O)(=O)C/C(F)=C/CN)cc1,0,55
82563,6.0,CN(C)S(=O)(=O)c1ccc(COc2ccccc2S(=O)(=O)C/C(F)=C/CN)cc1,0,52
99310,6.0,Cc1nc2c(S(=O)(=O)C/C(F)=C/CN)cccc2s1,0,32
99356,6.0,NC/C=C(F)CS(=O)(=O)c1ccccc1OCc1ccccc1,0,41
143994,6.0,Cc1cc(S(=O)(=O)C/C(F)=C/CN)ccn1,0,29
146616,6.0,Cc1ccncc1S(=O)(=O)C/C(F)=C/CN,0,29
