mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
3228,0,L1,O95271,6.0,COCC(=O)Nc1ccc2c(=O)[nH]c(-c3ccc(C(F)(F)F)cc3)nc2c1,0,-9.48643,9.48643,-291787.77580035746,-254106.26126885088,-37681.568014843666,1.2333550531319435
9152,1,L1,O95271,6.0,COCC(=O)Nc1ccc2c(=O)[nH]c(-c3ccc(OCCN(C)C)cc3)nc2c1,0,-7.40216,7.40216,-290445.7407824691,-254106.26126885088,-36339.78280599646,6.994088395008731
9726,2,L1,O95271,7.0862,CC(=O)Nc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc2c1,0,-10.37612,10.37612,-284752.61854201346,-254106.26126885088,-30645.87847147996,-11.041429103367976
32927,3,L1,O95271,6.1918,c1ccc2c(c1)C(=NNC2=O)Cc3ccc(c(c3)C(=O)N4CCN(CC4)C(=O)C5CC5)F,0,-11.69318,11.69318,-294212.07622896053,-254106.26126885088,-40105.47418794263,-7.858392856973097
33996,4,L1,O95271,6.0,COCC(=O)Nc1ccc2c(=O)[nH]c(-c3ccc(C(C)O)cc3)nc2c1,0,-9.25751,9.25751,-286799.72208735015,-254106.26126885088,-32693.25259329368,-4.801787313001413
39496,5,L1,O95271,7.2676,CNC(=O)c1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,0,-9.97849,9.97849,-284752.3370842321,-254106.26126885088,-30645.678425536702,-9.164027516246035
67393,6,L1,O95271,6.52,CC(C(=O)NCc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12)N(C)C,0,-9.10036,9.10036,-290540.7227449306,-254106.26126885088,-36434.37702772712,-1.9474252742186642
67395,7,L1,O95271,6.1701,COCC(=O)Nc1ccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc2c1,0,-8.62418,8.62418,-287869.97863709007,-254106.26126885088,-33763.79112482966,1.700867382380355
67397,8,L1,O95271,7.2441,CC(=O)Nc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12,0,-11.57511,11.57511,-284752.8925886137,-254106.26126885088,-30646.062229798386,-13.123526344046342
67399,9,L1,O95271,7.3,CC(C)(C)c1ccc(-c2nc3c(NC(=O)C(O)CO)cccc3c(=O)[nH]2)cc1,0,-11.16524,11.16524,-288941.8896413302,-254106.26126885088,-34834.90464872442,-16.689466266650427
