mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank
458,L2:P43405:458,0,50,0,7.1367,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)NCCN)n(C)n3)n2)c1,-7.60639,7.60639,-182.57743305684443,-16.7105269408651,-19.78768214976287,-32538.962946247968,fixed_pocket_aimnet2025_minimized_v2,-316529.6334647458,-283982.85090283223,-316522.67192419164,916,0.0018872445216402411,True,-32576.964141890414,-32538.86525507432,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-32577.627649933114,-32578.81245387941,15.300858954693293,27.322228073478826,-139.95434602867232,773,0,11,0.0018391761695966125,True,,1.0,1.0
7613,L2:P43405:7613,0,45,1,7.6778,Cc1cc2nc(-c3n[nH]cc3Nc3ncnc4c3ccn4C)[nH]c2cc1C,-8.45843,8.45843,-65.49027720504354,37.93548246846793,-27.072843973624103,-31899.40447743867,fixed_pocket_aimnet2025_minimized_v2,-315885.98038928054,-283982.85090283223,-315883.4293698991,845,0.0019678096286952496,True,-31937.992334628518,-31900.289559240762,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-31938.92989011965,-31939.665347830898,21.620543247090676,16.96005772765935,-26.90967623029351,254,0,6,0.001987205818295479,True,,8.0,10.0
16711,L2:P43405:16711,0,75,2,8.0605,Cc1ncc(C2CN3C=CNC3C(NC3C=CC(N4CCN(C5COC5)CC4)=C(OCCO)C3)=N2)nc1N,-6.90394,6.90394,-146.48516240483525,-13.36532190790277,-80.48215738839122,-47085.58147588612,fixed_pocket_aimnet2025_minimized_v2,-331077.6809719809,-283982.85090283223,-331071.92241538095,611,0.0007834742427803576,True,-47143.423587657955,-47088.47787129628,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-47144.14363102366,-47145.54033382509,16.604594474968135,32.208731757544484,-97.67183617232263,454,0,11,0.0019581320229917765,True,,2.0,3.0
33947,L2:P43405:33947,0,63,3,6.618,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)NCCN4CCCCC4)n(C)n3)n2)c1,-7.94204,7.94204,-95.67045946600818,-0.1497074607321228,-55.07687863765512,-37851.61814377387,fixed_pocket_aimnet2025_minimized_v2,-321839.10040819016,-283982.85090283223,-321836.85740611266,544,0.0018113844562321901,True,-37896.46973260635,-37852.10084158079,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-37896.75854799383,-37897.74231733981,6.66024105722456,22.686260057381805,-66.32395835140183,520,0,11,0.0018098788568750024,True,,4.0,4.0
40410,L2:P43405:40410,0,57,4,7.2291,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)N[C@@H]4CCCNC4)n(C)n3)n2)c1,-7.79444,7.79444,-60.8868093194986,-20.559878608745617,-26.81764586161315,-35713.49975162531,fixed_pocket_aimnet2025_minimized_v2,-319699.5418985429,-283982.85090283223,-319697.5135776482,526,0.001986186485737562,True,-35755.961896335655,-35714.05069376439,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35756.422500791814,-35757.14725463922,10.621791092245392,16.713220763483182,-33.55179746377003,456,0,9,0.0015198406763374805,True,,9.0,9.0
67215,L2:P43405:67215,0,55,5,6.7235,c1cnc2c(NC[C@H]3CCNC3)nc(-c3ccc(N4CCOCC4)cc3)cc2n1,-7.52742,7.52742,-79.55256054884367,19.77665920123189,-51.93472075033769,-34205.823966253985,fixed_pocket_aimnet2025_minimized_v2,-318193.9296396458,-283982.85090283223,-318190.9269717306,613,0.001513137947767973,True,-34247.83497508515,-34207.62901128522,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-34248.08494626651,-34248.61727430226,5.764472383981986,12.275776130112236,-61.512312034749456,421,0,5,0.0016118716448545456,True,,7.0,5.0
73311,L2:P43405:73311,0,60,6,7.0605,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)NCCN4CCCC4)n(C)n3)n2)c1,-7.54891,7.54891,-84.99346242136616,-9.24040352114038,-38.686069801060874,-36781.6641426221,fixed_pocket_aimnet2025_minimized_v2,-320769.61094216385,-283982.85090283223,-320766.1926322179,894,0.0018301279051229358,True,-36826.19161501502,-36783.07437396731,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36826.61021758616,-36827.281596648674,9.653204613765533,15.482368983590876,-59.85788882400975,656,0,11,0.0019721095450222492,True,,6.0,7.0
91792,L2:P43405:91792,0,60,7,6.7328,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)N[C@@H](C)CN4CC(F)(F)C4)n(C)n3)n2)c1,-7.32766,7.32766,-60.838335495467426,19.249636199479674,-32.130156464007605,-42179.90908695763,fixed_pocket_aimnet2025_minimized_v2,-326167.51103745657,-283982.85090283223,-326164.1532852441,547,0.0019934389274567366,True,-42230.217297597796,-42182.02193470202,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-42230.77957424098,-42231.27245293088,12.966407424191551,11.366052603214598,-36.50587546806128,641,0,12,0.0019427173538133502,True,,10.0,8.0
113757,L2:P43405:113757,0,58,8,7.6778,COc1cccc(Nc2nccc(-c3cc(C(=O)N[C@@H](C)CN4CCC4)n(C)n3)n2)c1,-7.08198,7.08198,-92.93720458035428,-3.701267537864097,-35.865520061499986,-37756.39018714592,fixed_pocket_aimnet2025_minimized_v2,-321745.36932648026,-283982.85090283223,-321740.7963661288,823,0.0019247386371716857,True,-37802.526310448164,-37758.48828502066,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-37803.08897777878,-37803.936519031835,12.975416890439456,19.54476560445955,-60.417022085455265,415,0,12,0.0019631998147815466,True,,5.0,6.0
130651,L2:P43405:130651,0,57,9,7.8761,Nc1cncc(C2CN3C=CNC3C(Nc3ccc(N4CCO[C@@H](CO)C4)cc3)=N2)n1,-8.19567,8.19567,-135.97394004506774,-0.0071495786346606,-69.09701440338256,-38192.131960264174,fixed_pocket_aimnet2025_minimized_v2,-322182.1117558067,-283982.85090283223,-322177.9791932318,372,0.0018299923976883292,True,-38238.39211317322,-38193.36446486421,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-38239.13994790708,-38240.03259472951,17.245478649622058,20.584924744516307,-98.14353665092938,579,0,7,0.0019907185342162848,True,,3.0,2.0
