layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L2,P43405,458,7.1367,0,-8.23225,,-59.64372305367093,-44.696892298487924,-566374.4796755575,-533832.3117286242,-32539.581550309435,-566372.6627989671,343,0.0015282745007425547,True,2.9941507589106915,2.8646812867297027
L2,P43405,7613,7.6778,0,-8.86331,,-60.836745949785374,-36.010796859349774,-565736.0398722965,-533832.3117286242,-31901.090012679244,-565733.2155989589,486,0.0019055664306506515,True,3.2054087226605708,2.593446020452633
L2,P43405,16711,8.0605,0,-8.00342,,-94.85914544391456,-19.70959800609407,-580925.217387121,-533832.3117286242,-47088.792176625575,-580919.7439824046,699,0.0018265435937792063,True,2.9926867243029145,2.4517184978065933
L2,P43405,33947,6.618,0,-7.8935,,-60.54520748527029,-48.96589829936233,-571687.8306692041,-533832.3117286242,-37852.89345189123,-571685.0109540346,600,0.001688967808149755,True,2.8583150865020883,2.897756601603885
L2,P43405,40410,7.2291,0,-8.63154,,-67.51547984467089,-44.92903953419069,-569549.5792932604,-533832.3117286242,-35714.33981633027,-569547.8015683669,550,0.001999731408432126,True,3.276702661553263,2.858689119514762
L2,P43405,67215,6.7235,0,-8.19159,,-54.94553913172285,-40.60723895187434,-568042.4392959399,-533832.3117286242,-34207.74490322918,-568039.4091992746,588,0.0019799626898020506,True,3.2785183591170997,3.0731450078131175
L2,P43405,73311,7.0605,0,-8.24537,,-61.961364801548044,-46.0096391971178,-570618.6101367967,-533832.3117286242,-36783.61150909034,-570616.83438819,437,0.001962153473868966,True,2.9729272997880325,2.9845075588622207
L2,P43405,91792,6.7328,0,-8.37726,,-68.04203544915049,-44.68681774326514,-576017.6469361573,-533832.3117286242,-42182.38462561505,-576014.0837684651,802,0.0017977551324293017,True,2.8553805661097234,2.9211980171043663
L2,P43405,113757,7.6778,0,-7.58488,,-51.831716069541066,-39.61279552013848,-571593.7847274421,-533832.3117286242,-37759.225362879246,-571590.3922497198,640,0.001832089968957007,True,2.8384901092709636,3.1246184392923597
L2,P43405,130651,7.8761,0,-8.63796,,-79.96810200961684,-49.51037693533947,-572029.8361994623,-533832.3117286242,-38194.05672572657,-572027.0049686022,394,0.001796942320652306,True,2.8890797571682607,2.864109041472493
