layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L3,Q92830,12327,7.6108,-2,-7.28242,,-72.81539544822988,-20.997506568487733,-422569.8544739687,-361535.72588130645,-61030.9710182636,-422565.5395033339,700,0.001701461267657578,True,2.8286172888480112,2.867673577725987
L3,Q92830,23850,9.6778,-2,-7.44383,,-67.62487622476925,-19.797565793353847,-424708.6082471252,-361535.72588130645,-63169.94987363677,-424705.08368637133,1000,0.009433123283088207,False,2.7891486093294273,2.964175304007461
L3,Q92830,30945,6.6556,-2,-8.03337,,-80.40285009910289,-51.89271298385723,-430615.9346939548,-361535.72588130645,-69076.72221507534,-430611.9864674759,778,0.001671980251558125,True,3.0000386016544676,2.814018195798389
L3,Q92830,31993,7.8665,-2,-6.63045,,-63.70440979790541,-42.83585632715855,-431017.7091402122,-361535.72588130645,-69479.22077423862,-431013.849630764,921,0.0019852914847433567,True,3.1019365355674844,2.952249340707083
L3,Q92830,45193,9.9586,-2,-7.55982,,-73.92433548284629,-52.823900630933224,-425777.88567948504,-361535.72588130645,-64238.954135588705,-425774.2570741028,1000,0.002228126395493746,False,3.049382974882501,3.070242351430352
L3,Q92830,53417,9.8539,-2,-7.43775,,-76.21852723930034,-41.0350760249364,-430582.2641998653,-361535.72588130645,-69043.23317039847,-430578.1509350691,497,0.0018754322081804276,True,2.7964882918430876,2.9059992629062297
L3,Q92830,71683,10.3979,-2,-7.95104,,-59.94826571893771,-38.87646643845732,-430581.71276325214,-361535.72588130645,-69043.38727910194,-430577.71030043165,364,0.0019830013625323772,True,2.8800895701152878,3.1050484579326385
L3,Q92830,78328,9.9586,-2,-8.29394,,-77.48289466353346,-50.62646243796289,-424708.64681604935,-361535.72588130645,-63169.56095842175,-424704.9888103788,1000,0.012981384061276913,False,3.015160822640484,2.9089885575966155
L3,Q92830,125008,10.0969,-2,-8.55964,,-89.99677194554786,-58.36390666355892,-419076.95056402206,-361535.72588130645,-57537.32205331553,-419071.5185921511,670,0.0019877913873642683,True,2.884804304532834,2.6275296208511625
L3,Q92830,127198,8.0521,-2,-7.94658,,-58.21602837021411,-35.86445810528679,-410323.4898901126,-361535.72588130645,-48785.239522883356,-410320.75109092507,566,0.001980188535526395,True,2.962083079187251,2.996008665391635
