mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
7699,0,L2,Q92793,8.2596,COC(=O)N1CCc2ccc3c(nc(-c4cccc(CC(=O)O)c4)n3[C@@H](C)Cn3cc(Cl)cn3)c2C1,0,-7.82658,7.82658,-290690.44487324735,-235113.14580123848,-55578.08253162689,18.067007994668153
30981,1,L2,Q92793,7.2596,COC(=O)N1CCc2ccc3c(nc([C@H]4CC[C@@H](C(=O)O)CC4)n3[C@@H](C)Cn3cc(Cl)cn3)c2C1,0,-7.62885,7.62885,-289719.2164559668,-235113.14580123848,-54606.06658265754,-0.09390418324905578
46473,2,L2,Q92793,7.7447,CNC(=O)c6cc2cc(C1=CCOCC1)ccc2c(N5CCCc4cc(c3cnn(C)c3)c(C(F)F)cc45)n6,0,-9.20133,9.20133,-283706.5130719612,-235113.14580123848,-48592.23509047822,-26.108696680544444
56089,3,L2,Q92793,7.2596,COC(=O)N1CCc2ccc3c(nc([C@H]4CC[C@](C)(C(=O)O)CC4)n3[C@@H](C)Cc3ccccc3)c2C1,0,-7.62385,7.62385,-278446.5318587966,-235113.14580123848,-43333.41053602369,0.564486826174129
74284,4,L2,Q92793,6.2596,COC(=O)N1CCc2ccc3c(nc([C@H]4CC[C@H](C(=O)O)CC4)n3[C@H](C)Cc3ccccc3)c2C1,0,-6.69751,6.69751,-277376.98421481386,-235113.14580123848,-42263.294152536466,-12.550957720063714
92633,5,L2,Q92793,8.2596,COC(=O)N1CCc2ccc3c(nc(N4CCN(C(=O)CO)CC4)n3[C@@H](C)Cc3ccccc3)c2C1,0,-7.27726,7.27726,-279319.54259664315,-235113.14580123848,-44205.65063799666,-17.206798596539244
99659,6,L2,Q92793,6.2596,COC(=O)N1CCc2ccc3c(nc([C@H]4C[C@@H](C(=O)O)C4)n3[C@H](C)Cc3ccccc3C)c2C1,0,-7.51959,7.51959,-276303.93511301914,-235113.14580123848,-41190.79290597079,0.0828839935651738
104318,7,L2,Q92793,8.2596,COC(=O)N1CCc2c(C(=O)O)cc3c(nc(C4CCCCC4)n3CCc3ccccc3)c2C1,0,-7.94477,7.94477,-276305.23289937415,-235113.14580123848,-41192.16151343222,1.7160575053973925
113888,8,L2,Q92793,8.2596,COC(=O)N1CCc2ccc3c(nc([C@H]4CCC[C@H](C(=O)O)C4)n3C[C@H](C)c3ccc(F)c(F)c3)c2C1,0,-8.45679,8.45679,-282779.6900288917,-235113.14580123848,-47666.54136466263,-0.06602213186049018
128208,9,L2,Q92793,8.2596,COC(=O)N1CCc2ccc3c(nc(C4CCCCC4)n3C[C@H](C(=O)O)c3cc(F)c(Cl)cc3OC)c2C1,0,-7.34967,7.34967,-294633.91219982336,-235113.14580123848,-59520.49205041517,-6.326619089856837
